Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2013-01-10,3390017,SOARCO/864,1000.00,SOAR WORKS ENTERPRISE CENTRE,449096,Unclassified Non Trade,COMMUNITY NETWORKS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2013-01-10,3390049,Y2V12/125,5000.00,YES 2 VENTURES LIMITED,481118,Facilities Management,RESEARCH ORGANISATIONS
MARKETING SHEFFIELD,8590,LANDLINE TELEPHONES,2013-01-10,3390052,38912,354,DIGITAL EXCHANGE (YORKSHIRE) LTD,204379,ICT,COMPUTER CONSUMABLES & STATION
DOUGLAS ROAD,8440,FEE EXPENSES,2013-01-10,3390054,80142,554.43,HARPERS ENVIRONMENTAL LTD,537022,Consultancy,ENVIRONMENTAL CONSULTANTS
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-10,3390083,SCC1206,390,SUPPORT DOGS LIMITED,564256,Social Community Care,DISABILITY & SPECIAL NEEDS - S
100 APPRENTICES,9120,OTHER AGENCIES,2013-01-10,3390091,10/5146/51CM/40306,391.95,SHEFFIELD WILDLIFE TRUST,347103,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INCLUSION CENTRE,8050,FURNITURE PURCHASES,2013-01-10,3390103,13679,300,DALE OFFICE FURNITURE,513565,Furniture,OFFICE FURNITURE & EQUIPMENT
MARKETING SHEFFIELD,8620,COMPUTER MAINTENANCE,2013-01-10,3390106,39009,862.5,DIGITAL EXCHANGE (YORKSHIRE) LTD,204379,ICT,COMPUTER CONSUMABLES & STATION
UNIVERSAL YOUTH SERVICE,9120,OTHER AGENCIES,2013-01-10,3390112,1213/80,3675.00,GLEADLESS VALLEY COMMUNITY FORUM,550294,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
UNIVERSAL YOUTH SERVICE,9120,OTHER AGENCIES,2013-01-10,3390118,QUARTER 4,4607.00,SOUTHEY DEVELOPMENT FORUM,422647,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
SOUTH WEST PAYMENTS TO TENANTS,6060,DECANTING/REMOVAL COSTS,2013-01-10,3390122,13547,382.95,PETER HOUSLEY REMOVALS,207489,Transport,REMOVALS & STORAGE - HOUSEHOLD
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-01-10,3390128,66161,386,WHITESPRINT GROUP LIMITED,202894,Facilities Management,PRINTERS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-01-10,3390130,66262,945.06,WHITESPRINT GROUP LIMITED,202894,Facilities Management,PRINTERS
INCOME MANAGEMENT,9140,DEBT COLLECTION AGENCY,2013-01-10,3390131,157822,398.33,ROSSENDALES COLLECT LTD,477656,Financial Services,BAILIFFS
CREATIVE SERVICES,9120,OTHER AGENCIES,2013-01-10,3390135,66561,398,WHITESPRINT GROUP LIMITED,202894,Facilities Management,PRINTERS
GRNI NO LIABILITY NOT OHEAD,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-10,3390142,13020856,555,POCHIN CONCRETE PUMPING LTD,576858,Construction,CONCRETE PUMPING SERVICES
GRNI NO LIABILITY VAL / OHEAD,8060,MATERIALS AND SUPPLIES GENERAL,2013-01-10,3390143,13020371,545,POCHIN CONCRETE PUMPING LTD,576858,Construction,CONCRETE PUMPING SERVICES
LOWFIELD,8440,FEE EXPENSES,2013-01-10,3390145,FURD/SCCUMIXQ3/121001,52670.00,FOOTBALL UNITES RACISM DIVIDES,297507,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
LANDFILL SITES,8440,FEE EXPENSES,2013-01-10,3390297,60726,2216.48,ENITIAL,480906,Consultancy,ENGINEERS - CONSULTING
ESTATE SERVICES,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-10,3390298,FI000465,447.9,T L KILLIS,206230,Cleaning and Janitorial,CLEANING MATERIALS & EQUIPMENT
MALON WAY CHILDREN'S HOME,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-10,3390322,48605,260.65,BARNSLEY CATERING SERVICES LTD,203262,Catering,CATERING EQUIPMENT
INCLUSION CENTRE,6030,REPAIRS AND MTCE - RESPONSIVE,2013-01-10,3390342,97065,252.5,H2O CHEMICALS LTD,471424,Environmental Services,WATER TREATMENT EQUIPMENT & SE
SCHOOL MEALS,8130,CATERING SUPPLIES,2013-01-10,3390486,1904/90525075,8718.89,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
SCHOOL MEALS,8150,CONTRACT CATERING - INVOICE,2013-01-10,3390486,1904/90525075,2949.67,MITIE PFI LIMITED,472380,Facilities Management,FACILITIES MANAGEMENT
OTHER REPAIRS & FEES,6030,BURGLAR ALARM REPAIRS,2013-01-10,3390631,ISG/SERV/039/12,13476.29,TELSTAR SECURITY,299814,Facilities Management,SECURITY EQUIPMENT
OTHER REPAIRS & FEES,6030,BURGLAR ALARM REPAIRS,2013-01-10,3390636,ISG/SERV/040/12,1503.36,TELSTAR SECURITY,299814,Facilities Management,SECURITY EQUIPMENT
COMMUNITY ASSEMBLY SOUTH EAST,8010,EQUIPMENT PURCHASE AND REPAIR,2013-01-10,3390651,1038,1350.00,FOCUS CCTV LTD,444582,Facilities Management,CCTV & VIDEO EQUIPMENT
OFF STREET CAR PARKS,6150,ELECTRICITY,2013-01-10,3390490,79642049980,342.58,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
COM.UNITY,6190,WATER SERVICES,2013-01-10,3390525,2290094299,291.24,SEVERN TRENT WATER LTD,388402,Utilities,WATER COMPANIES
NORMANTON SPRINGS,6190,WATER SERVICES,2013-01-10,3390537,800308719/138,292.9,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
BEIGHTON,6190,WATER SERVICES,2013-01-10,3390539,800308697/130,4017.72,YORKSHIRE WATER PLC,295854,Utilities,WATER COMPANIES
MANAGED SITES,6150,ELECTRICITY,2013-01-10,3390644,18499836/0003,281.06,EDF ENERGY,411996,Utilities,ELECTRICITY COMPANIES
ADULT SOCIAL CARE PURCHASING,4260,DIRECT PAYMENTS,2013-01-10,3390414,J561175,320.8,REDACTED PERSONAL DATA,575103,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390325,J553826 060113,3571.40,MOORVIEW HOUSE,546067,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390326,J558985 060113,9131.00,ROSEBERRY CARE CENTRES GB LTD,368334,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390327,J558986 060113,8436.00,IDEAL CARE HOMES,524235,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390329,J560208 030213,18503.64,BEECH CLIFFE LTD,361899,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390330,J560211 030213,24376.00,ASH HOUSE RESIDENTIAL HOME,361901,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390331,J560212 030213,5872.80,COUMES BROOK,362149,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390332,J560216 030213,16950.40,100 BEIGHTON ROAD,362152,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390332,J560216 030213,7479.40,100 BEIGHTON ROAD,362152,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390333,J560218 030213,6544.00,67 BIRCH AVENUE NURSING HOME,362108,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390334,J560220 030213,2939.44,COTTAM ROAD SCHEME,362167,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390334,J560220 030213,17296.92,COTTAM ROAD SCHEME,362167,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390335,J560240 030213,12789.52,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390335,J560240 030213,3484.04,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390335,J560240 030213,4220.96,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390335,J560240 030213,2337.32,CARRWOOD HOUSE HOME,362165,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390336,J560248 030213,22040.80,BEECH TREE HALL,327636,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2013-01-10,3390337,J560254 030213,2437.20,OAKWOOD (DEVON COURT),362087,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2013-01-10,3390338,J560256 030213,14943.92,ELMWOOD HOUSE NURSING HOME,362098,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390339,J560257 030213,6835.20,BROOMHOUSE,362002,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390340,J560258 030213,10864.00,TWELVETREES RESIDENTIAL HOME,361849,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390341,J560269 030213,12768.00,LOXLEY COURT,362146,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390341,J560269 030213,24229.80,LOXLEY COURT,362146,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390343,J560271 030213,9384.00,KERSAL MOUNT NURSING HOME,361765,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390343,J560271 030213,16961.43,KERSAL MOUNT NURSING HOME,361765,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390344,J560273 030213,14936.00,CROFT ACRES,361758,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390345,J560275 030213,1588.00,CLIFF HOUSE NURSING HOME,361837,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390346,J560281 030213,2157.12,LINKAGE COMMUNITY TRUST,362116,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390347,J560283 030213,8320.00,PRIOR BANK HOUSE,361772,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390348,J560286 030213,1585.56,DEVAGLADE LIMITED T/A AARON VIEW,486043,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390348,J560286 030213,15216.28,DEVAGLADE LIMITED T/A AARON VIEW,486043,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390349,J560302 030213,3396.00,BROOMCROFT HOUSE,361960,Social Community Care,NURSING HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390350,J560306 030213,1667.20,LONGLEY PARK VIEW,361928,Social Community Care,NURSING HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390350,J560306 030213,2818.24,LONGLEY PARK VIEW,361928,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390350,J560306 030213,24885.00,LONGLEY PARK VIEW,361928,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390351,J560312 030213,8744.00,WESTBOURNE HOUSE,362111,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390351,J560312 030213,26876.00,WESTBOURNE HOUSE,362111,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390352,J560317 030213,1996.00,CAMBRON HOUSE CARE HOME,361832,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390353,J560320 030213,4386.86,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390353,J560320 030213,22359.29,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390354,J560324 030213,1548.00,LITTLEDALE NURSING HOME,361783,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390354,J560324 030213,7820.00,LITTLEDALE NURSING HOME,361783,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390355,J560325 030213,13277.48,CRAGSIDE HOUSE RES. HOME,361926,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390356,J560332 030213,7982.04,11 FRASER DRIVE,361875,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390357,J560334 030213,7746.36,169 GLEADLESS COMMON,361822,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390358,J560338 030213,6581.84,3 STATION ROAD,362166,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,NURSING COSTS RECOVERED,2013-01-10,3390359,J543838 111112,1543.13,BROOMCROFT HOUSE,361960,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390360,J560339 030213,4522.92,15 GLEADLESS VIEW,362168,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390361,J560340 030213,4058.60,5 STATION ROAD,361874,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390361,J560340 030213,1474.28,5 STATION ROAD,361874,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390362,J560342 030213,1470.16,9 FRASER DRIVE,361861,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390362,J560342 030213,2684.44,9 FRASER DRIVE,361861,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390363,J560350 030213,37945.15,BEECHY KNOLL,362144,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390364,J560351 030213,1580.00,THE MANOR,362148,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390365,J560354 030213,9114.00,HOLMWOOD CARE HOME,331238,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390366,J560357 030213,2540.00,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390366,J560357 030213,49955.03,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390366,J560357 030213,1579.32,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390366,J560357 030213,18691.20,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390366,J560357 030213,4870.68,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390366,J560357 030213,50527.92,ROSEBERRY CARE CENTRES GB LTD,362099,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390367,J560361 030213,1624.00,CLIFF HOUSE RESIDENTIAL HOME,362088,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390368,J560363 030213,17943.00,SCARSDALE GRANGE N.H,361915,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390368,J560363 030213,46545.72,SCARSDALE GRANGE N.H,361915,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390369,J560365 030213,3100.08,SHEFFIELD CHESHIRE HOME,361768,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390369,J560365 030213,20521.44,SHEFFIELD CHESHIRE HOME,361768,Social Community Care,NURSING HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390369,J560365 030213,27246.24,SHEFFIELD CHESHIRE HOME,361768,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9220,CONTINUING BLOCK BOOKED,2013-01-10,3390369,J560365 030213,3639.40,SHEFFIELD CHESHIRE HOME,361768,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390371,J560369 030213,13616.00,CAIRN HOME,368330,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390372,J560375 030213,7979.16,LITTLE ARCHES RESIDENTIAL HOME,361869,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390373,J560377 030213,14776.00,ROSEBERRY CARE CENTRES GB LTD,368334,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390373,J560377 030213,23820.00,ROSEBERRY CARE CENTRES GB LTD,368334,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390374,J560378 030213,1564.00,CLUMBER COURT CARE HOME,368325,Social Community Care,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390375,J560379 030213,1537.16,BROOKVIEW NURSING HOME,368323,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390375,J560379 030213,4776.00,BROOKVIEW NURSING HOME,368323,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390375,J560379 030213,1564.00,BROOKVIEW NURSING HOME,368323,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390376,J560405 030213,4009.48,BUCKWOOD VIEW N H,409173,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2013-01-10,3390376,J560405 030213,6373.12,BUCKWOOD VIEW N H,409173,Social Community Care,NURSING HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390377,J560410 030213,4836.84,CHESTNUT GRANGE,418583,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390378,J560412 030213,8222.20,CHURCH VIEW RESIDENTIAL N/H,424064,Unclassified Non Trade,PLACES OF WORSHIP
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390379,J560417 030213,1580.00,BRAILSFORD HOUSE RESIDENTIAL HOME,430727,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390380,J560420 030213,30672.00,NORTON LEES HALL/LODGE,433750,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2013-01-10,3390381,J553165 091212,1182.00,ASH HOUSE RESIDENTIAL HOME,361901,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390382,J560431 030213,6885.52,BROOK LODGE,475031,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9210,CONTINUING NURSING CARE,2013-01-10,3390383,J560439 030213,15305.80,THE LODGE,475754,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390384,J560444 030213,1584.00,LYMEHURST REST HOME,487361,Social Community Care,REST & RETIREMENT HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390385,J560446 030213,1608.00,BELGRAVE COURT RESIDENTIAL CARE HOME,487981,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390386,J560461 030213,1564.00,THE LAURELS NURSING HOME,518571,Social Community Care,NURSING HOMES
PDSI PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390387,J560463 030213,3114.20,VOYAGE CARE,522429,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390388,J560464 030213,60192.00,IDEAL CARE HOMES,524235,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390389,J560470 030213,6616.88,THE LODGE (CARETECH T/A VALEO),543663,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390390,J560473 030213,6716.88,ICON CARE LTD T/A CHAMWOOD,550309,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390391,J560477 030213,8152.88,BALBY (HEATHCOTES),552815,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,4260,RESIDENTIAL COSTS RECOVERED,2013-01-10,3390392,J553169 091212,529.66,IDEAL CARE HOMES,524235,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390393,J560483 030213,9864.40,THE MANSE T/AS KINGFIELD CARE HOME,559873,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390394,J560487 030213,11560.16,WESTFIELD MEWS -,563592,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390395,J560491 030213,1744.00,BARTON LODGE RESIDENTIAL HOME,566032,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390396,J560495 030213,6400.00,CARLTON HOUSE RESIDENTIAL CARE,570047,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390397,J553657 060113,3396.00,BROOMCROFT HOUSE,361960,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2013-01-10,3390398,J561176 030213,14144.00,NIGHTINGALES RES.HOME,361897,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9210,CONTINUING NURSING CARE,2013-01-10,3390399,J561178 030213,11423.85,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-01-10,3390401,J558908 091212,3724.29,CROFT ACRES,361758,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-01-10,3390402,J558909 091212,552.86,PRIOR BANK HOUSE,361772,Social Community Care,RESIDENTIAL CARE HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-01-10,3390404,J560075 060113,387,CRAEGMOOR  - RICHMOND HEIGHTS,361933,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-01-10,3390405,J560077 060113,959.29,BALMORAL NURSING HOME,361851,Social Community Care,NURSING HOMES
ADULT SOCIAL CARE PURCHASING,9200,SHORT TERM RESIDENTIAL CARE,2013-01-10,3390406,J560081 060113,1767.00,SCARSDALE GRANGE N.H,361915,Social Community Care,NURSING HOMES
