Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No,Invoice No,Invoiced Value,Supplier Name,Address Book No,Proclass Details Level 1,Thomson Classification Description
COMMUNICATIONS,8550,OTHER SERVICES,2015-01-16,3762141,INV170519,472.00,A PINDER LTD,202627,,COPYING & DUPLICATING SERVICES
TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2015-01-16,3762996,1757,640.00,SHEFFIELD TREE CARE,462546,,TREE WORK & FORESTRY SERVICES
TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2015-01-16,3762997,1758,440.00,SHEFFIELD TREE CARE,462546,,TREE WORK & FORESTRY SERVICES
COMMUNICATIONS,8550,OTHER SERVICES,2015-01-16,3763440,Q354402,3939.00,NLA MEDIA ACCESS LTD,318239,,COPYRIGHT AGENTS
PROPERTY DISPOSAL,8460,CONSULTANTS FEES,2015-01-16,3763456,184584,675.00,TURNER & TOWNSEND,421729,,BUILDING CONSULTANTS
CITY WIDE LEARNING BODY,8440,FEE EXPENSES,2015-01-16,3764203,SLINV/00001094,3825.00,NATIONAL CHILDREN'S BUREAU,339594,,INFORMATION SERVICES
INSURANCE AND RISK,8270,SUBSCRIPTIONS,2015-01-16,3764684,25262,790.00,ALARM,341885,,BUSINESS & TRADE ORGANISATIONS
PARTICIPATION,5750,TRAINING EXPENDITURE,2015-01-16,3765608,6882,300.00,DEVELOPMENT EDUCATION CENTRE,327788,,EDUCATION AGENCIES & AUTHORITI
NATIONAL CONTRACTS MANAGEMENT,8440,FEE EXPENSES,2015-01-16,3765946,6290641664,7775.29,LEEDS CITY COUNCIL,316373,,LOCAL GOVERNMENT
SERVICE OVERHEADS,6280,HIRE OF PREMISES,2015-01-16,3766017,3034920,560.00,7 HILLS LEISURE TRUST,566500,,SPORTS GROUND & STADIUM CONTRA
SERVICE OVERHEADS,6280,HIRE OF PREMISES,2015-01-16,3766021,3034782,420.00,7 HILLS LEISURE TRUST,566500,,SPORTS GROUND & STADIUM CONTRA
TREE TEAM,6370,GROUNDS MTCE AND ARBORICULTURE,2015-01-16,3766094,1770,2430.00,SHEFFIELD TREE CARE,462546,,TREE WORK & FORESTRY SERVICES
CLAIMS,8470,LEGAL FEES,2015-01-16,3766111,01-14-0054853/1/SHEF03,2491.39,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766140,01-14-0056628/1/SHEF03,611.10,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766141,01-14-0055020/1/SHEF03,1628.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766147,01-14-0056036/1/SHEF03,580.50,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766280,01-14-0054875/1/SHEF03,970.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8740,PUBLIC LIABILITY,2015-01-16,3766288,412670,7184.52,REDACTED PERSONAL DATA,587858,,BARRISTERS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766447,01-14-0055019/1/SHEF03,1680.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766448,01-14-0056514/1/SHE114,700.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766449,01-14-0056515/1/SHEF03,700.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766497,01-14-0056025/1/SHEF03,700.00,KENNEDYS LAW LLP,543971,,SOLICITORS
CLAIMS,8470,LEGAL FEES,2015-01-16,3766500,01-14-0054858/1/SHEF02,625.00,KENNEDYS LAW LLP,543971,,SOLICITORS
ANIMAL WARDENS,8440,FEE EXPENSES,2015-01-16,3766503,934523,390.00,SABA COM,208187,,RADIO COMMUNICATION EQUIPMENT
LIBRARY THEATRE,8130,CATERING SUPPLIES,2015-01-16,3766765,257564081,258.79,YORKSHIRE PURCHASING ORGANISATION,295997,,PURCHASING SERVICES
JESSICA,8440,FEE EXPENSES,2015-01-16,3766851,SRD00013742,11660.00,GRIFFITHS & ARMOUR INSURANCE BROKERS LTD,501455,,INSURANCE - OTHER
LIBRARY THEATRE,8130,CATERING SUPPLIES,2015-01-16,3766859,119080,566.82,AVENEX LTD T/A LAST ORDERS,574709,,WINES SPIRITS & BEER - WHOLESA
ARCHIVES & CONSERVATION,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-16,3766871,132403,1090.16,TNT INTERNATIONAL,318043,,DELIVERY SERVICES
LICENSING,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-16,3766891,16537,648.80,VIP SYSTEM LTD.,455617,,CAR ACCESSORIES & PARTS
OFF THE SHELF,6280,HIRE OF PREMISES,2015-01-16,3766904,6955,347.00,SHEFFIELD HALLAM STUDENTS UNION,363250,,UNIVERSITIES & MEDICAL SCHOOLS
THORNBRIDGE ACCESSIBLE UNIT,1193,CONSULTANTS FEES,2015-01-16,3767173,41983,5700.00,CLASSIC GLASS HIGH PEAK LTD,618155,,STAINED GLASS DESIGNERS & PROD
INWARD INVESTMENT,8420,ADVERTISING AND PUBLICITY,2015-01-16,3767300,190798,1320.00,SALES OPERATIONS UK LIMITED,596029,,BUSINESS & MANAGEMENT CONSULTA
FUTURE OF COUNCIL HOUSING,8440,FEE EXPENSES,2015-01-16,3767349,1800117731,5450.00,UNIVERSITY OF SHEFFIELD,347058,,UNIVERSITIES & MEDICAL SCHOOLS
INCOME MANAGEMENT,9140,DEBT COLLECTION AGENCY,2015-01-16,3767837,234831,535.66,JACOBS CERTIFICATED BAILIFFS,477655,,BAILIFFS
PURCHASING LEARNING DISABILITI,9190,EX POOL CLIENTS,2015-01-16,3767875,SI05/00011402,151868.26,DIMENSIONS (UK) LTD.,386516,,DISABILITY & SPECIAL NEEDS - S
ADAPTATIONS,1157,DWELLINGS MAIN CONTRACT,2015-01-16,3767889,S085003952,5598.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
GENERAL,8470,LEGAL FEES,2015-01-16,3767890,54761483,682.50,DLA PIPER UK LLP,441631,,LEGAL SERVICES
PFI 3,6030,REPAIRS AND MTCE - RESPONSIVE,2015-01-16,3767893,ASSL/15/01,9908.43,ACADEMY SERVICES (SHEFFIELD) LTD,438883,,LEASING SERVICES
PFI 3,6270,SERVICE / PFI UNITARY CHARGE,2015-01-16,3767893,ASSL/15/01,618161.50,ACADEMY SERVICES (SHEFFIELD) LTD,438883,,LEASING SERVICES
OFF THE SHELF,8440,FEE EXPENSES,2015-01-16,3767948,41961,360.00,VIV GROSKOP,598950,,ENTERTAINERS
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-01-16,3767962,SEN-NOV-2014,475.00,M M KHALIQ T/AS ACE MINIBUS TRAVEL,598946,,TAXIS & PRIVATE HIRE
LSE SUB-CONTRACTORS,9120,OTHER AGENCIES,2015-01-16,3767970,2951,19900.00,YOUTH ASSOCIATION SOUTH YORKSHIRE,313174,,CHARITIES & VOLUNTARY ORGANISA
GP HEALTH CHECKS,9120,OTHER AGENCIES,2015-01-16,3767976,C88035_0002,320.00,FIRTH PARK SURGERY,581211,,PUBLIC HEALTH SUPPLIERS
OFF THE SHELF,8440,FEE EXPENSES,2015-01-16,3767982,3192,610.00,THE POETRY BUSINESS,527025,,PUBLISHERS
GRAVES PARK - ANIMAL FARM INC,8060,MATERIALS AND SUPPLIES GENERAL,2015-01-16,3767984,1148957,340.00,PASUDA (HIRE) LTD,508316,,BUILDINGS - SECTIONAL & PORTAB
GP HEALTH CHECKS,9120,OTHER AGENCIES,2015-01-16,3768052,C88026_0002,1090.00,THE SLOAN PRACTICE (MEDICAL CENTRE),582268,,PUBLIC HEALTH SUPPLIERS
BRT NORTH: HWYS ALTER'NS (WP24,1161,NC&A MAIN CONTRACT,2015-01-16,3768411,TPBN729/10,91600.00,NORTH MIDLAND CONSTRUCTION PLC,315929,,BUILDERS
COMMUNICATIONS,8550,OTHER SERVICES,2015-01-16,3768443,145044,470.00,J W NORTHEND LIMITED,328423,,PRINTERS
SHORT BREAKS FUNDING FOR DISAB,9120,OTHER AGENCIES,2015-01-16,3768444,15531/SUS,423.59,UNIVERSITY OF SHEFFIELD,306998,,UNIVERSITIES & MEDICAL SCHOOLS
YOUTH JUSTICE SERVICE,7140,PUBLIC TRANSPORT COSTS,2015-01-16,3768445,SL0068470,1269.60,SYPTE,208757,,BUS & COACH OPERATORS & STATIO
SEN TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-01-16,3768469,1078612,6629.80,ACTIVE TRANSPORT,347912,,MINI BUSES - HIRE & LEASING
SOCIAL CARE TAXIS,7060,EXTERNAL VEHICLE HIRE,2015-01-16,3768471,78611,5323.20,ACTIVE TRANSPORT,347912,,MINI BUSES - HIRE & LEASING
EP SOUTH WEST,1161,NC&A MAIN CONTRACT,2015-01-16,3768482,SH04231/5,39600.00,P CASEY (LAND RECLAMATION) LTD,466698,,BUILDERS
PARKS OPS SOUTH & SOUTH EAST,6090,WASTE DISPOSAL,2015-01-16,3768487,R3757,1200.00,E4 (ENVIRONMENTAL) LTD,462119,,ASBESTOS SURVEYS & REMOVALS
ICAM,8440,FEE EXPENSES,2015-01-16,3768489,C324977,391.27,ROSSENDALES COLLECT LTD,477656,,BAILIFFS
ICAM,8440,FEE EXPENSES,2015-01-16,3768490,C325049,3646.53,ROSSENDALES COLLECT LTD,477656,,BAILIFFS
CORPORATE CS MGT,8590,LANDLINE TELEPHONES,2015-01-16,3768515,43710/37614,1210.00,DIGITAL EXCHANGE (YORKSHIRE) LTD,204379,,COMPUTER CONSUMABLES & STATION
ELECTORAL REGISTRATION,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2015-01-16,3768523,2015002609,1030.98,NEOPOST FINANCE LIMITED,207084,,LEASING SERVICES
COM.UNITY,6190,WATER SERVICES,2015-01-16,3768424,2290094299,282.74,SEVERN TRENT WATER LTD,388402,,WATER COMPANIES
PFI 4,6190,WATER SERVICES,2015-01-16,3768431,800766709/25,2095.51,YORKSHIRE WATER PLC,295854,,WATER COMPANIES
RED TAPE CENTRAL,6150,ELECTRICITY,2015-01-16,3768432,27140161,521.90,NPOWER NORTHERN LTD,207191,,ELECTRICITY COMPANIES
ENGINEERING CENTRE,6150,ELECTRICITY,2015-01-16,3768433,27140722,1600.18,NPOWER NORTHERN LTD,207191,,ELECTRICITY COMPANIES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768177,J1050015 180115,261.00,REDACTED PERSONAL DATA,596745,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768178,J1050016 180115,811.00,REDACTED PERSONAL DATA,332448,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768179,J1050017 180115,261.00,REDACTED PERSONAL DATA,328030,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768180,J1050018 180115,261.00,REDACTED PERSONAL DATA,206291,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768181,J1050019 180115,550.00,REDACTED PERSONAL DATA,328070,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768182,J1050020 180115,261.00,REDACTED PERSONAL DATA,328077,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768183,J1050021 180115,797.00,REDACTED PERSONAL DATA,408112,,HOME CARE SERVICES
PURCHASING,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768184,J1050022 180115,261.00,REDACTED PERSONAL DATA,328091,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768184,J1050022 180115,261.00,REDACTED PERSONAL DATA,328091,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768185,J1050023 180115,261.00,REDACTED PERSONAL DATA,328101,,HOME CARE SERVICES
PURCHASING,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768185,J1050023 180115,265.00,REDACTED PERSONAL DATA,328101,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768186,J1050024 180115,261.00,REDACTED PERSONAL DATA,436605,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768187,J1050025 180115,261.00,REDACTED PERSONAL DATA,594718,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768188,J1050026 180115,550.00,REDACTED PERSONAL DATA,369406,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768189,J1050027 180115,275.00,REDACTED PERSONAL DATA,208144,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768190,J1050028 180115,261.00,REDACTED PERSONAL DATA,332870,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768191,J1050029 180115,275.00,REDACTED PERSONAL DATA,333138,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768192,J1050030 180115,463.70,REDACTED PERSONAL DATA,333307,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768193,J1050031 180115,261.00,REDACTED PERSONAL DATA,333400,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768194,J1050032 180115,261.00,REDACTED PERSONAL DATA,501798,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768195,J1050033 180115,261.00,REDACTED PERSONAL DATA,328095,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768196,J1050034 180115,261.00,REDACTED PERSONAL DATA,526062,,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9180,OTHER CLIENT EXPENDITURE,2015-01-16,3768197,J1050035 180115,261.00,REDACTED PERSONAL DATA,553116,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-01-16,3768314,J1053764,594.64,REDACTED PERSONAL DATA,556897,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-01-16,3768315,J1053764,900.00,REDACTED PERSONAL DATA,557844,Social Community Care,CAREFIRST DIRECT PAYMENTS
ADULT SOCIAL CARE PURCHASING,9190,DIRECT PAYMENTS,2015-01-16,3768316,J1053764,1053.05,REDACTED PERSONAL DATA,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2015-01-16,3768316,J1053764,468.00,REDACTED PERSONAL DATA,576122,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2015-01-16,3768317,15/3678,1440.00,PACES SHEFFIELD,376410,,SCHOOLS - SPECIAL
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768318,3664,1742.26,NORSACA-NOTTS SOCIETY AUTISTIC CH / AD,368343,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768323,2321,315.00,UNDER THE STARS,568761,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9210,FUNDED NURSING CARE (INCOME),2015-01-16,3768327,30252,270.00,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768328,2568,3001.92,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768329,2569,2764.52,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768329,2569,1732.68,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768330,2570,8931.68,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768331,2571,1478.44,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768331,2571,3781.72,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768332,2572,7315.04,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768333,2573,365.25,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768334,2574,636.00,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768335,2575,2030.00,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768336,2576,273.00,ABBEYCARE & NURSING HOME LTD,518411,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768339,27070DM,783.20,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768340,27070GS,427.44,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768341,27070LB,300.00,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768342,27070MS,357.50,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768343,27070NW,777.00,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768344,27070PJ,818.25,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768346,27092DM,783.20,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768348,27092GS,427.44,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768350,27092LB,300.00,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768352,27092NW,777.00,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768353,27092PJ,818.25,SPECTRUM SOCIAL CARE LTD,328608,,EMPLOYMENT & RECRUITMENT AGENC
ADULT SOCIAL CARE PURCHASING,9230,CCSP TRANSPORT,2015-01-16,3768355,32463/CRED,491.90,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9230,CCSP TRANSPORT,2015-01-16,3768356,32465,455.40,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2015-01-16,3768357,3447DEC,250.40,PARK CARE MEALS LTD,341246,,NURSING HOMES
PURCHASING,9190,CITYWIDE SPOT,2015-01-16,3768363,SCH/001/PS,537.00,SUPPORT CARE HOUSING LTD,351532,,RESIDENTIAL CARE HOMES
PURCHASING,9190,CITYWIDE SPOT,2015-01-16,3768364,SCH/002/DG,537.00,SUPPORT CARE HOUSING LTD,351532,,RESIDENTIAL CARE HOMES
PURCHASING,9190,CITYWIDE SPOT,2015-01-16,3768365,SCH/005/PB,537.00,SUPPORT CARE HOUSING LTD,351532,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768366,SIM1072611,2225.56,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768367,SIM1072612,1162.56,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768368,SIM1072613,2311.32,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768369,SIM1072614,2334.08,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768370,SIM1072615,1848.20,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768370,SIM1072615,875.60,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2015-01-16,3768371,SIM1072616,1679.28,REDACTED PERSONAL DATA,524237,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9190,FUNDED HOME SUPPORT,2015-01-16,3768372,1687,1147.50,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2015-01-16,3768373,1698,360.00,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP TRANSPORT,2015-01-16,3768374,30237,268.40,SHEFFIELD COMMUNITY TRANSPORT,296356,,CHARITIES & VOLUNTARY ORGANISA
NORTH SA - CIN S17,9280,CONTACT,2015-01-16,3768238,1327,253.13,SHEFFIELD CHILDREN'S CENTRE,311908,,NURSERIES & CRECHES
NORTH SA - LAC,9270,PAYMENTS TO RELATIVES/FRIENDS,2015-01-16,3768245,1,490.00,PARKLANDS DAY NURSERY,619653,,NURSERY SCHOOLS
WEST SA - CIN S17,9270,CARELEAVERS INDEPENDENT LIVING,2015-01-16,3768246,17664,258.77,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
WEST SA - CIN S17,9270,CARELEAVERS INDEPENDENT LIVING,2015-01-16,3768247,17760,396.82,SSA SOCIAL CARE & COMMUNITY SERVICES LTD,301604,,EMPLOYMENT & RECRUITMENT AGENC
ADULT SOCIAL CARE PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-01-16,3768198,J1044961 010215,18224.00,ASH HOUSE RESIDENTIAL HOME,361901,,RESIDENTIAL CARE HOMES
PDSI PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-01-16,3768199,J1044990 010215,3484.04,CARRWOOD HOUSE HOME,362165,,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2015-01-16,3768199,J1044990 010215,4220.96,CARRWOOD HOUSE HOME,362165,,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2015-01-16,3768199,J1044990 010215,13411.15,CARRWOOD HOUSE HOME,362165,,RESIDENTIAL CARE HOMES
INCOME MANAGEMENT,9120,OTHER AGENCIES,2015-01-19,3768941,ERS INVOICE112790,26576.81,AON LIMITED,319158,,INSURANCE - OTHER
PARENT REIMBURSEMENTS,7060,EXTERNAL VEHICLE HIRE,2015-01-19,3768942,ERS INVOICE112791,612.80,REDACTED PERSONAL DATA,582032,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
OLDER PEOPLES MENTAL HEALTH,9160,PARTNERSHIP CONTRACTS,2015-01-19,3768943,ERS INVOICE112792,231349.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,,HOSPITALS
LTE'S PURCHASE & REPAIR,1194,OTHER FEES,2015-01-19,3768944,ERS INVOICE112794,62500.00,NORRIE WAITE & SLATER,301340,,SOLICITORS
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768945,ERS INVOICE112795,3980.00,ABBEYDALE SHOWERS,302256,,ELECTRICIANS & ELECTRICAL CONT
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768946,ERS INVOICE112796,1757.52,REDACTED PERSONAL DATA,311727,,ESTATE AGENTS
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768947,ERS INVOICE112797,4883.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768948,ERS INVOICE112798,5180.00,ABBEYDALE SHOWERS,302256,,ELECTRICIANS & ELECTRICAL CONT
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768949,ERS INVOICE112799,3674.00,REDACTED PERSONAL DATA,599308,Unclassified Non Trade,OUT OF SCOPE FOR SIC MONITORIN
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768950,ERS INVOICE112800,2566.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
RANGER SERVICE,4040,OTHER REIMBURSE. & CONTRIBS.,2015-01-19,3768951,ERS INVOICE112801,346.00,JASPER PRACHEK,308369,,FORESTRY CONSULTANTS
LAC PUPIL PREMIUM,9050,OTHER LOCAL AUTHORITIES,2015-01-19,3768952,ERS INVOICE112803,633.00,LINCOLNSHIRE COUNTY COUNCIL,325205,,LOCAL GOVERNMENT
DISABLED GRANTS,1165,NC&A OTHER,2015-01-19,3768953,ERS INVOICE112804,4791.00,STANNAH LIFT SERVICES LTD.,208625,,STAIRLIFTS - MNFRS & INSTALLER
