Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Descripition
Salford City Council,2014-05-15,1600502710,624746.81,104124.47,520622.34,Pendleton Together Operating Ltd,Sustainable Regeneration,Unitary Charge
Salford City Council,2014-05-01,1600502742,3240.00,540.00,2700.00,Ricardo-Aea,Environment and Community Safety,Contractors
Salford City Council,2014-05-01,1600502768,2091.60,0.00,2091.60,Bright Futures Care Ltd T/A Corners,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-01,1600502769,13808.67,0.00,13808.67,Bright Futures Care Ltd T/A Corners,Children's Services,Payts to Agencies
Salford City Council,2014-05-02,1600502773,3103.32,517.22,2586.10,Taylors Oak Park,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-05-02,1600502775,739.06,123.18,615.88,North West Timber Treatment Ltd,Environment and Community Safety,Furniture
Salford City Council,2014-05-02,1600502781,537.60,89.60,448.00,Flexel (Uk) Ltd,"Community, Health & Social Care",Equipment Repair
Salford City Council,2014-05-02,1600502783,2604.00,434.00,2170.00,Mac Active Ltd,Office of the Chief Executive,Computer Equipment
Salford City Council,2014-05-02,1600502786,517.80,86.30,431.50,Redacted Data,Environment and Community Safety,Catering Materials
Salford City Council,2014-05-01,1600502790,666.00,111.00,555.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-02,1600502793,756.00,126.00,630.00,Ot Stores,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-02,1600502797,45775.90,7629.32,38146.58,Wigan Leisure & Culture,Environment and Community Safety,Contractors
Salford City Council,2014-05-02,1600502804,14269.80,2378.30,11891.50,Taylors Oak Park,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-05-01,1600502894,2340.00,390.00,1950.00,Direct Access Taxis Ltd,Children's Services,Transport
Salford City Council,2014-05-02,1600502896,62322.24,10387.04,51935.20,Nsl Ltd,Sustainable Regeneration,Contractors
Salford City Council,2014-05-02,1600502901,1737.00,289.50,1447.50,Click Fire & Security Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-05-02,1600502902,17586.00,2931.00,14655.00,Bskyb,Capital Expenditure,Pment to Pub Utils
Salford City Council,2014-05-02,1600502903,6000.00,1000.00,5000.00,Hint Media,Customer and Support Services,Marketing/Publicity
Salford City Council,2014-05-02,1600502960,1194.96,199.16,995.80,Dlp Services (Northern) Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-01,1600502968,599.82,99.97,499.85,Hydron Protective Coatings Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-02,1600502970,1560.00,260.00,1300.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-02,1600502973,4240.80,706.80,3534.00,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-02,1600502974,1574.40,262.40,1312.00,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2014-05-20,1600503009,1596.00,266.00,1330.00,Randstad Education Limited,Children's Services,Pupil Assistance
Salford City Council,2014-05-12,1600503013,4061.69,676.95,3384.74,Vodafone Formerly Cable & Wireless,Customer and Support Services,Computer Equipment
Salford City Council,2014-05-02,1600503019,3304.08,550.68,2753.40,Concept Oils Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-06,1600503021,4091.60,681.93,3409.67,Ggp Systems Limited,Sustainable Regeneration,Unclass Road Maint
Salford City Council,2014-05-06,1600503026,39815.88,6635.98,33179.90,Caretower Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2014-05-06,1600503028,15000.00,2500.00,12500.00,Citizens Advice Bureau,Environment and Community Safety,Payts to Agencies
Salford City Council,2014-05-01,1600503033,13710.00,0.00,13710.00,Footsteps A Path To Change Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-02,1600503038,22562.00,0.00,22562.00,Manchester City Council,Children's Services,Payts to Other LA's
Salford City Council,2014-05-07,1600503043,2191.43,365.24,1826.19,Red Box Recorders Ltd,Customer and Support Services,Telephones & Fax
Salford City Council,2014-05-07,1600503051,3578.40,596.40,2982.00,Virtual College Ltd,Customer and Support Services,IT  Licence Fee
Salford City Council,2014-05-07,1600503052,22924.80,3820.80,19104.00,Simply Moving And Sleeping Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-02,1600503078,1740.00,290.00,1450.00,Chrystal Consulting Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-08,1600503108,7500.00,0.00,7500.00,First Data Global Services Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2014-05-02,1600503135,1076.40,179.40,897.00,Soft Surfaces Limited,Environment and Community Safety,Materials
Salford City Council,2014-05-01,1600503136,596.98,99.50,497.48,Johnston Sweepers Ltd,Environment and Community Safety,Materials
Salford City Council,2014-05-02,1600503235,2000.00,0.00,2000.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-05-06,1600503238,7075.65,0.00,7075.65,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-07,1600503241,3888.00,648.00,3240.00,Salford Red Devils Foundation,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-07,1600503243,12642.60,0.00,12642.60,Enabling Futures Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503244,6676.00,0.00,6676.00,Manchester City Council,Customer and Support Services,Payts to Other LA's
Salford City Council,2014-05-06,1600503246,778.24,129.71,648.53,The Outdoors Company,Environment and Community Safety,Clothing & Uniforms
Salford City Council,2014-05-06,1600503249,675.01,112.50,562.51,Yorkshire Purchasing,Children's Services,Class Supplies Capit
Salford City Council,2014-05-01,1600503251,2160.00,360.00,1800.00,Invacare Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-01,1600503252,840.00,140.00,700.00,Northgate Information Solutions,Sustainable Regeneration,Computer Software
Salford City Council,2014-05-01,1600503253,570.00,95.00,475.00,Northgate Information Solutions,Sustainable Regeneration,Computer Software
Salford City Council,2014-05-01,1600503261,1200.95,200.16,1000.79,This Is Global,Children's Services,Marketing/Publicity
Salford City Council,2014-05-01,1600503262,697.20,116.20,581.00,This Is Global,Children's Services,Marketing/Publicity
Salford City Council,2014-05-06,1600503272,975.00,0.00,975.00,Redacted Data,Children's Services,Consult/Contractors
Salford City Council,2014-05-01,1600503273,5736.00,956.00,4780.00,Pitney Bowes Software Ltd,Sustainable Regeneration,Computer Software
Salford City Council,2014-05-02,1600503283,548.05,91.34,456.71,Lex Autolease Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-06,1600503286,7383.65,0.00,7383.65,Chaigeley Educational Foundation,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-01,1600503290,3317.00,0.00,3317.00,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503293,4312.10,0.00,4312.10,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503294,3374.35,0.00,3374.35,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503295,3658.00,0.00,3658.00,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-02,1600503297,3991.72,665.29,3326.43,E & J Kane Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-08,1600503298,3217.49,0.00,3217.49,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503305,4380.30,0.00,4380.30,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503308,3151.15,0.00,3151.15,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503312,3237.02,0.00,3237.02,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-01,1600503314,3374.35,0.00,3374.35,Core Assets Fostering Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600503343,1764.00,294.00,1470.00,Treework Arboricultural Services,Environment and Community Safety,Contractors
Salford City Council,2014-05-08,1600503344,1350.00,225.00,1125.00,RCD,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2014-05-08,1600503362,1632.00,272.00,1360.00,Marthall Tree Products,Environment and Community Safety,Materials
Salford City Council,2014-05-02,1600503384,2682.00,447.00,2235.00,Dolphin Mobility Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-05-02,1600503388,758.40,126.40,632.00,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-09,1600503422,5940.00,990.00,4950.00,Mangar International Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-09,1600503425,2640.00,440.00,2200.00,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-09,1600503426,540.00,90.00,450.00,Total Back Care,Children's Services,Equipment Purchase
Salford City Council,2014-05-09,1600503427,562.68,93.78,468.90,Helping Hand Company,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-09,1600503433,864.00,144.00,720.00,Aidapt Bathrooms Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-02,1600503438,600.00,100.00,500.00,Bedspace Resource Limited,Children's Services,Rents
Salford City Council,2014-05-02,1600503452,1576.80,262.80,1314.00,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2014-05-08,1600503474,790.70,131.78,658.92,Chipside Ltd,Sustainable Regeneration,IT  Licence Fee
Salford City Council,2014-05-27,1600503478,1411.20,235.20,1176.00,Hewden Stuart Plc,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2014-05-02,1600503480,940.50,0.00,940.50,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2014-05-07,1600503485,1061.93,176.99,884.94,Northern Municipal Spares Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-07,1600503487,960.00,160.00,800.00,Cws Technology,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-07,1600503489,576.00,96.00,480.00,Cws Technology,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-07,1600503491,540.00,90.00,450.00,Cws Technology,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-07,1600503492,660.00,110.00,550.00,Cws Technology,Environment and Community Safety,Security/Equipment
Salford City Council,2014-05-07,1600503497,9546.26,1591.04,7955.22,Insight Media Internet Ltd,Customer and Support Services,Computer Maintenance
Salford City Council,2014-05-08,1600503505,70014.00,11669.00,58345.00,Salford Community Leisure Ltd,"Community, Health & Social Care",SCL management fee
Salford City Council,2014-05-09,1600503509,1508.86,251.48,1257.38,Transport For Greater Manchester,Capital Expenditure,External Fees-Other
Salford City Council,2014-05-09,1600503510,1747.20,291.20,1456.00,Mci Diventi Limited,Customer and Support Services,Telephones & Fax
Salford City Council,2014-05-08,1600503512,5373.00,895.50,4477.50,Salford Community Leisure Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-19,1600503515,72700.00,12116.67,60583.33,The Lowry Centre Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-05-09,1600503546,4115.50,0.00,4115.50,Stockport Cp Society,Children's Services,Payts to Agencies
Salford City Council,2014-05-02,1600503570,40223.40,6703.90,33519.50,Mast Lift Project Co (No2) Ltd,Customer and Support Services,Gas
Salford City Council,2014-05-12,1600503576,2574.00,429.00,2145.00,Memsafe Ltd,Capital Expenditure,Other Works
Salford City Council,2014-05-13,1600503578,855.60,142.60,713.00,G4S Assessment Services (Uk) Ltd,Environment and Community Safety,Other Prof Fees
Salford City Council,2014-05-02,1600503581,1240.81,206.80,1034.01,Northgate Information Solutions,"Community, Health & Social Care",Other Prof Fees
Salford City Council,2014-05-02,1600503587,6933.42,0.00,6933.42,S&W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2014-05-06,1600503594,4127.20,0.00,4127.20,Patrol,Sustainable Regeneration,Mediation Service
Salford City Council,2014-05-02,1600503598,959.36,159.89,799.47,J. Handford & Sons Ltd,Environment and Community Safety,Materials
Salford City Council,2014-05-14,1600503609,1428.00,238.00,1190.00,Premier Concepts Ltd,"Community, Health & Social Care",Marketing/Publicity
Salford City Council,2014-05-14,1600503611,855.60,142.60,713.00,G4S Assessment Services (Uk) Ltd,Environment and Community Safety,Consult/Contractors
Salford City Council,2014-05-14,1600503612,4850.06,808.34,4041.72,Social Care Network Solutions Ltd,Children's Services,Computer Software
Salford City Council,2014-05-14,1600503614,606.00,101.00,505.00,Spectra Security,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2014-05-12,1600503630,502.64,83.77,418.87,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-05-12,1600503632,2278.80,379.80,1899.00,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-05-09,1600503652,1088.40,181.40,907.00,Freight Transport Association,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-05-01,1600503663,13115.78,0.00,13115.78,Trafford Housing Trust Ltd,Sustainable Regeneration,Rents
Salford City Council,2014-05-13,1600503676,863.77,143.97,719.80,Bunzl Catering Supplies,Environment and Community Safety,Catering Materials
Salford City Council,2014-05-14,1600503683,800.00,0.00,800.00,Salford Community Leisure Ltd,"Community, Health & Social Care",Training expenses
Salford City Council,2014-05-08,1600503685,2935.80,0.00,2935.80,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600503692,3456.60,0.00,3456.60,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600503694,504.00,0.00,504.00,Fostering People Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-08,1600503700,3477.30,0.00,3477.30,Safehouses North Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-07,1600503705,580.00,0.00,580.00,Inspire Training & Education Servic,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-05-09,1600503706,17142.60,0.00,17142.60,Courtyard Care Group,Children's Services,Payts to Agencies
Salford City Council,2014-05-14,1600503709,1000.00,0.00,1000.00,Aurora Care (Nw) Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-05-02,1600503719,820.60,0.00,820.60,M & Q Properties Management Ltd,Children's Services,Children Act-Sect 17
Salford City Council,2014-05-09,1600503735,2613.60,435.60,2178.00,Bha For Equality In Health & Socail,"Community, Health & Social Care",Payts to Agencies
