Payment Date,Amount,Organisational Unit
2018-05-16,446.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,446.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,446.63,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,446.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-16,446.62,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-01,1889.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,582.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,582.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1889.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,1680.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,1680.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,552.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2700.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,2025.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-02,1350.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-14,675.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,935.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,567.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,38153.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,27125.36,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,924.37,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,500.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-31,1800.00,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-05-25,1315.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2029.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2761.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2253.84,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2338.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,4537.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,3522.48,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2932.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2104.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2335.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2931.56,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2338.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,3011.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,3360.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1680.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1775.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2340.60,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2002.20,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1833.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1381.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,1833.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-25,2331.90,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1138.50,Children and Young People (obsolete)-Childrens Services Unit
2018-05-10,810.00,Children and Young People (obsolete)-Childrens Services Unit
2018-05-21,96459.00,Children and Young People (obsolete)-Education
2018-05-01,528.00,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-16,438.83,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-18,505.70,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-23,500.00,Communities & Service Support (obsolete)-Community Safety & Support
2018-05-21,249204.83,Chief Executive's Office (obsolete)-Public Health
2018-05-21,31015.58,Chief Executive's Office (obsolete)-Public Health
2018-05-15,2426.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-22,494.63,Economy and Environment (obsolete)-Regeneration
2018-05-11,1139.90,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-05-30,1194.00,Communities & Service Support (obsolete)-Recreation & Support
2018-05-01,65.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-01,582.40,Communities & Service Support (obsolete)-Museums & Arts
2018-05-23,896.04,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-05-01,483.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,4971.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,4971.52,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,483.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-15,2067.91,Economy and Environment (obsolete)-Transport Services
2018-05-15,2067.91,Economy and Environment (obsolete)-Transport Services
2018-05-15,2067.91,Economy and Environment (obsolete)-Transport Services
2018-05-15,2067.91,Economy and Environment (obsolete)-Transport Services
2018-05-15,2585.42,Economy and Environment (obsolete)-Transport Services
2018-05-15,2585.42,Economy and Environment (obsolete)-Transport Services
2018-05-29,11281.54,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-01,1647.09,Economy and Environment (obsolete)-Planning & Building Control
2018-05-02,1307.00,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,476.99,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,1504.20,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,476.99,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,441.50,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,1504.20,Deputy Chief Executive (obsolete)-ICT Services
2018-05-02,1504.20,Deputy Chief Executive (obsolete)-ICT Services
2018-05-03,549.03,Economy and Environment (obsolete)-Planning & Building Control
2018-05-08,3364.10,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,1647.09,Children and Young People (obsolete)-Childrens Care Services
2018-05-22,233.96,Economy and Environment (obsolete)-Housing Services
2018-05-22,59.44,Economy and Environment (obsolete)-Housing Services
2018-05-22,2041.40,Economy and Environment (obsolete)-Housing Services
2018-05-22,70.42,Economy and Environment (obsolete)-Housing Services
2018-05-31,2638.75,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-31,527.75,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-14,4500.00,Communities & Service Support (obsolete)-Museums & Arts
2018-05-23,432.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-09,6069.25,Economy and Environment (obsolete)-Regeneration
2018-05-01,1760.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-18,8060.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-30,2112.00,Communities & Service Support (obsolete)-Customer Services and Communications
2018-05-25,425.15,Children and Young People (obsolete)-Childrens Care Services
2018-05-23,1160.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,670.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,1620.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,660.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,466.50,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-23,1003.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-08,690.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care - Capital"
2018-05-08,440.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-17,470.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-24,920.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,53.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,96.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,44.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-24,6510.00,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-05-29,995.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-29,490.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-29,220.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-29,885.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,220.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,340.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,471.50,Economy and Environment (obsolete)-Corporate Asset and Facilities Management
2018-05-30,490.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-30,740.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-30,720.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-30,340.00,Economy and Environment (obsolete)-Housing Services - Capital
2018-05-18,314.83,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-18,116.00,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,465.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-29,840.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-29,415.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-29,285.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-05-01,1217.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-25,620.00,Children and Young People (obsolete)-Childrens Care Services
2018-05-31,887.00,Deputy Chief Executive (obsolete)-Human Resources
2018-05-16,100347.52,Children and Young People (obsolete)-Education - Capital
2018-05-10,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-10,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-21,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-21,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-23,495.00,Economy and Environment (obsolete)-Highways & Engineering Services - Capital
2018-05-03,631.80,Communities & Service Support (obsolete)-Museums & Arts
2018-05-03,1239.28,Communities & Service Support (obsolete)-Museums & Arts
2018-05-14,549.90,Communities & Service Support (obsolete)-Museums & Arts
2018-05-14,418.44,Communities & Service Support (obsolete)-Museums & Arts
2018-05-21,1672.24,Communities & Service Support (obsolete)-Museums & Arts
2018-05-15,1200.00,Economy and Environment (obsolete)-Housing Services
2018-05-15,672.00,Economy and Environment (obsolete)-Housing Services
2018-05-15,784.00,Economy and Environment (obsolete)-Housing Services
2018-05-24,441.00,Economy and Environment (obsolete)-Housing Services
2018-05-01,10646.16,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,25167.35,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,17830.80,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,6748.02,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,5229.40,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,6483.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,2083.12,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,2054.44,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,5655.04,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,15889.46,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,3154.43,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-01,8132.29,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,9984.69,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-29,5393.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-05-10,1614.00,Economy and Environment (obsolete)-Regeneration
2018-05-21,70681.00,Children and Young People (obsolete)-Education
