Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name ,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,Vehicle Spares,345,03-Feb-2012,1202-00799,643.60,R,Britannia Cooling Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,15-Feb-2012,1202-00800,1900.00,R,Britannia Nursing Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Panel Expenses,543,20-Feb-2012,1202-00801,2478.00,R,British Agencies For Adoption &,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,20-Feb-2012,1202-00802,960.00,R,British Agencies For Adoption &,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,20-Feb-2012,1202-00803,866.30,R,British Association Of Play Therapists,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Schools Examination Entry Fees,269,01-Feb-2012,1202-00804,420.00,R,British Computer Society,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Schools Examination Entry Fees,269,01-Feb-2012,1202-00805,-420.00,R,British Computer Society,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,15-Feb-2012,1202-00806,1094.00,R,British Electrical & Manufacturing,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,15-Feb-2012,1202-00807,724.50,R,British Electrical & Manufacturing,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Electricity,124,09-Feb-2012,1202-00808,800.67,R,British Gas,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Premises,Electricity,124,07-Feb-2012,1202-00809,65000.00,R,British Gas Business,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Premises,Electricity,124,09-Feb-2012,1202-00810,976.97,R,British Gas Business,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2012,1202-00811,586.87,R,British Gas Business,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-00812,600.82,R,British Gas Business,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,22-Feb-2012,1202-00813,473.74,R,British Gas Business,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,08-Feb-2012,1202-00814,6391.65,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,14-Feb-2012,1202-00815,2973.00,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,14-Feb-2012,1202-00816,9002.43,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,14-Feb-2012,1202-00817,34703.00,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,24-Feb-2012,1202-00818,23731.00,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,24-Feb-2012,1202-00819,3926.63,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,24-Feb-2012,1202-00820,6231.24,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,24-Feb-2012,1202-00821,2875.00,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,East North East,Capital,Construction,3,24-Feb-2012,1202-00822,25752.00,C,British Gas Services Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Telephones,213,17-Feb-2012,1202-00823,470.57,R,British Telecom,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Supplies and Services,Telephones,213,17-Feb-2012,1202-00824,619.17,R,British Telecom,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,28-Feb-2012,1202-00825,1245.35,C,British Telecom,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,28-Feb-2012,1202-00826,1339.61,C,British Telecom,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,28-Feb-2012,1202-00827,568.00,C,British Telecom,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                    ,East - North East,Business Improvement,Supplies and Services,Telephones,213,03-Feb-2012,1202-00828,747.50,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East                    ,East - North East,Housing Services,Supplies and Services,Telephones,213,08-Feb-2012,1202-00829,5454.27,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Furniture And Equipment,203,15-Feb-2012,1202-00830,69425.53,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Support Services,Supplies and Services,Telephones,213,17-Feb-2012,1202-00831,4468.90,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Supplies and Services,Telephones,213,22-Feb-2012,1202-00832,59743.35,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Partnership Development & Leadership,Supplies and Services,Telephones,213,28-Feb-2012,1202-00833,21673.83,R,British Telecom Bt/Bacs,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,10-Feb-2012,1202-00834,1941.01,C,British Telecommunications Plc,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,23-Feb-2012,1202-00835,455.06,R,Britvic Soft Drinks Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Income,Work Done / Services Provided,931,09-Feb-2012,1202-00836,1250.00,R,Broadstone Group Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,15-Feb-2012,1202-00837,1064.12,R,Broadway Lodge,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,08-Feb-2012,1202-00838,970.70,R,Broag Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist  ,Supplies and Services,Provisions,231,10-Jan-2012,1202-00839,458.25,R,Bronte Natural Spring Wa,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,15-Feb-2012,1202-00840,1273.60,R,Brooklands Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,15-Feb-2012,1202-00841,3646.60,R,Brooklands Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,15-Feb-2012,1202-00842,11929.28,R,Brooklands Residential Home,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,10-Feb-2012,1202-00843,2029.60,R,Brookvale,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,15-Feb-2012,1202-00844,2029.60,R,Brookvale (For The Mentally,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Transport,Private Hire,360,21-Feb-2012,1202-00845,1632.00,R,Broomhill Cars Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,15-Feb-2012,1202-00846,1850.72,R,Brothers Of Charity,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Voluntary Sector,505,28-Feb-2012,1202-00847,787.00,R,Brownberrie Lane Pre-School,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00848,14400.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00849,17600.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00850,17600.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00851,15085.71,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00852,7200.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00853,14457.14,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00854,5142.87,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,01-Feb-2012,1202-00855,6744.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,02-Feb-2012,1202-00856,7864.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,13-Feb-2012,1202-00857,11576.95,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Other External Residential Placements,508,13-Feb-2012,1202-00858,6946.17,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Section 17,551,14-Feb-2012,1202-00859,3992.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Section 17,551,14-Feb-2012,1202-00860,1290.00,R,Browning House,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Capital,Construction,3,10-Feb-2012,1202-00861,4500.00,C,Broxap Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,22-Feb-2012,1202-00862,4200.00,R,Broxap Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Electricity,124,15-Feb-2012,1202-00863,570.50,R,Bruntwood 2000 Alpha Portfolio Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Electricity,124,15-Feb-2012,1202-00864,1566.22,R,Bruntwood 2000 Alpha Portfolio Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Electricity,124,20-Feb-2012,1202-00865,2251.00,R,Bruntwood 2000 Alpha Portfolio Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Repairs To LCC Vehicles,341,02-Feb-2012,1202-00866,896.51,R,Brydens Garage,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,09-Feb-2012,1202-00867,15607.43,R,Bryn Melyn Care Ltd,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,09-Feb-2012,1202-00868,21282.86,R,Bryn Melyn Care Ltd,
