Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total (excludes VAT)
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-10,BRAMPTON COURT,8670619,revenue,1MM20,Residential Care MH,5540.64,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MG10,Nursing Care OP,77686.89,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MG20,Residential Care OP,60244.91,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MH10,Nursing Care PD,8364.36,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MH20,Residential Care PD,2778.04,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MK10,Nursing Care LD,2927.04,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663055,revenue,1MM10,Nursing Care MH,6690.84,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663171,revenue,1MG10,Nursing Care OP,1673.52,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRAMPTON COURT,8663171,revenue,1MM10,Nursing Care MH,836.76,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-23,BRAMPTON COURT,8676896,revenue,1MG10,Nursing Care OP,8064,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-23,BRAMPTON COURT,8676897,revenue,1MM20,Residential Care MH,5540.64,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MG10,Nursing Care OP,72548.24,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MG20,Residential Care OP,86601.75,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MH10,Nursing Care PD,815.35,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MH20,Residential Care PD,2778.04,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MK10,Nursing Care LD,2927.04,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682521,revenue,1MM10,Nursing Care MH,6690.84,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682644,revenue,1MG10,Nursing Care OP,1673.52,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRAMPTON COURT,8682644,revenue,1MM10,Nursing Care MH,836.76,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-08,BRAMPTON COURT,8667132,revenue,1MG10,Nursing Care OP,20342.56,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-08,BRAMPTON COURT,8667132,revenue,1MG20,Residential Care OP,-9303.81,#N/A
Public Health Service,Public Health,Revenue Expenditure,2022-08-12,BRAND THAT,8654407,revenue,1ML13,ADDER Programme,2166.67,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRIARDENE MH,8673092,revenue,1MG10,Nursing Care OP,91987.24,Dont Redact
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRIARDENE MH,8673092,revenue,1MG20,Residential Care OP,50705.25,Dont Redact
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRIARDENE MH,8673092,revenue,1MH10,Nursing Care PD,9111.65,Dont Redact
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRIARDENE MH,8673143,revenue,1MG10,Nursing Care OP,836.76,Dont Redact
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-05,BRIARDENE MH,8654130,revenue,1MG10,Nursing Care OP,14597.92,Dont Redact
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRIARWOOD CARE HOME,8663123,revenue,1MG20,Residential Care OP,2835.32,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRIARWOOD CARE HOME,8682593,revenue,1MG20,Residential Care OP,2835.32,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,BRIARWOOD CARE HOME,8663123,revenue,1MG20,Residential Care OP,-1195.72,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,BRIARWOOD CARE HOME,8682593,revenue,1MG20,Residential Care OP,-1195.72,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BRIDGE VIEW,8663134,revenue,1MG10,Nursing Care OP,3535.48,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BRIDGE VIEW,8682604,revenue,1MG10,Nursing Care OP,3535.48,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,BRIDGE VIEW,8663134,revenue,1MG10,Nursing Care OP,-643.8,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,BRIDGE VIEW,8682604,revenue,1MG10,Nursing Care OP,-643.8,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,8680810,revenue,1E201,ISB PVI Nurseries,14836.5,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT BEGINNINGS CHILDRENS DAY NURSERY,8680811,revenue,1EEP5,2Yr Old Learning & Childcare,13159.13,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT MINDS,8681103,revenue,1E201,ISB PVI Nurseries,5192.78,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT MINDS,8681105,revenue,1E201,ISB PVI Nurseries,12067.02,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT MINDS,8681104,revenue,1EEP5,2Yr Old Learning & Childcare,1754.55,#N/A
"Children, Education and Skills",Education Schools,Revenue Expenditure,2022-08-30,BRIGHT MINDS,8681106,revenue,1EEP5,2Yr Old Learning & Childcare,8772.75,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-04,BRITANNIA HOTELS,8665473,revenue,1MN20,Asy Seekers Families,1078.00,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-08,BRITANNIA HOTELS,8667899,revenue,1MN20,Asy Seekers Families,539,#N/A
Place,Commercial Dev & Property,Revenue Expenditure,2022-08-23,BRITISH GAS TRADING LTD,8676035,revenue,1DT17,Walker Riverside Indust Park,619.53,#N/A
Place,Commercial Dev & Property,Revenue Expenditure,2022-08-03,BRITISH GAS TRADING LTD,8664744,revenue,1DY49,Wards Building,897.32,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-03,BRITISH RED CROSS,8664749,revenue,1KB06,Citybuild Training,417.00,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-12,BRITISH TELECOM PLC,8655494,revenue,1KKU5,Civic Centre Control,3096.91,#N/A
Operations & Reg Services,Parking,Revenue Expenditure,2022-08-15,BRITISH TELECOM PLC,8671896,revenue,1V204,Car Parking Infrastructure,905.7,#N/A
Place,Transport,Capital Expenditure,2022-08-01,BRITISH TELECOMMUNICATIONS PLC,8661457,Capital,2CAPI,Capital Investment,14374.58,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-02,BROCKWELL COURT,8663114,revenue,1MG20,Residential Care OP,2843.20,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-31,BROCKWELL COURT,8682583,revenue,1MG20,Residential Care OP,2843.2,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-02,BROCKWELL COURT,8663114,revenue,1MG20,Residential Care OP,-699.88,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Income,2022-08-31,BROCKWELL COURT,8682583,revenue,1MG20,Residential Care OP,-699.88,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BROOKE HOUSE CARE HOME,8673108,revenue,1MG10,Nursing Care OP,80890.22,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BROOKE HOUSE CARE HOME,8673108,revenue,1MG20,Residential Care OP,24255.41,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BROOKE HOUSE CARE HOME,8673108,revenue,1MH10,Nursing Care PD,2899.16,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BROOKE HOUSE CARE HOME,8673108,revenue,1MK10,Nursing Care LD,3048,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-25,BROWN & ILLINGWORTH LTD,8678923,revenue,1HRA8,HRA - Investment Related Expe,1033.70,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-19,BROWN & ILLINGWORTH LTD,8674543,revenue,1HRA8,HRA - Investment Related Expe,507,#N/A
HRA Expenditure,General Management,Revenue Expenditure,2022-08-19,BROWN & ILLINGWORTH LTD,8674594,revenue,1HRA8,HRA - Investment Related Expe,412.10,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-24,BROWN & ILLINGWORTH LTD,8632662,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,441.4,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-23,BROWN & ILLINGWORTH LTD,8676036,revenue,1KR59,Ad Hoc Extnl Contract Mgt Exp,868.50,#N/A
"Children, Education and Skills",Children's Social Care,Revenue Expenditure,2022-08-15,BROWNTREE PROPERTIES LTD,8672666,revenue,1MN20,Asy Seekers Families,300.00,#N/A
Place,Transport,Revenue Expenditure,2022-08-02,BROXAP LTD,8648958,revenue,1KEMC,Highways,721,#N/A
Place,Transport,Revenue Expenditure,2022-08-02,BROXAP LTD,8648962,revenue,1KEMC,Highways,636,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRUNSWICK HOUSE,8673101,revenue,1MG10,Nursing Care OP,57759.87,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRUNSWICK HOUSE,8673101,revenue,1MG20,Residential Care OP,3048,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRUNSWICK HOUSE,8673101,revenue,1MH10,Nursing Care PD,2899.16,#N/A
ASC & Integrated Services,Adult Social Care,Revenue Expenditure,2022-08-16,BRUNSWICK HOUSE,8673144,revenue,1MG10,Nursing Care OP,2510.28,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-16,BRUSH TECHNOLOGY LTD,8647032,revenue,1KE69,City Centre Cleansing,1741,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-16,BRUSH TECHNOLOGY LTD,8646956,revenue,1KW00,Localised Working,3134.4,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-09,BRUSH TECHNOLOGY LTD,8662307,revenue,1KE69,City Centre Cleansing,1741,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-09,BRUSH TECHNOLOGY LTD,8668207,revenue,1KE69,City Centre Cleansing,1741.00,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-09,BRUSH TECHNOLOGY LTD,8663241,revenue,1KW00,Localised Working,3466.50,#N/A
Operations & Reg Services,Local Services,Revenue Expenditure,2022-08-02,BRUSH TECHNOLOGY LTD,8648924,revenue,1KW00,Localised Working,1741.00,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-10,BSQUARE CONTROLS LIMITED,8562126,revenue,1KVEE,Electrical Stand Alone Works,2316.94,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-10,BSQUARE CONTROLS LIMITED,8662350,revenue,1KVEE,Electrical Stand Alone Works,2316.94,#N/A
Operations & Reg Services,Repairs & Construction Service,Revenue Expenditure,2022-08-11,BSS GROUP LTD,8671230,revenue,1KR8L,Wide District Heating,567.74,#N/A
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-08-19,BUCHER MUNICIPAL LIMITED,8674728,revenue,3KES1,City Transport Stock,272.12,#N/A
Operations & Regulatory Services,Operations,Revenue Expenditure,2022-08-12,BUCHER MUNICIPAL LIMITED,8671815,revenue,3KES1,City Transport Stock,464.91,#N/A
Assistant Chief Executive,Communities Team,Revenue Expenditure,2022-08-30,BUILDING FUTURES EAST,8680750,revenue,1FW24,Walkergate,2000,#N/A
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-08-09,BUILDING FUTURES EAST,8653174,revenue,1KL84,Out of Scope Open Space,366,#N/A
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-08-12,BUILDING FUTURES EAST,8653175,revenue,1KL84,Out of Scope Open Space,366,#N/A
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-08-31,BUILDING FUTURES EAST,8665490,revenue,1KL84,Out of Scope Open Space,323.78,#N/A
Place,Economic Development,Revenue Expenditure,2022-08-25,BUILDING FUTURES EAST,8678944,revenue,1FN25,ESF - Community Led Local Dev,1265.57,#N/A
Place,Economic Development,Revenue Expenditure,2022-08-01,BUILDING FUTURES EAST,8662577,revenue,1FN25,ESF - Community Led Local Dev,11478.07,#N/A
Place,Economic Development,Revenue Expenditure,2022-08-01,BUILDING FUTURES EAST,8662527,revenue,1FN25,ESF - Community Led Local Dev,1026.58,#N/A
Place,Economic Development,Revenue Expenditure,2022-08-01,BUILDING FUTURES EAST,8662554,revenue,1FN25,ESF - Community Led Local Dev,1429.08,#N/A
Place,Economic Development,Revenue Expenditure,2022-08-01,BUILDING FUTURES EAST,8662560,revenue,1FN25,ESF - Community Led Local Dev,1304.39,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651875,revenue,1MK21,Castle Dene Resource Centre LD,252.58,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651884,revenue,1MX01,Welford Resource Centre LD,408.42,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-01,BUNZL GREENHAM,8657191,revenue,1MX01,Welford Resource Centre LD,264.84,#N/A
ASC & Integrated Services,Integrated Services,Revenue Expenditure,2022-08-03,BUNZL GREENHAM,8648504,revenue,1MG25,Connie Lewcock House OP,578.98,#N/A
"Children, Education and Skills",Early Help and Family Support,Revenue Expenditure,2022-08-24,BUNZL GREENHAM,8659762,revenue,1E464,Castle Nursery Shieldfield,269.31,#N/A
"Children, Education and Skills",Education,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655353,revenue,1EA15,Newcastle City Learning Main,902.1,#N/A
Operations & Reg Services,Community Hubs,Revenue Expenditure,2022-08-08,BUNZL GREENHAM,8667916,revenue,1EJ20,City Library and Hub,411.00,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657143,revenue,1KFR1,Kenton School Academy,360,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657130,revenue,1KG45,Wingrove Primary,730.9,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657272,revenue,1KG93,St Cuthberts RC High Academy,273.87,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657129,revenue,1KGCF,Condercum Road,584.72,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8656156,revenue,1KGT4,Kells Lane Primary School,325.21,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8656135,revenue,1KH54,Gosforth Junior High,261.8,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657131,revenue,1KH91,Benfield Comprehensive,569.82,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-19,BUNZL GREENHAM,8657142,revenue,1KH97,Jesmond Park Academy,358.1,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651878,revenue,1KFF4,Sacred Heart Primary,372.69,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651872,revenue,1KG06,Milecastle Primary School,318.90,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651874,revenue,1KG72,Thomas Bewick,352.59,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651879,revenue,1KH61,Gosforth Central Middle,383.22,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-10,BUNZL GREENHAM,8651877,revenue,1KH92,Gosforth High,617.73,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-24,BUNZL GREENHAM,8659761,revenue,1KH98,Grainger Market,418.80,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-24,BUNZL GREENHAM,8660140,revenue,1KKK8,Civic Centre Cleaners,319.36,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655366,revenue,1KFR6,Benfield Comp,344.52,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655365,revenue,1KFT4,Thomas Bewick Cateri,397.74,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655345,revenue,1KG13,Westerhope Primary School,832.62,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655350,revenue,1KG45,Wingrove Primary,293.93,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655363,revenue,1KG96,Sacred Heart High Academy,716.23,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655349,revenue,1KGCF,Condercum Road,286.48,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BUNZL GREENHAM,8655426,revenue,1KH2Y,YHN House,309,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-15,BUNZL GREENHAM,8535812,revenue,1KFWC,Welford Day Centre,250.32,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-03,BUNZL GREENHAM,8648503,revenue,1KFWC,Welford Day Centre,410.92,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-05,BUNZL GREENHAM,8653741,revenue,1KFP6,Walbottle Campus,569.58,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-05,BUNZL GREENHAM,8648496,revenue,1KFW6,Jesmond Park School,426.67,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-05,BUNZL GREENHAM,8651627,revenue,1KG09,Throckley Primary School,442.12,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-05,BUNZL GREENHAM,8648486,revenue,1KH97,Jesmond Park Academy,1277.31,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-05,BUNZL GREENHAM,8648494,revenue,1KH97,Jesmond Park Academy,825.5,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,BUNZL GREENHAM,8660420,revenue,1KH45,Walkergate Primary,392.2,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-08,BUNZL GREENHAM,8667112,revenue,1KHY5,MSCP - Multi Storey Car Parks,852.30,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-17,BURN HAULAGE (CONTRACTS) LTD,8673739,revenue,1KE27,Bereavement Services Overhead,516.10,#N/A
Operations & Reg Services,Facilities Serv and Civic Mgmt,Revenue Expenditure,2022-08-03,BURN HAULAGE (CONTRACTS) LTD,8665027,revenue,1KE27,Bereavement Services Overhead,454.80,#N/A
