Body Name,Expenditure Category,Captial/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684473,"1,328.67",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,09/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684473,"1,232.91",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684796,"1,328.67",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,16/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684796,"1,687.77",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684134,"1,328.67",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684134,"1,771.56",REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Waste & Recycling,Temporary Staff,04/10/2017,TRAVAIL EMPLOYMENT GROUP LTD,4684134,442.89,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Miscellaneous Expenditure,02/10/2017,ALLSTAR BUSINESS SOLUTIONS LTD,4683934,40,AS60046921
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685361,927.36,REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685367,"1,506.40",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685362,"2,800.00",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685366,"4,548.87",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685364,"2,732.51",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685364,"2,952.35",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685365,"6,417.71",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685369,"6,918.13",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685357,"17,992.80",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685360,"25,976.57",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685358,"26,615.83",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685363,"26,275.20",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685363,"40,656.00",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685363,"2,046.40",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685363,"1,275.90",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,25/10/2017,AON UK LTD,4685368,"138,964.00",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"167,917.03",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,611.24,REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"1,580.63",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"1,578.96",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"6,977.84",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"4,894.53",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"5,242.40",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premiums,30/10/2017,AON UK LTD,4685370,"16,647.53",REDACTED - COMMERCIAL SENSITIVITY
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Staff Advertising,11/10/2017,BADENOCH & CLARK,4684350,"5,200.00",
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,DAISY RECRUITMENT LTD,4685114,332.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,DAISY RECRUITMENT LTD,4685147,332.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Staff Advertising,30/10/2017,HEMMING GROUP LTD,4684905,"1,950.00",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premium Contingency,04/10/2017,MUNICIPAL MUTUAL INSURANCE LTD,4684004,902.6,Compensation recovery payments and defence costs paid by MMI
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premium Contingency,23/10/2017,TRAVELERS INSURANCE CO LTD,4685171,"24,260.80",PL0874
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,Insurance Premium Contingency,04/10/2017,TRUTH LEGAL LTD,4684324,"3,961.75",EL0068
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,VENN GROUP LTD,4683633,300,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,VENN GROUP LTD,4684079,375,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,VENN GROUP LTD,4684485,375,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Accountancy,Temporary Staff,25/10/2017,VENN GROUP LTD,4684873,375,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Accountancy,External Printing/Typesetting,11/10/2017,VERTICAL TRADING LIMITED T/A BANK SECURITY PRINTING,4683552,714,
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Balance Sheet,Insurance Provision,23/10/2017,TRAVELERS INSURANCE CO LTD,4685171,"9,727.00",PL0874
Harrogate Borough Council,Transfer Payments,R,Corporate Affairs,Benefits,Rent Allowances,02/10/2017,CITY OF YORK COUNCIL,4684017,288.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,04/10/2017,NHS HARROGATE & RURAL DISTRICT CCG,4684204,782.76,LOCAL AUTHORITY INCOME
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Chief Executive,Subscriptions,11/10/2017,YORKSHIRE & HUMBER EMPLOYERSÔ ASSOCIATION,4684198,"1,113.00",
Harrogate Borough Council,Employees,R,Corporate Affairs,Committee Administration,Non Qualification Training,02/10/2017,"CIPFA NORTH WEST SOCIETY, AUDIT, RISK & GOVERNANCE GROUP",4683954,70,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Committee Administration,ICT Rechargeables,18/10/2017,INSIGHT DIRECT (UK) LIMITED,4683389,"2,470.00",
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,167.2,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,115.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,58.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Committee Administration,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,107,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Customer Services Unit (CCST),Other Supplies & Services,25/10/2017,CAMPAIGNMASTER,4684799,270,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,23/10/2017,DAISY RECRUITMENT LTD,4685148,470.85,
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,02/10/2017,DAISY RECRUITMENT LTD,4683895,477.3,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Customer Services Unit (CCST),Temporary Staff,18/10/2017,DAISY RECRUITMENT LTD,4685146,477.3,
Harrogate Borough Council,Transport,R,Corporate Affairs,Domestic Revenues,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,180.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Domestic Revenues,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,180.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,25/10/2017,TAMESIDE MBC,4685322,185.65,VATABLE ENQUIRES FOR 01012016  31032016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Domestic Revenues,Other Supplies & Services,25/10/2017,TAMESIDE MBC,4685322,82,VATABLE ENQUIRES FOR 01012016  31032016
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,04/10/2017,ADARE LIMITED,4684191,750,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,04/10/2017,ADARE LIMITED,4684191,50,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,04/10/2017,ADARE LIMITED,4684191,500,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,18/10/2017,ELECTORAL REFORM SERVICES,4684964,"2,226.70",Household Enquiry Forms
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Postage,18/10/2017,ELECTORAL REFORM SERVICES,4684964,"6,006.09",Household Enquiry Forms
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,External Printing/Typesetting,02/10/2017,ELECTORAL REFORM SERVICES,4684003,"5,260.31",
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Elections,Other Supplies & Services,30/10/2017,REDACTED - PERSONAL DATA,4685331,325,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Photocopiers,11/10/2017,ARENA GROUP LTD,4684560,913.33,Serial NoCMD327653
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,04/10/2017,BROOK STREET (UK) LTD,4684032,284.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,25/10/2017,BROOK STREET (UK) LTD,4685328,316.8,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Facilities Management,Temporary Staff,25/10/2017,BROOK STREET (UK) LTD,4684778,324,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Stationery/Office Consumables,30/10/2017,LYRECO,4684399,220,HARROGATE BOROUGH COUNCIL DR
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,04/10/2017,ROYAL MAIL GROUP LTD,4683073,250.16,358796000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,ROYAL MAIL GROUP LTD,4683821,939.12,258393000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,04/10/2017,ROYAL MAIL GROUP LTD,4683882,"1,126.64",158754000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,ROYAL MAIL GROUP LTD,4683685,27.47,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,ROYAL MAIL GROUP LTD,4683685,"1,161.98",645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,ROYAL MAIL GROUP LTD,4683685,39.21,645219012
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,ROYAL MAIL GROUP LTD,4683804,"1,897.15",158754000
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,04/10/2017,WHISTL UK LIMITED,4682740,828.41,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,11/10/2017,WHISTL UK LIMITED,4683093,857.37,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,18/10/2017,WHISTL UK LIMITED,4683597,951.67,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,25/10/2017,WHISTL UK LIMITED,4683915,969.19,Postage
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Facilities Management,Postage,04/10/2017,WHISTL UK LIMITED,4682742,"1,079.50",Postage
Harrogate Borough Council,Employees,R,Corporate Affairs,Health & Safety,Occupational Health,25/10/2017,INSIGHT HEALTHCARE LTD,4683847,"2,027.03",EAP capitated fee from 011017 to 311217
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,04/10/2017,COMPUTERSHARE VOUCHER SERVICES,4684210,"7,620.29",Service and Voucher Funding
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,04/10/2017,COMPUTERSHARE VOUCHER SERVICES,4684210,190.51,Service and Voucher Funding
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Human Resources,Other Consultants Fees,25/10/2017,MIDLAND SOFTWARE LIMITED,4684951,223.14,Department of Resources Crescent Gardens
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,04/10/2017,NORTH YORKSHIRE COUNTY COUNCIL,4684301,308,INVOICE FOR DBS CHECKS  AUGUST 2017
Harrogate Borough Council,GF Balance Movements/Other,R,Corporate Affairs,Human Resources,Debits,04/10/2017,NORTH YORKSHIRE COUNTY COUNCIL,4684301,63,INVOICE FOR DBS CHECKS  AUGUST 2017
Harrogate Borough Council,Employees,R,Corporate Affairs,Human Resources,Staff Advertising,04/10/2017,REDACTIVE PUBLISHING LIMITED,4684022,"1,000.00",
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,18.4,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Human Resources,Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,34.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,18/10/2017,ANDERSON CONSULTANCY TRAINING LTD,4685145,557,1 days Training in Personal Safety Awareness
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Consultants Fees,11/10/2017,BDP LTD,4684359,"1,516.00",
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,09/10/2017,COMMUNITY LINKS (NORTHERN) LTD,4682340,300,Mental Health Awareness Training on the 200917
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Miscellaneous Expenditure,04/10/2017,EC4 HOTEL LIMITED T/A CEDAR COURT HOTEL,4683028,258.75,Equipment Hire
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,25/10/2017,ENVIRONTEC LIMITED,4681750,550,
Harrogate Borough Council,Premises,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Payments to Ext Contractors,26/10/2017,HARRY FAIRCLOUGH CONSTRUCTION LTD,4685392,"274,219.00",Payment certificate 24
Harrogate Borough Council,Premises,C,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Payments to Ext Contractors,26/10/2017,HARRY FAIRCLOUGH CONSTRUCTION LTD,4685392,"-175,940.36",Payment certificate 24
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Employee Expenses,18/10/2017,INLAND REVENUE ACCOUNTS OFFICE,4684900,"9,359.00",585PP001 22686 National Insurance Contributions Mth 06 2017
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,04/10/2017,KPI SALES MANAGEMENT LLP,4684314,"1,298.80",
Harrogate Borough Council,Employees,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Corporate Training,04/10/2017,QA LIMITED,4684009,722,
Harrogate Borough Council,Transport,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,17.7,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Travel,25/10/2017,REDFERN TRAVEL LTD,4685126,17.7,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Other Supplies & Services,11/10/2017,TRANSMEDIA TECHNOLOGY LTD,4683585,690.69,Scan Independent Living Services Files
Harrogate Borough Council,Employees,R,Corporate Affairs,Internal Audit,Non Qualification Training,18/10/2017,CIPFA BUSINESS LTD,4683644,250,
