ï»¿Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1004\5110046895,2022-01-05,450.00,
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1001\5110045895,2022-01-05,388.56,
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1001\5110044998,2021-12-31,318.76,
TFL CORPORATE,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1001\5110040698,2021-12-22,306.76,
LONDON UNDERGROUND LTD,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1005\5110043113,2021-12-29,306.76,
LUL NOMINEE SSL LIMITED,DAISY CORPORATE SERVICES TRADINGLTD,Telephony Fixed,1031\5110036119,2021-12-13,306.76,
RAIL FOR LONDON LIMITED,DARTFORD COMPOSITES LTD,Fleet stock issues,1020\5110034392,2021-12-16,475.00,
LT MUSEUM TRADING LTD,DATA HOUSEWARES LIMITED,LTM Purchase of Gifts for Resale,1024\1900020752,2021-12-31,1666.20,
LONDON UNDERGROUND LTD,DATA TECH HOLDINGS LTD,Signalling Systems,1005\5110043016,2021-12-29,48821.00,
TFL CORPORATE,DATAQUEST (HEATHROW) LTD,Software Maintenance,1001\5110047609,2021-12-17,17333.33,
LUL NOMINEE SSL LIMITED,DAVID BROWN SANTASALO UK LIMITED,Signalling Systems,1031\5110039195,2021-12-20,13550.00,
LUL NOMINEE SSL LIMITED,DAVID BROWN SANTASALO UK LIMITED,Signalling Systems,1031\5110045603,2022-01-04,13550.00,
LONDON RIVER SERVICES LTD,DAVID SCOTT MARINE LTD,Operator Costs,1007\5110053724,2022-01-07,16250.00,
LONDON RIVER SERVICES LTD,DAVID SCOTT MARINE LTD,Operator Costs,1007\5110045741,2021-12-14,11458.67,
LONDON UNDERGROUND LTD,DAVRO SITE SERVICES LTD,Track General Maintenance,1005\5110046998,2021-12-15,35425.58,
TRANSPORT TRADING LTD,DAWLEYS,Manage IT Services,1004\5110051541,2021-12-24,1280.00,
TFL CORPORATE,DB CARGO (UK) LTD,Purchase of Land & Buildings,1001\1900081134,2021-12-20,21808.76,
TFL CORPORATE,DECISION INC UNITED KINGDOM LTD,Software Maintenance,1001\5110043422,2021-12-22,1116.00,
TFL CORPORATE,DEEPSTORE LIMITED,Document Archive & Storage,1001\5110045785,2021-12-14,4167.65,
TFL CORPORATE,DEEPSTORE LIMITED,Document Archive & Storage,1001\5110045783,2021-12-14,434.91,
PUBLIC CARRIAGE OFFICE,DEEPSTORE LIMITED,Management & Support Consultancy,1003\5110045621,2021-12-15,378.70,
LUL NOMINEE SSL LIMITED,DELATIM LIMITED,Electrical & Electronic Engineering,1031\5110046280,2021-12-14,300101.70,
LUL NOMINEE BCV LIMITED,DELATIM LIMITED,Maintenance Materials,1033\5110049622,2021-12-17,212847.93,
LONDON UNDERGROUND LTD,DELATIM LIMITED,MR Construction Costs,1005\5110054355,2022-01-07,166154.55,
RAIL FOR LONDON LIMITED,DELATIM LIMITED,Management & Support Consultancy,1020\5110047560,2021-12-15,48639.92,
TRANSPORT TRADING LTD,DELATIM LIMITED,Office Accommodation Moves,1004\5110047523,2021-12-15,22058.62,
TRANSPORT TRADING LTD,DELATIM LIMITED,Building Maintenance & Repairs,1004\5110034829,2021-12-23,16363.75,
TUBE LINES LTD,DELATIM LIMITED,Equipment Repairs & Maintenance,1040\5110037022,2021-12-14,12856.14,
TUBE LINES LTD,DELATIM LIMITED,MR Construction Costs,1040\5110047633,2021-12-15,2518.33,
TUBE LINES LTD,DELCORE FIRE ENGINEERING LTD,Building Maintenance & Repairs,1040\5110041212,2021-12-22,6825.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047056,2021-12-29,119225.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047065,2021-12-29,119225.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047363,2021-12-29,76300.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047064,2021-12-29,69750.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047501,2021-12-31,44000.00,
TFL CORPORATE,DELOITTE,Management & Support Consultancy,1001\5110047062,2021-12-29,38850.00,
LONDON UNDERGROUND LTD,DELVA PATMAN REDLER LLP,Planning & Development Consultancy,1005\5110049474,2021-12-17,6187.25,
LONDON UNDERGROUND LTD,DENCO LUBRICATION LTD,Escalators,1005\5110045734,2021-12-14,1517.91,
LONDON TRANSPORT MUSEUM,DENNER ELLIS BODDINGTON,Management & Support Consultancy,1011\5110051160,2021-12-24,6500.00,
LONDON UNDERGROUND LTD,DENTONS UKMEA LLP,Legal Fees,1005\5110053075,2021-12-30,8209.00,
LONDON UNDERGROUND LTD,DEPOT RAIL LTD,Equipment Repairs & Maintenance,1005\5110053966,2022-01-05,1232.74,
RAIL FOR LONDON LIMITED,DEPOT RAIL LTD,Protective Clothing,1020\5110045581,2021-12-13,272.28,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,Rates - Central Listed,1005\1900217625,2021-12-16,3840000.00,
LONDON UNDERGROUND LTD,DERLIN CONSTRUCTION LTD,Track General Maintenance,1005\5110046545,2021-12-15,7195.50,
LONDON UNDERGROUND LTD,DERLIN CONSTRUCTION LTD,Track General Maintenance,1005\5110046753,2021-12-15,1290.00,
LONDON UNDERGROUND LTD,DEUTZ AG - UK BRANCH,Fleet,1005\5110045838,2022-01-05,1014.30,
LUL NOMINEE SSL LIMITED,DHL,Maintenance Materials,1031\1900017823,2021-12-22,963.79,
LONDON UNDERGROUND LTD,DIAMOND HIRE & SALES,Plant & Equipment Purchases,1005\5110047982,2021-12-17,5549.76,
TFL CORPORATE,DIGITAL REALTY (UK) LTD,Manage IT Services,1001\5110049921,2021-12-20,488.00,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110046577,2021-12-15,15976.00,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Track General Maintenance,1005\5110048810,2021-12-21,15380.20,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Track General Maintenance,1005\5110048812,2021-12-21,6501.36,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Fleet,1005\5110044130,2021-12-15,6250.00,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110040702,2022-01-07,4249.92,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110037015,2021-12-21,2712.40,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110052796,2021-12-29,1439.50,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110045878,2021-12-15,1332.60,
LUL NOMINEE BCV LIMITED,DIRECT TRACK SOLUTIONS LTD,Track General Maintenance,1033\5110045666,2021-12-13,960.00,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Fleet,1005\5110045876,2021-12-15,950.00,
LONDON UNDERGROUND LTD,DIRECT TRACK SOLUTIONS LTD,Signalling Systems,1005\5110045665,2021-12-13,790.00,
LONDON UNDERGROUND LTD,DISAB UK LTD,Fleet,1005\5110045756,2021-12-15,4037.50,
LONDON UNDERGROUND LTD,DISAB UK LTD,Fleet,1005\5110045752,2021-12-15,1333.08,
LONDON UNDERGROUND LTD,DISAB UK LTD,Fleet,1005\5110045754,2021-12-15,653.20,
LONDON UNDERGROUND LTD,DISTEC LIMITED,Signalling Systems,1005\5110047484,2022-01-05,1633.00,
LONDON TRANSPORT MUSEUM,DJW,Marketing Exhibitions & Events,1011\5110054106,2022-01-06,3390.00,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900046688,2021-12-24,948049.94,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900046720,2022-01-07,302717.66,
LONDON RIVER SERVICES LTD,DOLPHIN MARITIME SOFTWARE LTD,Management & Support Consultancy,1007\5110053728,2022-01-06,1105.00,
SURFACE TRANSPORT CORP,DOMINIC HOWELLS,Legal Fees,1002\5110048435,2021-12-17,1908.00,
LONDON UNDERGROUND LTD,DONFABS & CONSILLIA LTD,Track General Maintenance,1005\5110044021,2021-12-29,699.00,
LUL NOMINEE SSL LIMITED,DPSS CABLING SERVICES LIMITED,MR Construction Costs,1031\5110048752,2021-12-20,16007.64,
TFL CORPORATE,DR C COLTOFEAN,Professional & Academic Fees - Employees,1001\3000040590,2021-12-17,408.00,
TFL CORPORATE,DR MM ALHADDAD,Professional & Academic Fees - Employees,1001\3000040697,2021-12-24,514.97,
TFL CORPORATE,DR RODNEY FOALE,Medical Reports,1001\1900084013,2022-01-06,280.00,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5110050609,2022-01-05,4322914.92,
LUL NOMINEE SSL LIMITED,DRB GROUP LIMITED,Fleet,1031\5110047901,2021-12-15,2970.00,
LONDON UNDERGROUND LTD,DRB GROUP LIMITED,Fleet,1005\5110042319,2021-12-14,660.00,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110047547,2021-12-14,85772.11,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110047568,2021-12-14,54622.92,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110051244,2021-12-22,35582.88,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Track General Maintenance,1005\5110052983,2022-01-05,21835.59,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Building Maintenance & Repairs,1005\5110046793,2021-12-15,18117.69,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Building Maintenance & Repairs,1005\5110044474,2021-12-15,13006.31,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Building Maintenance & Repairs,1005\5110047540,2021-12-15,1936.50,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Building Maintenance & Repairs,1005\5110047345,2021-12-13,1660.50,
LONDON UNDERGROUND LTD,DUCTCLEAN (UK) LTD T/A DCUK FM,Building Maintenance & Repairs,1005\5110051913,2021-12-24,1261.69,
LUL NOMINEE SSL LIMITED,DURA COMPOSITES LTD,Civil Engineering Construction Works,1031\5110048481,2021-12-16,2894.53,
LUL NOMINEE SSL LIMITED,DURA COMPOSITES LTD,Civil Engineering Construction Works,1031\5110048483,2021-12-16,1292.61,
SURFACE TRANSPORT CORP,DVLA,Management & Support Consultancy,1002\5110050685,2021-12-22,4339.00,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5110050620,2022-01-06,766765.32,
LUL NOMINEE BCV LIMITED,DYER & BUTLER LTD,MR Construction Costs,1033\5110040713,2021-12-29,47278.63,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110052660,2022-01-06,37494.97,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110052665,2022-01-06,34983.90,
LUL NOMINEE BCV LIMITED,DYER & BUTLER LTD,MR Construction Costs,1033\5110049375,2021-12-17,21401.27,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,MR Construction Costs,1005\5110041366,2021-12-22,16882.48,
LUL NOMINEE SSL LIMITED,DYER & BUTLER LTD,Civil Engineering Construction Works,1031\5110045801,2021-12-29,9159.08,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Civil Engineering Construction Works,1005\5110052655,2022-01-06,8374.22,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,MR Construction Costs,1005\5110050622,2022-01-05,976.13,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110038328,2021-12-15,1117.28,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110044533,2021-12-29,1117.28,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110044546,2021-12-29,1117.28,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110047354,2022-01-06,1117.28,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110047475,2022-01-06,1028.80,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110041190,2021-12-22,691.44,
LONDON UNDERGROUND LTD,DYNEX SEMICONDUCTOR LTD,Fleet,1005\5110044535,2021-12-29,691.44,
DIAL A RIDE,EALING COMMUNITY TRANSPORT LTD,Operator Costs,1010\5110039182,2021-12-21,70261.46,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046689,2021-12-24,9341055.98,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046721,2022-01-07,2934049.48,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046706,2022-01-06,98888.50,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046675,2021-12-24,33760.27,
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,Equipment Repairs & Maintenance,1031\5110047405,2021-12-15,39434.01,
LUL NOMINEE SSL LIMITED,EASTERN COMPRESSORS LTD,Equipment Repairs & Maintenance,1031\5110048621,2021-12-21,14764.00,
LUL NOMINEE BCV LIMITED,EATON ELECTRICAL PRODUCTS_SLOUGH,Stock Issues - Repairables,1033\5110048835,2021-12-21,2820.00,
LONDON UNDERGROUND LTD,EBAC INDUSTRIAL PRODUCTS LIMITED,Fleet,1005\5110048530,2021-12-21,401.00,
LONDON UNDERGROUND LTD,EBAC INDUSTRIAL PRODUCTS LIMITED,Fleet,1005\5110048538,2021-12-21,351.00,
LONDON UNDERGROUND LTD,EBAC INDUSTRIAL PRODUCTS LIMITED,Fleet,1005\5110048600,2021-12-21,311.00,
LONDON UNDERGROUND LTD,EBAC INDUSTRIAL PRODUCTS LIMITED,Fleet,1005\5110048518,2021-12-21,301.00,
LONDON UNDERGROUND LTD,EBAC INDUSTRIAL PRODUCTS LIMITED,Fleet,1005\5110048534,2021-12-21,271.00,
LUL NOMINEE BCV LIMITED,EBM-PAPST UK LTD,Fleet,1033\5110039105,2021-12-21,31132.80,
LUL NOMINEE BCV LIMITED,EBM-PAPST UK LTD,Fleet,1033\5110036159,2021-12-13,31132.80,
LUL NOMINEE BCV LIMITED,EBM-PAPST UK LTD,Fleet,1033\5110037296,2021-12-15,31132.80,
LUL NOMINEE BCV LIMITED,EBM-PAPST UK LTD,Fleet,1033\5110042964,2021-12-29,31132.80,
LUL NOMINEE BCV LIMITED,EBM-PAPST UK LTD,Fleet,1033\5110044611,2021-12-13,-324.30,
TRANSPORT TRADING LTD,ECKOH UK LIMITED,Telephony Fixed,1004\5110051267,2021-12-22,46017.52,
LONDON UNDERGROUND LTD,ECON CONSTRUCTION LTD,Building Maintenance & Repairs,1005\5110039589,2021-12-22,21553.57,
LONDON UNDERGROUND LTD,ECON CONSTRUCTION LTD,Building Maintenance & Repairs,1005\5110039586,2021-12-22,19715.55,
TRANSPORT TRADING LTD,ECOTRICITY,Electricity,1004\1901680804,2021-12-23,1427.10,
VICTORIA COACH STATN LTD,E-COURIER UK LTD,Couriers,1008\1900004595,2021-12-24,515.82,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110046860,2021-12-13,9141.28,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110053524,2022-01-04,2285.00,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110053526,2022-01-04,1880.98,
LUL NOMINEE SSL LIMITED,EDENBECK,Building Maintenance & Repairs,1031\5110046879,2021-12-13,1583.40,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110053518,2022-01-04,1500.44,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110053510,2022-01-04,1366.07,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110046810,2021-12-13,851.00,
LUL NOMINEE SSL LIMITED,EDENBECK,Building Maintenance & Repairs,1031\5110053522,2022-01-04,832.50,
LONDON UNDERGROUND LTD,EDENBECK,Building Maintenance & Repairs,1005\5110046988,2021-12-13,730.10,
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Welfare Benefits,1001\5110048836,2021-12-17,78993.97,
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1001\5110046807,2021-12-15,32096.15,
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1001\5110047912,2021-12-15,650.00,
LONDON UNDERGROUND LTD,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1005\5110046785,2021-12-13,475.00,
LONDON UNDERGROUND LTD,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1005\5110046787,2021-12-13,475.00,
LONDON UNDERGROUND LTD,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1005\5110048162,2021-12-15,475.00,
LONDON UNDERGROUND LTD,EDENRED (UK GROUP) LIMITED,Staff Awards & Commendations,1005\5110048137,2021-12-15,425.00,
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Welfare Benefits,1001\5110039338,2021-12-17,-313.00,
TFL CORPORATE,EDENRED (UK GROUP) LIMITED,Staff Welfare Benefits,1001\5110006183,2021-12-17,-424.60,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110045240,2021-12-22,747800.80,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900222297,2021-12-22,325138.47,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900222296,2021-12-22,315325.29,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900222293,2021-12-30,203095.94,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900222295,2021-12-22,201730.92,
RAIL FOR LONDON LIMITED,EDF ENERGY,Traction Current,1020\5110045707,2021-12-22,185466.83,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680621,2021-12-22,172123.59,
LONDON BUS SERVICES LTD,EDF ENERGY,Electricity,1006\5110047355,2021-12-29,140909.79,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110045711,2021-12-22,81387.66,
LONDON UNDERGROUND LTD,EDF ENERGY,Electricity,1005\1900222294,2021-12-30,61186.19,
LONDON BUS SERVICES LTD,EDF ENERGY,Electricity,1006\5110049675,2021-12-31,54955.24,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110048846,2021-12-30,30747.92,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680933,2021-12-22,16224.06,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110048853,2021-12-30,15165.80,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\1900005258,2021-12-23,13630.66,
VICTORIA COACH STATN LTD,EDF ENERGY,Electricity,1008\5110052035,2021-12-30,7060.34,
SURFACE TRANSPORT CORP,EDF ENERGY,Electricity,1002\5110048850,2021-12-30,5819.16,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110049687,2021-12-31,4537.41,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1700007827,2021-12-16,3713.05,
TUBE LINES LTD,EDF ENERGY,Electricity,1040\1900000602,2021-12-29,2859.06,
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900002981,2021-12-21,2784.65,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110044536,2021-12-20,2607.53,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110044524,2021-12-20,2272.08,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680625,2021-12-21,2065.56,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110044541,2021-12-20,1698.40,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110044567,2021-12-15,1608.82,
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900002980,2021-12-21,1465.35,
TUBE LINES LTD,EDF ENERGY,Electricity,1040\1900000609,2021-12-16,1366.74,
LONDON RIVER SERVICES LTD,EDF ENERGY,Electricity,1007\1900002976,2021-12-21,1326.57,
DIAL A RIDE,EDF ENERGY,Electricity,1010\1900012357,2021-12-21,1022.65,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110045881,2021-12-22,966.51,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5110044920,2021-12-21,844.52,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110044547,2021-12-20,836.27,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110046370,2021-12-15,690.19,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680809,2021-12-31,625.60,
DIAL A RIDE,EDF ENERGY,Electricity,1010\1900012353,2021-12-21,559.87,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680921,2021-12-22,542.03,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680922,2021-12-22,542.03,
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5110033583,2021-12-16,518.02,
DIAL A RIDE,EDF ENERGY,Electricity,1010\1900012356,2021-12-21,503.33,
TUBE LINES LTD,EDF ENERGY,Electricity,1040\1900000608,2021-12-16,499.04,
DIAL A RIDE,EDF ENERGY,Electricity,1010\1900012352,2021-12-15,496.59,
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5110018506,2021-12-17,464.70,
TUBE LINES LTD,EDF ENERGY,Electricity,1040\1900000601,2021-12-24,404.54,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680084,2021-12-13,360.36,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\5110045905,2021-12-21,354.94,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680634,2021-12-13,325.03,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680628,2021-12-13,316.00,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901679322,2021-12-13,311.47,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680627,2021-12-13,307.58,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901673292,2021-12-13,296.14,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680630,2021-12-13,291.60,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680633,2021-12-13,289.89,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680629,2021-12-13,280.79,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680919,2021-12-22,269.57,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\5110050542,2022-01-05,264.27,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680918,2021-12-22,263.59,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901673342,2021-12-13,256.18,
TUBE LINES LTD,EDF ENERGY,Electricity,1040\1900000644,2021-12-22,254.87,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1901680626,2021-12-13,252.78,
LONDON BUS SERVICES LTD,EDF ENERGY,Building Maintenance & Repairs,1006\5110042320,2021-12-16,252.35,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1700007822,2021-12-13,-291.60,
DIAL A RIDE,EDF ENERGY,Electricity,1010\1700000996,2021-12-15,-496.11,
RAIL FOR LONDON LIMITED,EDF ENERGY,Electricity,1020\5110044568,2021-12-15,-1620.65,
TRANSPORT TRADING LTD,EDF ENERGY,Electricity,1004\1700007825,2021-12-16,-3713.05,
LUL NOMINEE SSL LIMITED,EDMUNDSON ELECTRICAL LTD,MR Construction Costs,1031\5110046925,2021-12-29,722.25,
TUBE LINES LTD,EE LIMITED,Manage IT Services,1025\5110044148,2021-12-29,7417.24,
RAIL FOR LONDON LIMITED,EE LIMITED,Computer Hardware,1020\5110044151,2021-12-29,5440.69,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046332,2022-01-05,735.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046324,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046325,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046328,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046338,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046342,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROHM RESISTORS LTD,Fleet,1005\5110046344,2022-01-05,305.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005\5110048756,2022-01-05,900.00,
LONDON UNDERGROUND LTD,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1005\5110045717,2021-12-31,425.00,
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033\5110048466,2021-12-16,425.00,
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033\5110048469,2021-12-16,425.00,
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033\5110048476,2021-12-16,425.00,
LUL NOMINEE BCV LIMITED,ELECTROMECH DESIGN & ASSEMBLY,Fleet,1033\5110048512,2021-12-16,425.00,
