Strategic Group,Spend Level,Spend Level 2,TransNo,Seq No,Period,Supplier id(T),Amount,Updated
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628671,2,201102,MORRISON FACILITIES SERVICES (GATESHEAD),4161.25,2011-05-27
Community Based Services,Works,,43628678,2,201102,ABLE PROPERTY SERVICES LTD,1420.00,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628681,2,201102,ASKEWS LIBRARY SERVICES LTD,2951.65,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628683,2,201102,ASKEWS LIBRARY SERVICES LTD,2960.95,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628692,2,201102,ASKEWS LIBRARY SERVICES LTD,2391.68,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628696,2,201102,ASKEWS LIBRARY SERVICES LTD,4541.94,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628698,2,201102,ASKEWS LIBRARY SERVICES LTD,3436.94,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628761,2,201102,MAGNA LARGE PRINT,1363.68,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628763,2,201102,MAGNA LARGE PRINT,1363.68,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43628794,2,201102,AUDIOGO LTD,662.87,2011-05-27
Community Based Services,Purchase of Equipment,,43628925,2,201102,FUJITSU SERVICES LTD,394.44,2011-05-27
Community Based Services,Purchase of Equipment,,43629044,2,201102,PROBRAND LTD,1058.20,2011-05-27
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43629145,2,201102,BRYTAFLOR & DUNSTON FURNISHING,484.9,2011-05-31
Community Based Services,Purchase of Equipment,,43629146,2,201102,PROBRAND LTD,926.32,2011-05-27
Community Based Services,Third Party Payments,Third Party Payments,43629233,4,201102,DURHAM WILDLIFE TRUST,4000.00,2011-05-31
Community Based Services,Supplies and Services,"Furn, Equip & Mats",43629251,2,201102,EQUANET LTD,503.98,2011-05-31
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,699,201102,FOUR SEASONS HEALTHCARE LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,640,201102,COMMUNITY INTEGRATED CARE,885,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,662,201102,COMMUNITY INTEGRATED CARE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,675,201102,COMMUNITY INTEGRATED CARE,590,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,735,201102,ASHDOWN CARE HOMES LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,752,201102,ASHDOWN CARE HOMES LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,758,201102,ASHDOWN CARE HOMES LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,759,201102,ASHDOWN CARE HOMES LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,944,201102,CLIFFORD HOUSE HOMES LTD,918,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,970,201102,NEWLIFE CARE SERVICES,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,649,201102,COMMUNITY INTEGRATED CARE,1044.87,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,653,201102,FAIRWAYS,885,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,664,201102,COMMUNITY INTEGRATED CARE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,678,201102,POSITIVE APPROACH SERVICES LTD,590,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,693,201102,BROOKVALE,348.36,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,696,201102,FOUR SEASONS HEALTHCARE LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,742,201102,FAIRWAYS,885,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,743,201102,WILKINSON PARK,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,748,201102,ASHDOWN CARE HOMES LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,751,201102,ASHDOWN CARE HOMES LTD,590,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,760,201102,CITY OF SUNDERLAND,590,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,801,201102,JANE PERCY HOUSE COMPANY,341.8,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,828,201102,ASPIRE HEALTHCARE LIMITED,1049.00,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,845,201102,THREE PIPS,355.72,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,850,201102,HEATHER HOUSE,1226.80,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,851,201102,POSITIVE APPROACH SERVICES LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,863,201102,GAINFORD CARE HOMES,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,866,201102,PUTNEY HOUSE LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,904,201102,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,946,201102,CLIFFORD HOUSE HOMES LTD,462.4,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,949,201102,CLIFFORD HOUSE HOMES LTD,1049.00,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,962,201102,KENSINGTON HOUSE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,964,201102,KENSINGTON HOUSE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,973,201102,THE OAKS,481.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,978,201102,THE OAKS,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1032,201102,CARELINE LIFESTYLES LTD,754,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1053,201102,APPLETREE GRANGE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,734,201102,ASHDOWN CARE HOMES LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,773,201102,ST CUTHBERTS HOUSE LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,644,201102,COMMUNITY INTEGRATED CARE,817.6,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,657,201102,COMMUNITY INTEGRATED CARE,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,744,201102,ASHDOWN CARE HOMES LTD,1639.00,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,826,201102,ASPIRE HEALTHCARE LIMITED,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,842,201102,NTW NHS FOUNDATION TRUST,1730.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,847,201102,HEATHER HOUSE,2655.00,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,901,201102,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,950,201102,CLIFFORD HOUSE HOMES LTD,427,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,975,201102,THE OAKS,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,977,201102,THE OAKS,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,921,201102,NTW NHS FOUNDATION TRUST,754,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,923,201102,NTW NHS FOUNDATION TRUST,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1031,201102,NTW NHS FOUNDATION TRUST,590,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1035,201102,NTW NHS FOUNDATION TRUST,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1038,201102,NTW NHS FOUNDATION TRUST,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,767,201102,FOUR SEASONS HEALTHCARE LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,771,201102,FOUR SEASONS HEALTHCARE LTD,295,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,775,201102,ST CUTHBERTS HOUSE LTD,418.39,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,892,201102,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,207.6,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,912,201102,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,2426.65,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,719,201102,WHICKHAM VILLA,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,800,201102,ST CUTHBERTS HOUSE LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,860,201102,MILLDENE NURSING HOME,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,916,201102,ASPIRE DESIGN AND BUILD LIMITED,312.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,900,201102,POTENSIAL LIMITED C/O GREENCROFT & PARKSIDE LODGE,1187.09,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,1,201102,ALBANY HOUSE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,4,201102,TAMARIS (ENGLAND) LTD,474.48,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,5,201102,FOUR SEASONS HEALTH CARE LTD,1029.92,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,655,201102,WESTMINSTER HEALTH CARE LTD,6027.94,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,659,201102,WESTMINSTER HEALTH CARE LTD,1909.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,661,201102,WESTMINSTER HEALTH CARE LTD,940.4,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,663,201102,WESTMINSTER HEALTH CARE LTD,540.98,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,669,201102,AGUDAS ISRAEL HOUSING ASSOC,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,671,201102,CAREWELL (HEALTHCARE) LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,676,201102,GAINFORD CARE HOMES LTD,583.54,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,679,201102,WHICKHAM VILLA,1599.04,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,691,201102,ROUNDVIEW PROPERTIES LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,698,201102,FOUR SEASONS HEALTHCARE LTD,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,701,201102,LEAZES HALL,512.52,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,703,201102,FOUR SEASONS HEALTHCARE LTD,796,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,704,201102,WHICKHAM VILLA,1202.92,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,710,201102,WHICKHAM VILLA,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,712,201102,WINDSOR NURSING HOME,507.68,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,715,201102,WINDSOR NURSING HOME,211.12,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,717,201102,FOUR SEASONS HEALTHCARE LTD,5390.15,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,720,201102,LEAZES HALL,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,727,201102,TYNEVIEW NURSING HOME,1737.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,728,201102,WHICKHAM VILLA,1621.78,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,730,201102,TYNEVIEW NURSING HOME,662.48,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,731,201102,TYNEVIEW NURSING HOME,556.44,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,736,201102,TYNEVIEW NURSING HOME,955.88,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,764,201102,ST CUTHBERTS CARE,656.68,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,793,201102,SOUTHERNCROSS HEALTHCARE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,795,201102,SOUTHERNCROSS HEALTHCARE,6744.67,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,796,201102,SOUTHERNCROSS HEALTHCARE,1102.70,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,798,201102,SOUTHERNCROSS HEALTHCARE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,809,201102,ARGYLE HOUSE CARE CENTRE,594.8,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,821,201102,ASHBOURNE HOMES LTD FALSTONE MANOR,473.48,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,835,201102,BRIDGEVIEW CARE CENTRE,131.14,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,837,201102,SOUTHERN CROSS HEALTHCARE,459,2011-05-25
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020139,839,201102,MILFORD CARE,471.72,2011-05-25
