Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seque no,Period,Supplier ID(T),Amount,Updated
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",41109420,6,201412,NORTHGATEARINSO,375,2015-03-26
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",148014330,1,201412,MIDLAND SOFTWARE LTD,975,2015-03-06
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",43841176,8,201412,CIPFA BUSINESS LIMITED,680,2015-03-12
Corporate Resources,Supplies and Services,Other Running Costs,41109420,4,201412,NORTHGATEARINSO,47562.75,2015-03-26
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,21,201412,O2 (UK) LTD,39,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,21,201412,O2 (UK) LTD,39,2015-03-23
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,17,201412,O2 (UK) LTD,10,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,17,201412,O2 (UK) LTD,10,2015-03-23
Corporate Services & Governance,Employees,Indirect Employee Expenses,43836608,0,201412,TRINITY MIRROR PUBLISHING LTD,654,2015-03-17
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840398,0,201412,TES GLOBAL LIMITED,787.5,2015-03-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840399,0,201412,TES GLOBAL LIMITED,787.5,2015-03-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,148014326,3,201412,TYNE & WEAR PENSION FUND,93.23,2015-03-06
Corporate Services & Governance,Transport,Car Allowances,148014284,6,201412,COMMONWHEELS CIC,3.75,2015-03-03
Corporate Services & Governance,Transport,Car Allowances,148014658,8,201412,COMMONWHEELS CIC,0.45,2015-03-26
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43843299,0,201412,RETOX DIGITAL LIMITED,385,2015-03-24
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,18,201412,O2 (UK) LTD,140,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,18,201412,O2 (UK) LTD,140,2015-03-23
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43842190,0,201412,DISCLOSURE & BARRING SERVICE,5236.00,2015-03-18
Corporate Services & Governance,Supplies and Services,Comms & Computing,43842178,0,201412,EDUFOCUS LIMITED,4999.00,2015-03-24
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,19,201412,O2 (UK) LTD,138.06,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,19,201412,O2 (UK) LTD,138.06,2015-03-23
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43838887,0,201412,JON PUNSHON,1000.00,2015-03-05
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43838888,0,201412,WAYOUT IN GATESHEAD,1000.00,2015-03-05
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43840713,0,201412,ROSPA,435,2015-03-12
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43842768,0,201412,WREKENTON MEDICAL GROUP,909,2015-03-23
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43838798,0,201412,CITY OF SUNDERLAND,3988.44,2015-03-24
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43840698,0,201412,CITY OF SUNDERLAND,5590.32,2015-03-24
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43840126,0,201412,TREATMENT SOLUTIONS,5416.66,2015-03-09
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844645,0,201412,HANDS FREE COMPUTING LTD,1280.00,2015-03-31
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43842581,0,201412,ALBANY OFFICE EQUIP(W/SALE)LTD,399,2015-03-24
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43840710,0,201412,JB SKILLCARE LTD,1156.50,2015-03-16
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014457,1,201412,CLICK TRAVEL LTD,29.8,2015-03-17
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014457,27,201412,CLICK TRAVEL LTD,0.26,2015-03-17
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014581,27,201412,CLICK TRAVEL LTD,149.98,2015-03-24
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014581,38,201412,CLICK TRAVEL LTD,1.25,2015-03-24
Corporate Services & Governance,Supplies and Services,Comms & Computing,43836443,7,201412,OASYS LIMITED,35,2015-03-06
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,23,201412,O2 (UK) LTD,10,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,23,201412,O2 (UK) LTD,10,2015-03-23
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,24,201412,O2 (UK) LTD,0.03,2015-03-23
Corporate Services & Governance,Transport,Car Allowances,148014284,41,201412,COMMONWHEELS CIC,229.13,2015-03-03
Corporate Services & Governance,Transport,Car Allowances,148014658,47,201412,COMMONWHEELS CIC,229.13,2015-03-26
Corporate Services & Governance,Supplies and Services,Comms & Computing,41107240,1,201412,ROYAL MAIL,1440.26,2015-03-17
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41108419,1,201412,ADARE LIMITED,768.9,2015-03-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838891,0,201412,HAZEL SIMPSON TRAINING CONSULTANT,465,2015-03-03
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840694,0,201412,ARMSTRONG WILSON ASSOCIATES LTD,795,2015-03-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,43843417,0,201412,HAZEL SIMPSON TRAINING CONSULTANT,465,2015-03-25
Corporate Services & Governance,Employees,Indirect Employee Expenses,43843756,0,201412,HAZEL SIMPSON TRAINING CONSULTANT,465,2015-03-26
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844199,0,201412,WRIGHT COACH & DEVELOPMENT LTD,450,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844204,0,201412,WRIGHT COACH & DEVELOPMENT LTD,450,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844205,0,201412,WRIGHT COACH & DEVELOPMENT LTD,450,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844453,0,201412,ARMSTRONG WILSON ASSOCIATES LTD,795,2015-03-30
Corporate Services & Governance,Employees,Indirect Employee Expenses,148014526,1,201412,TYNE & WEAR PENSION FUND,82307.00,2015-03-19
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43843856,1,201412,SUPPLIES TEAM LTD,824,2015-03-27
Corporate Services & Governance,Supplies and Services,Comms & Computing,43841579,0,201412,CTS NORTH EAST LTD,630,2015-03-18
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,20,201412,O2 (UK) LTD,24.68,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,20,201412,O2 (UK) LTD,24.59,2015-03-23
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43843757,0,201412,HR SOCIETY LIMITED,1750.00,2015-03-26
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",43844225,0,201412,FILM SHIELD UK LTD,1616.00,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844156,0,201412,WRIGHT COACH & DEVELOPMENT LTD,450,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844455,0,201412,ARMSTRONG WILSON ASSOCIATES LTD,795,2015-03-30
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844859,0,201412,NORTHUMBRIA UNIVERSITY,700,2015-03-31
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844862,0,201412,NORTHUMBRIA UNIVERSITY,700,2015-03-31
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41107898,1,201412,SAFETY MEDIA LTD,500,2015-03-18
Corporate Services & Governance,Employees,Indirect Employee Expenses,41108606,1,201412,HIGHFIELD AWARDING BODY FOR COMPLIANCE LTD,814,2015-03-24
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838889,0,201412,CHARTERED INST. OF ENV HEALTH,1035.40,2015-03-03
Corporate Services & Governance,Employees,Indirect Employee Expenses,43839574,0,201412,HIGHFIELD AWARDING BODY FOR COMPLIANCE LTD,480,2015-03-05
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844195,0,201412,CHARTERED INST. OF ENV HEALTH,9578.25,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844222,0,201412,HIGHFIELD AWARDING BODY FOR COMPLIANCE LTD,1862.50,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844426,1,201412,HIGHFIELD AWARDING BODY FOR COMPLIANCE LTD,1092.50,2015-03-31
Corporate Services & Governance,Employees,Indirect Employee Expenses,43835915,0,201412,SENSE,650,2015-03-20
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840404,0,201412,HSF TRAINING,1050.00,2015-03-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838533,0,201412,UNIVERSITY OF SUNDERLAND,450,2015-03-02
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838534,0,201412,UNIVERSITY OF SUNDERLAND,450,2015-03-04
Corporate Services & Governance,Employees,Indirect Employee Expenses,43841644,0,201412,BOND SOLON TRAINING LTD,2292.23,2015-03-16
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844198,0,201412,I TO I TRAINING SOLUTIONS,1200.00,2015-03-27
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844427,0,201412,BOND SOLON TRAINING LTD,2134.04,2015-03-31
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840401,0,201412,UNIVERSITY OF SUNDERLAND,450,2015-03-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840919,0,201412,UNIVERSITY OF SUNDERLAND,450,2015-03-12
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838406,0,201412,NORTHERN GRID FOR LEARNING,406.3,2015-03-02
Corporate Services & Governance,Employees,Indirect Employee Expenses,43838407,0,201412,NORTHERN GRID FOR LEARNING,406.3,2015-03-03
Corporate Services & Governance,Employees,Indirect Employee Expenses,43843418,0,201412,KATE CAIRNS ASSOCIATES LTD,1800.00,2015-03-25
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840403,0,201412,KATE CAIRNS ASSOCIATES LTD,1000.00,2015-03-10
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844426,0,201412,HIGHFIELD AWARDING BODY FOR COMPLIANCE LTD,171,2015-03-31
Corporate Services & Governance,Employees,Indirect Employee Expenses,43840708,0,201412,CEREBRA,664.9,2015-03-11
Corporate Services & Governance,Employees,Indirect Employee Expenses,43843479,0,201412,DO THE WRITE THING LTD,890,2015-03-25
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844387,0,201412,IN-TRAC TRAINING & CONSULTANCY,900,2015-03-30
Corporate Services & Governance,Employees,Indirect Employee Expenses,43844505,0,201412,BLANDFORD TRAINING LIMITED,416.2,2015-03-31
Corporate Services & Governance,Income: Fees and Charges,"Charges, Fees & Income",41108675,1,201412,KNIGHT FRANK LLP,1738.58,2015-03-23
Corporate Services & Governance,Premises,Energy,41107289,1,201412,N POWER,1135.53,2015-03-16
Corporate Services & Governance,Premises,Energy,41107317,1,201412,NPOWER,1116.78,2015-03-17
Corporate Services & Governance,Premises,Energy,41107318,1,201412,NPOWER,541.54,2015-03-17
Corporate Services & Governance,Premises,Energy,41107320,1,201412,NPOWER,603.72,2015-03-17
Corporate Services & Governance,Premises,Miscellaneous Premises,147014978,1,201412,QW SECURITY LTD,2875.48,2015-03-06
Corporate Services & Governance,Premises,Miscellaneous Premises,147015800,1,201412,QW SECURITY LTD,2971.84,2015-03-26
Corporate Services & Governance,Premises,Rep & Maint,41108255,1,201412,J C MAINTENANCE SERVICES,2059.32,2015-03-23
Corporate Services & Governance,Premises,Rent,41107210,1,201412,BLAIR ESTATES LTD,12187.50,2015-03-17
Corporate Services & Governance,Third Party Payments,Third Party Payments,41106826,1,201412,PWG CONNECTIONS LTD,500,2015-03-13
Corporate Services & Governance,Third Party Payments,Third Party Payments,41106826,2,201412,PWG CONNECTIONS LTD,150,2015-03-13
Corporate Services & Governance,Premises,Rent,41107291,1,201412,NETWORK RAIL,2826.98,2015-03-17
Corporate Services & Governance,Premises,Water,41107268,1,201412,NORTHUMBRIAN WATER,521.06,2015-03-16
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",41109095,1,201412,ROONEYS SCRAP METAL MERCHANTS LTD,1560.00,2015-03-26
Corporate Services & Governance,Premises,Rep & Maint,41107791,1,201412,HARBOUR ENTERPRISE (AMBLE) LTD,1100.00,2015-03-20
Corporate Services & Governance,Premises,Rep & Maint,41106376,1,201412,CHIRMARN LTD,4900.00,2015-03-06
Corporate Services & Governance,Premises,Miscellaneous Premises,41107884,1,201412,PHS GROUP PLC,2749.26,2015-03-20
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014316,30,201412,VIRGIN MEDIA PAYMENTS LTD,30,2015-03-05
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014554,31,201412,VIRGIN MEDIA PAYMENTS LTD,30,2015-03-23
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",41104450,1,201412,VALUATION OFFICE AGENCY,1428.97,2015-03-30
Corporate Services & Governance,Premises,Rep & Maint,41107858,1,201412,ORBIS PROTECT LTD,460,2015-03-20
Corporate Services & Governance,Premises,Rep & Maint,41108461,1,201412,CHIRMARN LTD,6850.00,2015-03-23
Corporate Services & Governance,Premises,Rep & Maint,41109796,1,201412,LANCHESTER WINE CELLARS,11895.00,2015-03-30
Corporate Services & Governance,Premises,Rent,147015804,1,201412,KNIGHT FRANK LLP,2200.00,2015-03-26
Corporate Services & Governance,Premises,Rent,147015804,2,201412,KNIGHT FRANK LLP,428.93,2015-03-26
Corporate Services & Governance,Premises,Security & Insurance,41107859,1,201412,ORBIS PROTECT LTD,1180.00,2015-03-20
Corporate Services & Governance,Premises,Security & Insurance,41107860,1,201412,ORBIS PROTECT LTD,1376.00,2015-03-20
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",147015623,1,201412,BRIAN MACKENOW & CO,400,2015-03-27
Corporate Services & Governance,Supplies and Services,Advertising,41106477,1,201412,TRINITY MIRROR PUBLISHING LTD,600,2015-03-06
Corporate Services & Governance,Income: Customer and Client Receipts,Customer & Client Receipts,41105139,1,201412,NORTHUMBRIAN WATER,538.78,2015-03-06
Corporate Services & Governance,Transport,Car Allowances,148014284,23,201412,COMMONWHEELS CIC,4.65,2015-03-03
Corporate Services & Governance,Transport,Car Allowances,148014658,25,201412,COMMONWHEELS CIC,7.95,2015-03-26
Corporate Services & Governance,Supplies and Services,Comms & Computing,43836443,1,201412,OASYS LIMITED,113.75,2015-03-06
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,192,201412,O2 (UK) LTD,19,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,189,201412,O2 (UK) LTD,19,2015-03-23
Corporate Services & Governance,Transport,Car Allowances,148014284,24,201412,COMMONWHEELS CIC,15.29,2015-03-03
Corporate Services & Governance,Transport,Car Allowances,148014658,26,201412,COMMONWHEELS CIC,15.45,2015-03-26
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,193,201412,O2 (UK) LTD,4.5,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,190,201412,O2 (UK) LTD,4.5,2015-03-23
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014457,6,201412,CLICK TRAVEL LTD,109.58,2015-03-17
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014457,26,201412,CLICK TRAVEL LTD,0.97,2015-03-17
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014693,19,201412,CLICK TRAVEL LTD,35.2,2015-03-30
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014693,24,201412,CLICK TRAVEL LTD,0.32,2015-03-30
Corporate Services & Governance,Transport,Car Allowances,148014658,38,201412,COMMONWHEELS CIC,10,2015-03-26
Corporate Services & Governance,Supplies and Services,Comms & Computing,43822271,0,201412,CONCERTO SUPPORT SERVICES LTD,1200.00,2015-03-24
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014365,22,201412,O2 (UK) LTD,20,2015-03-10
Corporate Services & Governance,Supplies and Services,Comms & Computing,148014567,22,201412,O2 (UK) LTD,20,2015-03-23
Corporate Services & Governance,Supplies and Services,Advertising,43842445,0,201412,TRINITY MIRROR PUBLISHING LTD,572.25,2015-03-20
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014693,13,201412,CLICK TRAVEL LTD,87.47,2015-03-30
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,148014693,25,201412,CLICK TRAVEL LTD,0.66,2015-03-30
Corporate Services & Governance,Supplies and Services,Members Expenses,43839971,0,201412,NATIONAL ASSOCIATION OF COUNCILLORS,1700.00,2015-03-06
Corporate Services & Governance,Supplies and Services,Miscellaneous Supplies,43839970,0,201412,AV WORKS LTD,480,2015-03-06
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",41110142,1,201412,ING LEASE UK LTD,2451.00,2015-03-31
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43843860,0,201412,DELL COMPUTER CORPORATION LTD,600.6,2015-03-26
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43838830,0,201412,ANTALIS LTD,1368.00,2015-03-03
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43838833,0,201412,PREMIER PAPER GROUP,1082.65,2015-03-03
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43840542,0,201412,PREMIER PAPER GROUP,1101.01,2015-03-12
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43841764,0,201412,PREMIER PAPER GROUP,1129.05,2015-03-16
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",43842337,0,201412,PREMIER PAPER GROUP,466.39,2015-03-19
