Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691921,35000.00,Fentons Solicitors Part of
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691992,15389.10,Equita Ltd
Manchester City Council,Corporate Services,Rents,2015-07-01,1904680044,13706.02,Asda Stores Ltd (Leeds)
Manchester City Council,Corporate Services,Legal Fees,2015-07-01,1904697746,10110.00,HMCTS (Manchester)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697559,10027.10,Pollock Lifts Ltd
Manchester City Council,Chief Executives,Compensation Payments,2015-07-01,1904698351,8830.00,HMCTS (Manchester County Court)
Manchester City Council,Corporate Services,Rents,2015-07-01,1904683980,8226.58,Aprirose Ltd
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,2015-07-01,5100801321,8032.50,Buro Happold Limited
Manchester City Council,Insurance Fund,Insurance,2015-07-01,1904691933,7084.45,Department For Work & Pensions
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Adult Social Care,Legal Fees,2015-07-01,1904698349,6165.00,HMCTS (Manchester County Court)
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697563,5586.00,Astor-Bannerman (Medical) Ltd
Manchester City Council,Housing General Fund,Building Works,2015-07-01,1904697564,5417.00,Stannah Lift Services Ltd
Manchester City Council,Corporate Services,Non Housing Rent Receipts,2015-07-01,1904673202,5213.36,Manchester Working Ltd
Manchester City Council,Corporate Services,Fees,2015-07-01,1904691990,4799.95,Equita Ltd
Manchester City Council,Adult Social Care,Rents,2015-07-10,5100801900,695.68,Mosscare Housing Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-10,5100801922,695.68,Mosscare Housing Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-10,1904710179,693.20,Brake Bros Foodservice Ltd,
Manchester City Council,Chief Executives,Printing,2015-07-10,5100801597,650.00,Browns CTP Ltd,
Manchester City Council,Corporate Services,Travel,2015-07-10,5100801923,646.00,Transport for Greater Manchester,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-07-10,5100802758,631.25,Street League,
Manchester City Council,Corporate Services,Furniture,2015-07-10,5100803166,625.00,Back Care Solutions Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-10,5100803078,620.17,Tameside Metropolitan Borough,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-10,1904710137,612.34,Brake Bros Foodservice Ltd,
Manchester City Council,Chief Executives,Printing,2015-07-10,5100801564,600.00,Browns CTP Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,2015-07-10,5100803192,595.00,Advanced Vehicle Technicians Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-10,1904710176,592.40,Pasta King (Uk) Ltd,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,2015-07-10,5100803139,568.40,Canns Down Press Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-10,5100801375,567.63,HBS (UK) Cleaning Services Ltd,
Manchester City Council,Adult Social Care,Training and Development,2015-07-10,5100802691,540.00,Eduk8 Partnership Ltd,
Manchester City Council,Adult Social Care,Training and Development,2015-07-10,5100802693,540.00,Eduk8 Partnership Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-10,5100801365,534.00,TechNET IT Recruitment Ltd,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,2015-07-10,1904710177,517.76,Brake Bros Foodservice Ltd,
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,2015-07-10,5100801547,509.00,Master Moves Ltd,
Manchester City Council,Chief Executives,Printing,2015-07-10,5100802095,500.00,Universal Live,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-10,5100803049,5211.58,Mott Macdonald Uk Limited,
Manchester City Council,Hospitality + Trading Services,Rents,2015-07-10,5100802363,322241.87,Savills (UK) Ltd,
Manchester City Council,General Fund,Levies,2015-07-13,1904582288,3697100.00,GMCA,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2015-07-13,5100801656,209522.56,University Of Manchester,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100803281,150000.00,Brook,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803318,102536.08,University Hospital of South Mcr,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100789433,60207.27,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803530,60207.27,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100789433,50301.66,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803530,50301.66,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100798487,48329.37,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,I T Provision,2015-07-13,5100802653,44305.00,Capita Business Services Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100798487,40377.98,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100802308,39722.00,Westfield Minibuses,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100789433,38689.46,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803530,38689.46,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100802274,36877.21,Rosgal Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100801798,34441.85,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Adult Social Care,Payments for services,2015-07-13,5100802445,31845.00,Cheshire & Greater Manchester,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100798487,31056.67,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Chief Executives,Licences Purchase,2015-07-13,5100802690,29954.83,Foursys Ltd,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2015-07-13,5100802291,29772.59,Capita IT Services (BSF) Limited,
Manchester City Council,Adult Social Care,Payments for services,2015-07-13,5100801627,27500.00,ABL Health Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100802269,24360.00,Groundwork Landscapes Ltd,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,2015-07-13,5100801655,23503.58,University Of Manchester,
Manchester City Council,Adult Social Care,Training and Development,2015-07-13,5100802643,23400.00,Capita Business Services Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802014,23273.16,Barker Ross Health & Social Care,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2015-07-13,5100802319,23000.00,Capgemini UK Plc,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803318,22807.26,University Hospital of South Mcr,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2015-07-13,5100802510,22662.57,Capita IT Services (BSF) Limited,
Manchester City Council,Chief Executives,Postage,2015-07-13,5100803057,21867.07,Royal Mail Group Plc,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100802016,20440.29,Rosgal Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100801799,19094.54,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100803258,15955.00,Kenny Bros (Civil Eng) Ltd,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2015-07-13,5100802321,14605.00,Mace Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100802108,14400.00,Crime Reduction Initiatives,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100802581,13360.00,Royton Minibuses Ltd,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-13,5100802091,12560.90,Computacenter (UK) Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100801935,12106.21,Search Consultancy Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100802127,12071.40,Rosgal Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803318,11917.33,University Hospital of South Mcr,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100803286,11900.00,Colliers International,
Manchester City Council,Childrens Services,Building Works,2015-07-13,5100802416,11322.76,Capita IT Services (BSF) Limited,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100803227,11307.00,SRA Cover Staff Ltd,
Manchester City Council,Housing General Fund,Building Works,2015-07-13,1904710236,11120.00,Redrow Homes Lancashire,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100801667,10873.00,T/A TC Travel Svs Ltd,
Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2015-07-13,5100802550,10805.27,Rosgal Ltd,
Manchester City Council,Libraries and Theatres,Labour Charges,2015-07-13,5100803294,10002.90,Greater Manchester Police,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100803284,10000.00,DTZ  Debenham Tie Leung Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100789433,9973.61,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100803530,9973.61,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100802585,9210.00,Royton Minibuses Ltd,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2015-07-13,5100802089,8478.50,Computacenter (UK) Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802020,8235.30,Michael Page International,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100803218,8131.48,Ashberry Recruitment Ltd,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,2015-07-13,5100798487,8005.98,The Pennine Acute Hospital Nhs Trus,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100802302,8000.00,Barlow Moor Community Association,
Manchester City Council,Adult Social Care,Agency staff provision,2015-07-13,5100803224,7464.80,HCL Social Care,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802346,7450.56,Wilde Consultants Ltd,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2015-07-13,5100803261,7391.91,Burnt Tree Group Ltd,
Manchester City Council,Childrens Services,Building Works,2015-07-13,5100802508,7244.65,Capita IT Services (BSF) Limited,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802322,7015.88,Wilde Consultants Ltd,
Manchester City Council,Adult Social Care,Rents,2015-07-13,5100802425,6920.99,Mack Residential Letting Ltd,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100803471,6737.00,Great Places Housing Association,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,2015-07-13,5100801717,6421.70,Cruden Group Ltd,
Manchester City Council,Regeneration Finance,Grant and subscriptions awarded,2015-07-13,5100801653,6277.50,Pathways CIC,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802335,6092.88,Wilde Consultants Ltd,
Manchester City Council,Regeneration Finance,Grant Payments,2015-07-13,5100803303,6075.00,Levenshulme Inspire,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802336,5928.56,Wilde Consultants Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802373,5758.40,Wilde Consultants Ltd,
Manchester City Council,Manchester Leisure,Contract Cleaning External,2015-07-13,5100800387,5668.39,Mitie Cleaning & Environmental,
Manchester City Council,Manchester Leisure,Contract Cleaning External,2015-07-13,5100800388,5668.39,Mitie Cleaning & Environmental,
Manchester City Council,Manchester Leisure,Contract Cleaning External,2015-07-13,5100800394,5668.39,Mitie Cleaning & Environmental,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802403,5653.64,Wilde Consultants Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802351,5625.20,Wilde Consultants Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100803257,5476.00,Connect Cars Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802020,5434.47,Michael Page International,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100803552,5430.25,Hays Personnel,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100803282,5400.00,Colliers International,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802088,5385.60,Aecom Infrastructure & Environment,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802340,5250.90,Wilde Consultants Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100802024,5250.00,Colin Rea Transport,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100803050,5211.58,Mott Macdonald Uk Limited,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802069,5039.92,Liquid Personnel Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802330,5027.17,Wilde Consultants Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100803224,5001.45,HCL Social Care,
Manchester City Council,Housing Revenue Account,Surplus property Acquisitions,2015-07-13,1904710261,4905.45,Redacted Personal Information,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802354,4589.51,Wilde Consultants Ltd,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802338,4556.76,Wilde Consultants Ltd,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,2015-07-13,1904702922,4334.00,Askews and Holts,
Manchester City Council,Adult Social Care,Professional fees,2015-07-13,5100803173,4310.04,Jump Space Ltd,
Manchester City Council,Adult Social Care,Supporting People Payments,2015-07-13,5100801960,4200.75,Praxis Care Group,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,2015-07-13,5100802537,4172.50,Music Stuff,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802355,4134.80,Wilde Consultants Ltd,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802020,4117.60,Michael Page International,
Manchester City Council,Chief Executives,Agency staff provision,2015-07-13,5100802020,4088.36,Michael Page International,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100802364,4053.06,Wilde Consultants Ltd,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100802413,4010.00,G.M Travel,
Manchester City Council,Adult Social Care,Transport Coach Hire,2015-07-13,5100801931,4004.00,Redacted Personal Information,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100802699,4000.00,Barlow Moor Community Association,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100802538,4000.00,Music Stuff,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2015-07-13,5100802158,4000.00,Aquarius Community Centre,
Manchester City Council,Childrens Services,Building Works,2015-07-13,5100802514,3945.18,Capita IT Services (BSF) Limited,
Manchester City Council,Chief Executives,Infrastructure Fees,2015-07-13,5100803550,3645.00,Hays Personnel,
Manchester City Council,Regeneration Finance,Professional fees,2015-07-13,5100801999,3600.00,Aecom Infrastructure & Environment,
Manchester City Council,Housing Revenue Account,Professional fees,2015-07-13,5100803287,3595.00,Roger Hannah & Co,
Manchester City Council,Adult Social Care,Professional fees,2015-07-13,5100803266,3500.00,Action First iPeople Ltd,
