Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1101.61,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1079.95,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1084.28,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1215.24,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1279.20,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,2270.58,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,640.88,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,639.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,2788.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1886.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,619.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,619.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1315.80,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1640.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1968.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,3116.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,511.68,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,737.01,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,862.4,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,1470.60,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,885.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,674.1,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,628.42,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,590.4,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,514.24,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,712.53,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGGREGATE INDUSTRIES UK LTD,870.87,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,AGRICULTURE  AND HORTICULTURAL DEVELOPMENT BOARD,1124.81,Other Supplies & Services
2010-09,Community Services,DLO Services,AIRCON REFRIGERATION LTD,4693.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALAN WADKINS LTD,660,EQUIPMENT
2010-09,Community Services,DLO Services,ALU-FIX,4268.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,25279.05,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,631.19,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1893.58,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,29547.05,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1810.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,7337.89,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1810.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,7337.89,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,786.01,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1089.74,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1097.60,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,7306.60,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,1463.47,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,ALU-FIX,12487.09,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,APEC ENVIRONMENTAL,780,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,APEC ENVIRONMENTAL,720,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,APEC ENVIRONMENTAL,1050.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,APEC ENVIRONMENTAL,1650.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,APEX ACOUSTICS LTD,1225.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,AQUAJET DRAIN CLEANING,500,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,AQUAJET DRAIN CLEANING,750,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,AQUAJET DRAIN CLEANING,930,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,ASHLEA LIMITED,848.36,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,AUTOBAR UK  LTD,563.55,CATERING PROVISIONS
2010-09,Community Services,DLO Services,AUTOBAR UK  LTD,519.47,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BACK ON TRACK MOUNTAIN BIKE SOLUTIONS LTD,5200.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BACK ON TRACK MOUNTAIN BIKE SOLUTIONS LTD,19629.56,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BARCLAY ROOFING LTD,5988.83,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BARCLAY ROOFING LTD,9057.57,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BARCLAYS MERCANTILE BUSINESS FINANCE,11924.99,EQUIPMENT
2010-09,Community Services,DLO Services,BASTION SECURITY INSTALLATIONS LTD,534.5,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BIDDLE AIR SYSTEMS LTD,591.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BIDDLE AIR SYSTEMS LTD,676.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,21310.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BISHOP AUCKLAND GLAZING CO LTD,92791.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BLAZEBIRTE T/A EXPERIA,5954.23,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,547.97,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,531.55,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,519.64,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,514.79,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,596.49,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRAKES BROS LTD,534.71,CATERING PROVISIONS
2010-09,Community Services,DLO Services,BRC LTD,974.59,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BRC LTD,557.8,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BRC LTD,511.5,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BRIAN NOBLE FENCING CONTRACTORS LTD,2629.43,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BRICKWORK DIRECT LIMITED,20625.04,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BRICKWORK DIRECT LIMITED,26780.09,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BRICKWORK DIRECT LIMITED,6675.22,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BRICKWORK DIRECT LIMITED,22574.80,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BROXAP  LTD,639,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BROXAP  LTD,870,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,BT TELEPHONE PAYMENT CENTRE,4585.32,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BUILDROUTE LIMITED,4100.71,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BUILDROUTE LIMITED,2211.23,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BUILDROUTE LIMITED,10695.22,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,542.16,STORES MATERIALS
2010-09,Community Services,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,692.76,STORES MATERIALS
2010-09,Community Services,DLO Services,BUNZL CLEANING & HYGIENE SUPPLIES,565.44,STORES MATERIALS
2010-09,Community Services,DLO Services,BURTS CONTRACT SERVICES,5217.50,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BURTS CONTRACT SERVICES,1380.50,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,BURTS CONTRACT SERVICES,680,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CARPETTIME LIMITED,1399.52,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CARPETTIME LIMITED,1342.80,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,600,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,619.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CERAMIC TILE DISTRIBUTORS(NEWCASTLE)LTD,1200.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CHRYSTAL CONSULTING,1470.60,EQUIPMENT
2010-09,Community Services,DLO Services,CLEVELAND ROOFING CENTRE (ASPHALTIC),1050.00,STORES MATERIALS
2010-09,Community Services,DLO Services,CLEVELAND ROOFING CENTRE (ASPHALTIC),1062.50,STORES MATERIALS
2010-09,Community Services,DLO Services,CLEVELAND SCAFFOLDING LTD,3975.56,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CLOVER CONTROLS LTD,10300.00,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,COCA COLA ENTERPRISES LTD,589.36,Bar Provisions
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,5164.32,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1122.91,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1844.23,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,3965.78,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,3141.07,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,8403.04,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1225.57,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,524.04,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,629.85,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1593.15,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CONTRACT FLOORING SERVICES (NE) LTD,1241.18,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,COOPERS TEA ROOMS & COFFEE HOUSE,953.19,CATERING INCOME (OUTSIDE SCOPE VAT)
2010-09,Community Services,DLO Services,CORMETON ELECTRONICS LTD,1801.95,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CORMETON ELECTRONICS LTD,1050.25,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CROSSLING LTD,1061.90,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,979.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,527.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1469.70,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1698.36,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,526.03,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,2805.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,658.16,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1086.20,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,580,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,887.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,960,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1441.93,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1213.60,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1132.24,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,659,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,588,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1305.36,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1444.80,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,532.56,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,580,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,580,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,580,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,887.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,730,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,887.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,652.68,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,758.5,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,578.42,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,606.8,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1053.77,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1132.24,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1280.00,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,547,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1088.05,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,527.2,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,868.98,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,884,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,872.35,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1490.47,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,748.95,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,898.45,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,867.8,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,995.48,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,573.97,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,504.38,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,769.48,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,686.6,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,689.75,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,618.3,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,689.69,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,553.15,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,658.44,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,503.39,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,632.5,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,1175.79,DIRECT CHARGES - MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,787.5,EQUIPMENT
2010-09,Community Services,DLO Services,CROSSLING LTD,533.3,STORES MATERIALS
2010-09,Community Services,DLO Services,CROSSLING LTD,525,STORES MATERIALS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,3330.84,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,1902.49,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,44583.43,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,25081.24,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,33884.89,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,10060.06,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,28098.38,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,34193.81,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,6020.65,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,29862.38,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,30658.71,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,26719.50,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,7206.02,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,4101.67,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,1115.25,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,3521.74,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,26413.11,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,27119.72,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,14474.49,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CUMBRIAN INDUSTRIALS LTD,3868.10,DIRECT CHARGES - CONTRACTORS
2010-09,Community Services,DLO Services,CYCLEPODS LTD,2548.00,DIRECT CHARGES - CONTRACTORS
