Directotate,Service,Supplier,Transaction Number,Transaction Date,Invoice Line Value (net of VAT),Account,Bal Sheet Level 1,Bal Sheet Level 2
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57481421,2019-07-22,1360.00,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57481420,2019-07-22,13934.00,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,COMPASS FOSTERING NORTH LTD,57481419,2019-07-22,2774.00,Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,DEBBIE GASKIN,55416176,2019-06-12,1366.25,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1055.94,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1080.27,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1055.94,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,633.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,551.11,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,658.45,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,630.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1080.27,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1051.14,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,658.45,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,840.91,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,742,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,768.19,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,742,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1080.27,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,844.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1002.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1002.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,881.77,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,881.77,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,661.33,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1051.14,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1097.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1236.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1128.31,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,877.93,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,960.1,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,537.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1090.15,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,677.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,537.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,677.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,994.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,559.37,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1097.42,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,994.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,677.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,537.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1362.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1362.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,506.46,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123280,2019-07-07,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1367.49,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,677.88,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,994.76,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,536.69,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1002.95,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,1200.12,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123479,2019-07-28,537.58,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,771.55,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1055.94,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,989.34,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123399,2019-07-14,661.33,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,633.56,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,661.33,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,844.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1055.94,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1253.68,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,865.67,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,810.2,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,1102.22,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,844.75,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,DE-POEL,11123420,2019-07-21,661.33,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,ENHANCED HOME CARE SERVICES,57481424,2019-07-22,5039.01,Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ENHANCED HOME CARE SERVICES,55417438,2019-06-25,2100.00,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FAIRFIELD HOUSE,57481425,2019-07-22,10404.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FIVE RIVERS CHILD CARE LIMITED,57481426,2019-07-22,9498.24,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57481400,2019-07-22,5218.32,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57481422,2019-07-22,3045.84,Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57481422,2019-07-22,2912.00,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARE ASSOCIATES LTD,57481423,2019-07-22,8873.28,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57481428,2019-07-22,11680.24,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOSTER CARES LTD,57481427,2019-07-22,1560.00,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,FOSTERING PEOPLE LIMITED,57481429,2019-07-22,9025.64,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FOUR SEASONS HEALTHCARE-HUNTERCOMBE CENTRE STOCKTON,57481433,2019-07-22,27446.08,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,FREETHS LLP,55415936,2019-06-10,547.8,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,HIGHFIELD (NORTH EAST) LIMITED,57481430,2019-07-22,14340.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,HIGHFIELD (NORTH EAST) LIMITED,57481431,2019-07-22,28420.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,HOLME FARM RESIDENTIAL VILLAGE LTD,57481432,2019-07-22,24000.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,ID SUPPORT,57481449,2019-07-22,13800.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55411974,2019-04-30,940,Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,NATIONAL YOUTH ADVOCACY SERVICE,55414237,2019-05-24,2235.83,Advocacy,THIRD PARTY PAYMENTS,PRIVATE CONTRACTORS
Children and Adults Services,Childrens Services,NORTH EAST AUTISM SOCIETY,57481415,2019-07-22,16112.92,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,NORTH EAST REGIONAL EMPLOYERS ORG,55417217,2019-03-31,660,"Recruitment, Retention & Training",THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,NORTH EAST REGIONAL EMPLOYERS ORG,55417182,2019-05-13,616,"Recruitment, Retention & Training",THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,OFSTED,55416261,2019-06-12,2578.00,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,ORCHARD CARE NORTH EAST LTD,57481434,2019-07-22,3920.00,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,OUTDOOR-AMBITION LTD,55416910,2019-01-28,1920.00,External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,OUTDOOR-AMBITION LTD,55416911,2019-02-20,1440.00,External Placements,SUPPLIES & SERVICES,EXPENSES
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57481435,2019-07-22,13284.28,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEARTREE PROJECTS LTD,57481436,2019-07-22,14260.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PEBBLES CARE,57481437,2019-07-22,12000.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,PRICE SHAH CONSULTANCY LIMITED,55417445,2019-06-24,2271.60,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,PRICE SHAH CONSULTANCY LIMITED,55415349,2019-05-23,2273.00,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,PRICE SHAH CONSULTANCY LIMITED,55416884,2019-07-21,1125.00,"Recruitment, Retention & Training",THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,QUEEN ELIZABETH 6TH FORM COLLEGE,55417128,2019-06-21,1525.92,Independent Living,TRANSFER PAYMENTS,SOCIAL SERVICES CLIENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57481439,2019-07-22,8945.40,Maintenance Fee - Short Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,REACH OUT CARE LIMITED NO 2 A/C,57481438,2019-07-22,7310.31,Maintenance Fee - Long Term IFA,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,RED SECTOR RECRUITMENT LTD,55416607,2019-06-12,1602.70,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,RED SECTOR RECRUITMENT LTD,55415545,2019-06-05,1561.85,Agency Staff Costs - Non Teaching,EMPLOYEES,Direct Emloyee Costs
Children and Adults Services,Childrens Services,SIMON HART,55417203,2019-02-28,1088.80,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,SIMON HART,55417204,2019-01-30,767.6,Professional Fees & Consultancy,SUPPLIES & SERVICES,SERVICES
Children and Adults Services,Childrens Services,ST CUTHBERTS CARE,57481441,2019-07-22,33744.00,Maintenance Fee - Residential,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
Children and Adults Services,Childrens Services,SUPPORTING INDEPENDENCE OUTREACH SERVICES LTD,57481442,2019-07-22,14400.00,Maintenance Fee - Supporting Independence,THIRD PARTY PAYMENTS,OTHER ESTABLISHMENTS
