Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-06-16,601322547,15163.20,0.00,15163.20,Care Chiefs,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322731,732.72,0.00,732.72,Chana Goldman T/A Goldcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322735,1465.43,0.00,1465.43,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322554,6893.25,0.00,6893.25,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322555,8999.15,0.00,8999.15,Clarendon Cottage School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322807,8491.95,0.00,8491.95,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322641,12425.40,0.00,12425.40,Clk Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322829,976.95,0.00,976.95,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322669,7364.95,0.00,7364.95,Cottage Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322565,793.65,0.00,793.65,Daisys Daycare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322558,793.65,0.00,793.65,Debs Playpen,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,1600668445,4890.00,815.00,4075.00,Dolphin Mobility Ltd,Service Reform (Corp Bus & Transform),Miscellaneous Grants,
Salford City Council,2021-06-16,601322522,6042.60,0.00,6042.60,Dukesgate Academy,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322745,3588.41,0.00,3588.41,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322566,4391.89,0.00,4391.89,Evergreen Childrens Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322746,2198.14,0.00,2198.14,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322567,4302.60,0.00,4302.60,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322748,2198.14,0.00,2198.14,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322569,10675.80,0.00,10675.80,Fledglings (Irlam) Limited,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322712,758.45,0.00,758.45,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322749,1709.66,0.00,1709.66,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322568,15155.08,0.00,15155.08,Fledglings Day Nursery Worsley,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322493,615.00,0.00,615.00,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322778,3043.58,0.00,3043.58,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322610,9266.40,0.00,9266.40,Folly Brook Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322800,1221.19,0.00,1221.19,Fun 2B2,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322750,732.72,0.00,732.72,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322572,9345.38,0.00,9345.38,Habonim Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322752,5128.99,0.00,5128.99,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322573,7295.48,0.00,7295.48,Happy Feet Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322733,1953.90,0.00,1953.90,Hello Kiddies Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322476,2850.00,0.00,2850.00,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-16,601322477,3500.00,0.00,3500.00,Howarth Housing Group,People (Adults) - CHSC,Rents,
Salford City Council,2021-06-16,601322686,2478.63,0.00,2478.63,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322843,2577.65,0.00,2577.65,Inspiring Communities Together,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322584,2045.99,0.00,2045.99,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322759,2930.85,0.00,2930.85,Jitterbugz Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322492,615.00,0.00,615.00,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322763,789.08,0.00,789.08,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322593,15165.15,0.00,15165.15,Kerem Shloime Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,1600668428,2280.00,380.00,1900.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-16,1600668426,3420.00,570.00,2850.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-16,1600668430,3420.00,570.00,2850.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-16,1600668427,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-16,1600668429,4560.00,760.00,3800.00,Keys Pce Ltd,People (Childrens) Service Group,Payts to Agencies,
Salford City Council,2021-06-16,601322764,3306.60,0.00,3306.60,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322594,6447.60,0.00,6447.60,Kiddiewinkles Pre School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322517,702.90,0.00,702.90,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322713,733.45,0.00,733.45,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322766,1972.69,0.00,1972.69,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322767,6244.97,0.00,6244.97,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322768,6778.53,0.00,6778.53,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322769,10370.70,0.00,10370.70,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322597,13710.75,0.00,13710.75,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322598,21967.20,0.00,21967.20,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322600,24167.45,0.00,24167.45,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322599,24270.84,0.00,24270.84,Kids Planet Day Nurseries Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322771,4396.28,0.00,4396.28,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322602,5022.00,0.00,5022.00,Kidz Corner Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322775,1991.48,0.00,1991.48,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322606,10344.27,0.00,10344.27,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322776,3391.15,0.00,3391.15,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322607,6645.60,0.00,6645.60,Kidz R Us Nursery Ltd - Swinton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322772,1596.94,0.00,1596.94,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322603,9067.73,0.00,9067.73,Kidzrus  Nursery Ltd - Monton,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322773,2686.62,0.00,2686.62,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322604,5977.80,0.00,5977.80,Kidzrus Nursery Ltd - Irlam,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322774,3052.97,0.00,3052.97,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322605,15795.00,0.00,15795.00,Kidzrus Nursery Ltd-Langworth Rd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322725,1427.85,0.00,1427.85,Kinderland,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322779,6970.16,0.00,6970.16,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322611,19942.20,0.00,19942.20,Ladybird Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322824,1848.69,0.00,1848.69,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322664,7818.04,0.00,7818.04,Little Acorns Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322726,2686.62,0.00,2686.62,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322784,1916.33,0.00,1916.33,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322617,3055.56,0.00,3055.56,Little Explorers,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322783,3013.52,0.00,3013.52,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322616,5080.73,0.00,5080.73,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322782,3419.33,0.00,3419.33,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322615,7306.20,0.00,7306.20,Little Explorers Eccles,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322785,732.72,0.00,732.72,Little Footprints Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322786,2453.65,0.00,2453.65,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322619,10912.69,0.00,10912.69,Little Gems Private Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322620,1190.48,0.00,1190.48,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322787,1878.75,0.00,1878.75,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322788,2592.68,0.00,2592.68,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322621,5616.60,0.00,5616.60,Little People Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322622,4212.00,0.00,4212.00,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322789,5211.65,0.00,5211.65,Little Saints Day Care Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322790,1596.94,0.00,1596.94,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322623,2954.25,0.00,2954.25,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322792,976.95,0.00,976.95,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322626,2515.99,0.00,2515.99,Magical Moments Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322794,1953.90,0.00,1953.90,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322627,14744.93,0.00,14744.93,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322487,893.00,0.00,893.00,Mc Travel,People (Childrens) Service Group,Pupil Assistance,
Salford City Council,2021-06-16,601322798,1465.43,0.00,1465.43,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322631,6242.36,0.00,6242.36,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322799,8341.65,0.00,8341.65,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322636,1388.89,0.00,1388.89,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322804,2686.61,0.00,2686.61,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322803,3175.09,0.00,3175.09,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322635,4087.30,0.00,4087.30,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322805,1953.90,0.00,1953.90,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322637,17098.58,0.00,17098.58,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322770,2780.55,0.00,2780.55,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322601,10447.65,0.00,10447.65,Nutkins Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322650,590.85,0.00,590.85,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322814,976.95,0.00,976.95,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322643,2736.83,0.00,2736.83,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322811,1221.19,0.00,1221.19,Peek A Blue,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322648,5191.88,0.00,5191.88,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322812,8754.98,0.00,8754.98,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322494,615.00,0.00,615.00,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322815,2912.06,0.00,2912.06,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322651,6150.79,0.00,6150.79,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322656,625.56,0.00,625.56,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
Salford City Council,2021-06-16,601322518,636.65,0.00,636.65,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider,
