Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2014-04-10,sqdlnmmwu,99000.00,16500.00,82500.00,Npower Ltd (I&c),Sustainable Regeneration,Capital
Salford City Council,2014-04-10,svulxeyyf,897.50,0.00,897.50,Post Office Counter,Environment and Community Safety,Postage
Salford City Council,2014-04-10,teerhwksj,948.29,25.02,923.27,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-04-10,usihythxg,533.30,88.88,444.42,Www.Paper.Co.Uk,Customer and Support Services,Stationary
Salford City Council,2014-04-10,utgzvslvw,886.25,147.71,738.54,The Furnishing Service,"Community, Health & Social Care",Furniture
Salford City Council,2014-04-10,xtbbfllpy,1711.85,0.00,1711.85,Quayside Bakery,Environment and Community Safety,Provisions
Salford City Council,2014-04-10,zaeqpygnx,653.95,12.32,641.63,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-04-10,zdyuhflxh,27087.69,4514.62,22573.07,Hays Recruitment,Customer and Support Services,Recruitment
Salford City Council,2014-04-10,lkefflfrl,56400.00,9400.00,47000.00,Capita Business Servs,Sustainable Regeneration,Capital Expenses
Salford City Council,2014-04-10,mhkwnxovs,50002.00,8333.67,41668.33,Capita Business Servs,Sustainable Regeneration,Capital Expenses
Salford City Council,2014-04-11,601111702,6231.94,0.00,6231.94,Scottish Borders Council,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-04-11,601111783,3503.60,0.00,3503.60,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,601111841,3382.00,0.00,3382.00,Swiis Fostercare Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,601111911,2490.00,415.00,2075.00,Virgin Media Business,Customer and Support Services,Broadband services
Salford City Council,2014-04-11,601111948,9731.00,0.00,9731.00,Alternative Futures Group Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-04-11,601111993,503.14,83.86,419.28,Itl North East Ltd,Capital Expenditure,Translation Service
Salford City Council,2014-04-11,601111996,1530.00,255.00,1275.00,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-04-11,601112006,1258.32,0.00,1258.32,Creative Support Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-04-11,601112015,34737.93,0.00,34737.93,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-04-11,601112985,287373.26,47895.54,239477.72,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-11,601113014,4788.81,0.00,4788.81,Greater Manchester West,"Community, Health & Social Care",Payments to H A
Salford City Council,2014-04-11,601113060,158461.20,24642.19,133819.01,Corona Energy,Capital Expenditure,Gas
Salford City Council,2014-04-11,601113203,1131.58,0.00,1131.58,Redacted Data,"Community, Health & Social Care",Refunds
Salford City Council,2014-04-11,601113209,1568.00,0.00,1568.00,Vestacare Limited,"Community, Health & Social Care",Day Care
Salford City Council,2014-04-11,601113518,2019.60,336.60,1683.00,Trinity Mirror Publishing Ltd,Capital Expenditure,Legal Fees
Salford City Council,2014-04-11,601113523,2185.81,0.00,2185.81,Ezrah Umarpeh Ltd,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2014-04-11,601113561,781.16,0.00,781.16,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-11,601113623,1377.00,229.50,1147.50,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2014-04-11,601113624,17540.62,2923.44,14617.18,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2014-04-11,601113630,154721.28,25538.18,129183.10,British Gas Business,Capital Expenditure,Gas
Salford City Council,2014-04-11,601113632,10000.00,0.00,10000.00,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-11,601113636,3000.00,0.00,3000.00,Redacted Data,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-11,601113643,6750.00,0.00,6750.00,Berry & Berry Law,Customer and Support Services,Liability Insurance
Salford City Council,2014-04-11,601113645,1022.82,0.00,1022.82,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113646,1000.00,0.00,1000.00,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113651,8005.22,0.00,8005.22,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2014-04-11,601113666,1606.00,0.00,1606.00,Creative Support Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-04-11,601113673,1605.00,0.00,1605.00,Paypoint Plc,Sustainable Regeneration,Gas
Salford City Council,2014-04-11,601113674,621.49,0.00,621.49,Redacted Data,Capital Expenditure,Disturbance Payments
Salford City Council,2014-04-11,601113675,717.90,0.00,717.90,Redacted Data,Capital Expenditure,Home Loss Payments
Salford City Council,2014-04-11,601113677,662.12,0.00,662.12,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113678,759.72,0.00,759.72,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113679,1620.11,0.00,1620.11,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113680,4850.40,0.00,4850.40,Redacted Data,Environment and Community Safety,Refunds
Salford City Council,2014-04-11,601113683,757.28,0.00,757.28,Redacted Data,Sustainable Regeneration,Tenants Rental
Salford City Council,2014-04-11,601113695,594.06,0.00,594.06,Waterfields (Leigh) Ltd,Environment and Community Safety,Provisions
Salford City Council,2014-04-11,601113697,1036.96,172.83,864.13,Berendson Uk Ltd,Environment and Community Safety,Laundry
Salford City Council,2014-04-11,601113701,976.45,0.00,976.45,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2014-04-11,601113720,4000.00,0.00,4000.00,Fp Teleset Data Group,Customer and Support Services,Postage
Salford City Council,2014-04-11,601113725,2970.00,495.00,2475.00,Advanced Building Nw Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-04-11,1600500069,3358.23,0.00,3358.23,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500071,3537.10,0.00,3537.10,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500073,3376.74,0.00,3376.74,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500118,3207.99,0.00,3207.99,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500119,3039.06,0.00,3039.06,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500120,3207.90,0.00,3207.90,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500122,2957.02,0.00,2957.02,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500123,3376.74,0.00,3376.74,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500126,2641.89,0.00,2641.89,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500127,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500128,2840.75,0.00,2840.75,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500130,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500132,3537.10,0.00,3537.10,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500133,3289.50,0.00,3289.50,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500134,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500135,3125.02,0.00,3125.02,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500137,3554.46,0.00,3554.46,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500144,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500145,3360.24,0.00,3360.24,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500146,2957.02,0.00,2957.02,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500147,2840.75,0.00,2840.75,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500244,6990.00,1165.00,5825.00,Broxap Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2014-04-11,1600500252,582.00,97.00,485.00,E C E Consultancy Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-04-11,1600500253,1164.00,194.00,970.00,E C E Consultancy Ltd,Environment and Community Safety,Legal SLA
Salford City Council,2014-04-11,1600500259,3474.00,579.00,2895.00,Itn Mark Education,Children's Services,Agency Fees
Salford City Council,2014-04-11,1600500260,599.94,99.99,499.95,Randstad Education Limited,Children's Services,Agency Fees
Salford City Council,2014-04-11,1600500262,1686.60,281.10,1405.50,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-11,1600500298,12936.00,2156.00,10780.00,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-11,1600500303,780.00,130.00,650.00,The Saville Group Ltd,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2014-04-11,1600500729,18352.00,0.00,18352.00,Witherslack Group,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-04-11,1600500751,663.68,0.00,663.68,Fostering Outcomes Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500754,9522.31,1587.06,7935.25,Nhs Greater Manchester Csu,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-11,1600500765,787.20,131.20,656.00,Campbell Associates,Environment and Community Safety,Equipment Repair
Salford City Council,2014-04-11,1600500767,6500.00,0.00,6500.00,Salford Link Project,Customer and Support Services,Other Prof Fees
Salford City Council,2014-04-11,1600500785,3786.34,0.00,3786.34,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500791,2641.89,0.00,2641.89,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500792,2957.02,0.00,2957.02,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500793,1713.72,0.00,1713.72,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500794,3537.10,0.00,3537.10,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500795,3289.50,0.00,3289.50,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500844,1350.44,0.00,1350.44,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500846,1557.83,0.00,1557.83,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500850,1485.58,0.00,1485.58,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500944,4782.99,0.00,4782.99,Child Action North West,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600500945,7951.20,1325.20,6626.00,Jontek Ltd.,Sustainable Regeneration,Computer Maintenance
Salford City Council,2014-04-11,1600500962,2224.80,370.80,1854.00,Sunrise Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-04-11,1600500984,22872.00,0.00,22872.00,The Working Class Movement Library,"Community, Health & Social Care",Grants
Salford City Council,2014-04-11,1600500994,575.00,0.00,575.00,Natt+,Children's Services,Training expenses
Salford City Council,2014-04-11,1600500996,5244.75,0.00,5244.75,Knowsley Metropolitan Borough,Children's Services,Pupil Assistance
Salford City Council,2014-04-11,1600501172,1200.00,200.00,1000.00,Redacted Data,Children's Services,Training of Others
Salford City Council,2014-04-11,1600501233,560.00,0.00,560.00,Redacted Data,Children's Services,Transport
Salford City Council,2014-04-11,1600501677,1245.60,207.60,1038.00,Johnsons Catering Ltd,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-04-11,1600501997,9500.78,1583.46,7917.32,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-11,1600502005,4175.53,695.92,3479.61,G Jones Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2014-04-11,1600502014,2946.84,491.14,2455.70,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-04-11,1600502063,4852.50,808.75,4043.75,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-04-11,1600502153,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,Office of the Chief Executive,IT  Licence Fee
Salford City Council,2014-04-11,1600502155,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,Office of the Chief Executive,IT  Licence Fee
Salford City Council,2014-04-11,1600502158,5571.30,928.55,4642.75,De Lage Landen Leasing Ltd,Office of the Chief Executive,IT  Licence Fee
Salford City Council,2014-04-11,1600502583,1650.33,0.00,1650.33,B Littler & Sons,"Community, Health & Social Care",Funerals
Salford City Council,2014-04-11,1600502718,985.50,164.25,821.25,Creedon Healthcare,"Community, Health & Social Care",Equipment Repair
Salford City Council,2014-04-11,1600502741,4570.14,761.69,3808.45,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-04-11,1600502782,1422.72,0.00,1422.72,Salford Disability Forum Ltd,Customer and Support Services,Payts to Agencies
Salford City Council,2014-04-11,1600502981,3050.00,0.00,3050.00,Salford Disability Forum Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-04-11,1600502992,566.79,0.00,566.79,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600502995,561.19,0.00,561.19,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600502996,1209.32,0.00,1209.32,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600502997,1328.20,0.00,1328.20,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600502999,567.39,0.00,567.39,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600503001,1209.32,0.00,1209.32,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600503002,1124.83,0.00,1124.83,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2014-04-11,1600503005,46435.68,7739.28,38696.40,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-04-11,1600503063,18170.10,3028.35,15141.75,E & J Kane Ltd,Capital Expenditure,Works & Building
