Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,2021-05-12,1600666581,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-12,1600666582,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-12,1600666583,17670.00,0.00,17670.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-12,601319697,4203.70,0.00,4203.70,Turning Point (Services) Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319727,5237.30,0.00,5237.30,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319655,6690.82,0.00,6690.82,Walkden Manor Res Home,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319715,8488.04,0.00,8488.04,Wellington Healthcare (Arden) Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319643,10843.74,0.00,10843.74,Wellington Healthcare (Arden) Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319708,4514.91,0.00,4514.91,Wentworth House Care Services Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,601319636,5767.95,0.00,5767.95,Wentworth House Care Services Ltd,People (Adults) - CHSC,Resid Care Home
Salford City Council,2021-05-12,1600666562,24028.66,0.00,24028.66,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-12,1600666563,62075.00,0.00,62075.00,Witherslack Group Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666642,1287.11,40.85,1246.26,1010 Taxis,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-13,1600666605,2276.42,72.30,2204.12,1010 Taxis,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2021-05-13,601319940,967.36,0.00,967.36,A And Mc Glyn Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319941,2250.00,0.00,2250.00,A And Mc Glyn Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319891,2250.00,0.00,2250.00,Aguda North West,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666595,2662.20,443.70,2218.50,Alere Toxicology Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666614,1329.60,221.60,1108.00,Angel Springs T/A Waterlogic Gb Ltd,Service Reform (Corp Bus & Transform),Food and refreshment
Salford City Council,2021-05-13,601319829,1450.00,0.00,1450.00,Angling Direct Plc,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319816,4250.00,0.00,4250.00,Atlas Hotels Salford,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319889,967.36,0.00,967.36,Atom Fireworks/ Atom Construction,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319850,8000.00,0.00,8000.00,Barakah Restaurant Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319945,967.36,0.00,967.36,Barcleys,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320027,967.36,0.00,967.36,Berrys Heating Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320026,2001.00,0.00,2001.00,Berrys Heating Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320023,2096.00,0.00,2096.00,Berrys Heating Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320028,2250.00,0.00,2250.00,Berrys Heating Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320024,4000.00,0.00,4000.00,Berrys Heating Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319915,967.36,0.00,967.36,Big Discount Electrical Appliances,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319922,2096.00,0.00,2096.00,Black Ice Bikinis,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319923,2667.00,0.00,2667.00,Black Ice Bikinis,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319931,2667.00,0.00,2667.00,Body And Base Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320002,2667.00,0.00,2667.00,Boogie Knights,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319883,967.36,0.00,967.36,Bravo Hosting And Web Services Limi,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319775,17085.00,2847.50,14237.50,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2021-05-13,601319881,2096.00,0.00,2096.00,Buffalo Bar And Grill Worsley Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319882,8000.00,0.00,8000.00,Buffalo Bar And Grill Worsley Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319813,2175.00,0.00,2175.00,C And J Clark International Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319905,967.36,0.00,967.36,Cadishead Carpets,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319904,2667.00,0.00,2667.00,Cadishead Carpets,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319805,2175.00,0.00,2175.00,Cancer Research Uk,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666647,1020.00,170.00,850.00,Capita Property & Infrastructure Lt,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2021-05-13,1600666594,540.00,90.00,450.00,Causeway Technologies Ltd,Place Directorate,Computer Software
Salford City Council,2021-05-13,601319933,967.36,0.00,967.36,Cheshire Wood House Company Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320032,1334.00,0.00,1334.00,Chesterfieldsnw,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320033,2001.00,0.00,2001.00,Chesterfieldsnw,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320029,2096.00,0.00,2096.00,Chesterfieldsnw,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320030,4000.00,0.00,4000.00,Chesterfieldsnw,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319830,1450.00,0.00,1450.00,Church Of England Childrens Society,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319831,3250.00,0.00,3250.00,Church Of England Childrens Society,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319815,4250.00,0.00,4250.00,Copthorne Hotel (Manchester),Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319992,12000.00,0.00,12000.00,Core 30 Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319828,1450.00,0.00,1450.00,Courtesy Shoes Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319812,2175.00,0.00,2175.00,Courtesy Shoes Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319764,5985.00,0.00,5985.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-13,601319765,81518.00,0.00,81518.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2021-05-13,601320005,967.36,0.00,967.36,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320004,8000.00,0.00,8000.00,Cult Grooming Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319989,12000.00,0.00,12000.00,Deep Blue Restaurants Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319801,18000.00,0.00,18000.00,Dooruf Estate,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319860,967.36,0.00,967.36,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319857,2001.00,0.00,2001.00,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319859,2096.00,0.00,2096.00,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319861,2250.00,0.00,2250.00,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319858,4000.00,0.00,4000.00,Eagle Clothing Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666643,2777.28,462.88,2314.40,Ecg Facilities Services Ltd,Place Directorate,UV Air Con
Salford City Council,2021-05-13,601319876,967.36,0.00,967.36,Ecksteins Flooring And Furniture,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320006,8000.00,0.00,8000.00,Eco Fresh Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319834,1450.00,0.00,1450.00,Ellenbrook Computers,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319886,967.36,0.00,967.36,Excell Trade Frames Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319937,967.36,0.00,967.36,Express Design Print Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319988,18000.00,0.00,18000.00,Fairview Hotels ( Manchester ) Limi,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319880,2250.00,0.00,2250.00,Farnworth And Walkden Band,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666641,4937.48,0.00,4937.48,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666639,8662.86,0.00,8662.86,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666644,9438.76,0.00,9438.76,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666645,10547.43,0.00,10547.43,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,1600666640,11474.35,0.00,11474.35,Faster Than A Cat,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,601319875,967.36,0.00,967.36,Fonemarket Mcr Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319789,725.00,0.00,725.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-13,601319772,602.88,100.48,502.40,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2021-05-13,601319934,967.36,0.00,967.36,G7G Management Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319840,8000.00,0.00,8000.00,Headstart,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319874,967.36,0.00,967.36,Helphomelessheroes Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319821,12000.00,0.00,12000.00,Higher Irlam Social Club,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666590,667.61,111.27,556.34,Hsl Compliance,Place Directorate,UV Tank Clean
Salford City Council,2021-05-13,601319851,8000.00,0.00,8000.00,Hud(Uk) Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319899,967.36,0.00,967.36,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319785,550.00,0.00,550.00,Irwin Mitchell Llp,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2021-05-13,601319818,18000.00,0.00,18000.00,Jd Sports Gyms Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319838,8000.00,0.00,8000.00,Jesus Foundation Family,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319869,967.36,0.00,967.36,K02 Cts,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319949,967.36,0.00,967.36,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319943,2096.00,0.00,2096.00,Lcd Master (Mcr) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319944,2667.00,0.00,2667.00,Lcd Master (Mcr) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319877,967.36,0.00,967.36,M Finney T/A Cccarpets,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319906,967.36,0.00,967.36,M2M Style Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319907,2250.00,0.00,2250.00,M2M Style Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319986,934.00,0.00,934.00,Mafunda Ndongala,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319987,2250.00,0.00,2250.00,Mafunda Ndongala,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319921,967.36,0.00,967.36,Max Spielmann Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319836,2667.00,0.00,2667.00,Mike Goldrick Window Blinds Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319833,1450.00,0.00,1450.00,Mirrorworld Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319864,967.36,0.00,967.36,Mk Tattoo Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319865,2250.00,0.00,2250.00,Mk Tattoo Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319996,1334.00,0.00,1334.00,Mom Knows Best,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319998,2001.00,0.00,2001.00,Mom Knows Best,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320000,2096.00,0.00,2096.00,Mom Knows Best,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319999,4000.00,0.00,4000.00,Mom Knows Best,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601320001,8000.00,0.00,8000.00,Mom Knows Best,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319928,967.36,0.00,967.36,The Jewish Book Centre,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319903,967.36,0.00,967.36,T/A Sues Hair Salon,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319936,967.36,0.00,967.36,New Live Computers Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319755,2780.32,463.39,2316.93,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Agnc Rec Hlth Auth
Salford City Council,2021-05-13,601319926,967.36,0.00,967.36,Nuna Barber Shop Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319900,2250.00,0.00,2250.00,Nutri Bar (Media City) Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319971,667.00,0.00,667.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319972,667.00,0.00,667.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319843,1334.00,0.00,1334.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319846,2001.00,0.00,2001.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319848,2096.00,0.00,2096.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,601319847,4000.00,0.00,4000.00,Nyah Cafe Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600660744,5156.00,0.00,5156.00,Ofsted,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2021-05-13,601319947,8000.00,0.00,8000.00,Oh So Fab,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666632,1852.67,308.78,1543.89,Oracle Corporation Uk Limited,Service Reform (Corp Bus & Transform),IT  Licence Fee
Salford City Council,2021-05-13,601319890,967.36,0.00,967.36,Pat Carpets Worsley Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2021-05-13,1600666606,1366325.26,227720.88,1138604.38,Pendleton Together Operating Ltd,Outside Hierarchy,Unitary Charge
Salford City Council,2021-05-13,601319927,967.36,0.00,967.36,Poppies Florist,Service Reform (Corp Bus & Transform),Grants
