Date,Directorate,Service,Supplier,Invoice Line Value (net of VAT),Account
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,889.82,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,658.02,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,889.82,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,882.35,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,889.82,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,852.44,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,874.87,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,056.00",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,212.75",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,792,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,600.50",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,REED PERSONNEL SERVICES PLC,"1,402.50",AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,"2,877.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,"2,877.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,"2,877.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RIDGEWAY HOUSE,"2,877.60",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RNIB YORKSHIRE HUMBER & NORTH EAST,"1,422.00",BOOKS
July 2010-September 2010,Community Services,Adult Social Care and Health,RNIB YORKSHIRE HUMBER & NORTH EAST,"1,590.81",EQUIPMENT
July 2010-September 2010,Community Services,Adult Social Care and Health,ROSEDALE RETIREMENT & NURSING HOME,"1,559.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ROSEDALE RETIREMENT & NURSING HOME,"1,559.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ROSEDALE RETIREMENT & NURSING HOME,"1,559.60",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"8,810.86",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"44,878.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"12,442.57",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"1,576.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"4,559.14",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"3,192.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"30,226.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"7,560.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"30,674.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"3,088.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"1,472.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"1,992.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,RYDAL NURSING HOME,"4,024.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SAINT JOHN OF GOD CARE SERVICES,"15,816.08",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SAINT JOHN OF GOD CARE SERVICES,"7,908.04",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,806.25,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,577.5,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,630,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,655.75,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,645,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SANCTUARY PERSONNEL LTD,645,AGENCY STAFF COSTS - NON TEACHING
July 2010-September 2010,Community Services,Adult Social Care and Health,SARABEC LTD,"1,500.06",EQUIPMENT
July 2010-September 2010,Community Services,Adult Social Care and Health,SARABEC LTD,"3,819.36",EQUIPMENT
July 2010-September 2010,Community Services,Adult Social Care and Health,SERAPH LTD,"6,073.49",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERAPH LTD,"6,310.20",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERAPH LTD,"5,598.59",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"1,938.63",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"1,203.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"1,180.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,105.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"1,810.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SERVOCA NURSING & CARE,"2,125.00",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"7,280.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,628.36,Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,628.36,Day Care - Private Contractors
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"7,280.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"7,280.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"14,928.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"1,885.76",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"3,732.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"1,885.76",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"3,732.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SOUTHERN CROSS HEALTHCARE LTD,"3,732.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"34,073.14",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"37,184.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"36,283.99",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"1,552.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"1,712.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SPRINGFIELD NURSING HOME,"1,512.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,"2,990.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,"2,990.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST AIDENS COTTAGE,"2,990.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,745.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,745.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,745.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST BEDES RESIDENTIAL HOME,"1,902.32",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST CUTHBERTS CARE,"1,852.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ST CUTHBERTS CARE,"1,852.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ST CUTHBERTS CARE,"1,852.00",Nursing - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,ST JOSEPHS LITTLE SISTERS OF THE POOR,"1,744.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST JOSEPHS LITTLE SISTERS OF THE POOR,"1,744.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST JOSEPHS LITTLE SISTERS OF THE POOR,"1,744.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST MARGARET'S NURSING HOME,"1,905.76",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST MARGARET'S NURSING HOME,"1,897.30",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST MARGARET'S NURSING HOME,"1,905.76",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST WILLIAMS RESIDENTIAL HOME,"15,232.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST WILLIAMS RESIDENTIAL HOME,"14,200.00",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,ST WILLIAMS RESIDENTIAL HOME,"20,238.97",Residential
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPPLIES TEAM,805.54,PRINTING
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPPLIES TEAM,"1,164.02",ICT CONSUMABLES
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPPLIES TEAM,947.83,ICT CONSUMABLES
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPPLIES TEAM,"1,255.16",ICT CONSUMABLES
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPPLIES TEAM,866.56,ICT CONSUMABLES
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"4,536.22",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"6,903.28",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"7,835.67",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"12,356.41",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),558.4,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),622.71,Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"10,931.89",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),"11,042.20",Home Care - Private Contractor
July 2010-September 2010,Community Services,Adult Social Care and Health,SUPREME CARE COMMUNITY (DOM CARE),502.83,Home Care - Private Contractor
