Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Seq No,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,LITTLE STARS NURSERY,Redacted,Not yet available,Not yet available,Not yet available,2015-05-05,22774608,1,663.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Childcare & Early Years,SUBCAT0501,Nurseries & Creches,53088,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,ST GEORGES LUPSET LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-15,22804030,1,656.00,Nil,Day Care (Other Agencies),Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Adult Education Centres,01900,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,NPS NORTH EAST LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-20,22733859,1,1029.51,Nil,Demolition,Capital,Property & Asset Management,CAT01,Architects,SUBCAT0102,Architectural Services,04422,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,NPS NORTH EAST LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-29,22754962,1,7003.50,Nil,Demolition,Capital,Property & Asset Management,CAT01,Architects,SUBCAT0102,Architectural Services,04422,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,QUANTS ENVIRONMENTAL LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-12,22802451,1,1600.00,Nil,Demolition,Capital,Professional Services,CAT08,Consultancy,SUBCAT0802,Environmental Consultants,32415,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785666,1,750.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785666,3,1933.20,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-08,22773855,3,838.70,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-08,22773855,1,1125.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785633,1,1875.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785633,2,3664.20,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-29,22764304,1,750.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785663,1,750.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22780938,1,1875.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-04-29,22764304,2,2835.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-26,22785680,1,2835.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Medical,SUBCAT0807,Doctors,26710,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DETAILS REDACTED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-06,22775600,1,8460.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DOUGHTY STREET CHAMBERS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-10,22799434,1,2625.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Central Services,1,DOUGHTY STREET CHAMBERS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-10,22799434,2,4335.00,Nil,Deputy Coroners Fees,Revenue,Professional Services,CAT08,Legal Services,SUBCAT0806,Solicitors,72460,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Planning Services,N,CORPORATE DOCUMENT SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-24,22807994,1,1377.00,Nil,Design Fees,Revenue,Business Services,CAT02,Print,SUBCAT0221,Printers & Lithographers,61540,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Children\xB4s and Education Services,4,NEP ENERGY SERVICES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-02,22752119,1,631.00,Nil,Display Energy Certificates,Revenue,Property & Asset Management,CAT01,Utilities - Sustainable Energy,SUBCAT0144,Solar Energy Equipment - Suppliers & Installers,72110,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CATHEDRAL LEASING LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-21,22744629,1,597.15,Nil,Disposal of Waste,Revenue,Property & Asset Management,CAT01,Hygiene,SUBCAT0134,Sanitary Services,66520,Not yet available
Wakefield MDC,E08000036,2015-06-30,REGENCULT,Highways & Transport Services,5,FCC RECYCLING UK LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-05-13,22777730,1,6083.82,Nil,Disposal of Waste,Revenue,Environment,CAT03,Waste Disposal,SUBCAT0315,Waste Disposal Services,83380,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,PHS GROUP PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-05-01,22762116,1,914.39,Nil,Disposal of Waste,Revenue,Property & Asset Management,CAT01,Hygiene,SUBCAT0134,Towel Supply & Washroom Services,79180,Not yet available
Wakefield MDC,E08000036,2015-06-30,ADULTS,Adult Social Care,7,PHS GROUP PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22756097,1,1529.24,Nil,Disposal of Waste,Revenue,Property & Asset Management,CAT01,Hygiene,SUBCAT0134,Towel Supply & Washroom Services,79180,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Cultural and Related Services,L,PHS GROUP PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-04-07,22752173,1,1109.08,Nil,Disposal of Waste,Revenue,Property & Asset Management,CAT01,Hygiene,SUBCAT0134,Towel Supply & Washroom Services,79180,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Net (Surplus) / Deficit of Trading Operations,A,PHS GROUP PLC,Redacted,Not yet available,Not yet available,Not yet available,2015-04-02,22745042,1,669.06,Nil,Disposal of Waste,Revenue,Property & Asset Management,CAT01,Hygiene,SUBCAT0134,Towel Supply & Washroom Services,79180,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22777954,2,1600.80,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22794978,1,1962.86,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-06-01,22794978,2,2001.00,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22756583,1,2136.33,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-14,22756583,2,2201.10,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-10,22755672,1,2379.13,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22765157,2,2461.23,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22765157,1,2535.95,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-05-12,22777954,1,2591.74,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-10,22755672,2,2775.61,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22765155,2,3348.34,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,BUSINESS,Finance,J,D SCOTT T/A R C K GROUNDWORKS,Redacted,Not yet available,Not yet available,Not yet available,2015-04-28,22765155,1,3427.95,Nil,Drainage,Capital,Property & Asset Management,CAT01,Building Services - Groundwork\xB4s,SUBCAT0111,Excavation & Groundwork Contractors,32980,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,THE AWARD SCHEME LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-04-27,22759529,1,1950.00,Nil,Duke of Edinburgh Award Scheme,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Charities & Voluntary Organisations,17020,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BLUE MOUNTAIN HOMES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-09,22782953,1,761.90,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BLUE MOUNTAIN HOMES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-23,22782950,1,4571.43,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,BLUE MOUNTAIN HOMES LTD,Redacted,Not yet available,Not yet available,Not yet available,2015-06-23,22782948,1,4723.87,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Residential Care Homes,64710,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,CEDAR HOUSE SCHOOL,Redacted,Not yet available,Not yet available,Not yet available,2015-06-11,22783747,1,24639.11,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Education & Careers,SUBCAT0502,Schools - Special,68200,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22762528,1,5714.30,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,COMPASS FOSTERING NORTH WEST LIMITED,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22794916,1,5904.78,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Adoption & Fostering,01880,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,DURHAM COUNTY COUNCIL,Redacted,Not yet available,Not yet available,Not yet available,2015-06-17,22794595,1,6690.67,Nil,Education Contribution for Pupils,Revenue,n/a,CATNA,N/A,SUBCATNA,Local Government,48583,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FTCT GLEBE HOUSE ACCOUNT,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22794623,1,4040.30,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Children\xB4s Homes,17780,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FTCT GLEBE HOUSE ACCOUNT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-20,22761211,1,4040.30,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Children\xB4s Homes,17780,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,FTCT GLEBE HOUSE ACCOUNT,Redacted,Not yet available,Not yet available,Not yet available,2015-05-28,22772434,1,4174.98,Nil,Education Contribution for Pupils,Revenue,Children and Young People,CAT05,Looked After Children,SUBCAT0503,Children\xB4s Homes,17780,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HORIZONCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-06-29,22806828,1,4285.70,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HORIZONCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-11,22762658,1,4285.70,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
Wakefield MDC,E08000036,2015-06-30,CHILDYOU,Children\xB4s and Education Services,4,HORIZONCARE,Redacted,Not yet available,Not yet available,Not yet available,2015-05-11,22762657,1,4285.70,Nil,Education Contribution for Pupils,Revenue,Adult Services,CAT04,Sub Category To Be Classified,SUBCATTBC,Home Care Services,43419,Not yet available
