Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00454,647.30,R,Arabella Health Staffing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00455,"1,008.88",R,Arabella Health Staffing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00456,"1,624.80",R,Arabella Health Staffing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00457,552.04,R,Arabella Health Staffing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00458,611.20,R,Arabella Health Staffing Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,31-Aug-11,1108-00459,557.53,R,Arabella Health Staffing Ltd
Leeds City Council,Central & Corporate Functions,Leeds Initiative,Supplies and Services,Computer Software & Equipment,214,10-Aug-11,1108-00460,"2,000.00",R,Arcadiahost Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-00461,831.13,R,Archbold Carshop Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,26-Aug-11,1108-00462,473.98,R,Archbold Carshop Ltd
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Supplies and Services,Non-Recurring Grants,227,25-Aug-11,1108-00463,"52,265.00",R,Archway
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,04-Aug-11,1108-00464,"4,684.95",R,Arco Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05-Aug-11,1108-00465,731.95,R,Arco Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,10-Aug-11,1108-00466,581.76,R,Arco Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,12-Aug-11,1108-00467,480.00,R,Arco Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Clothing & Uniforms,241,12-Aug-11,1108-00468,567.98,R,Arco Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Clothing & Uniforms,241,16-Aug-11,1108-00469,-423.03,R,Arco Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,25-Aug-11,1108-00470,"2,340.00",R,Arco Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,25-Aug-11,1108-00471,"1,170.00",R,Arco Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,26-Aug-11,1108-00472,651.02,R,Arco Ltd
Leeds City Council,City Development,Recreation,Supplies and Services,Clothing & Uniforms,241,31-Aug-11,1108-00473,423.03,R,Arco Ltd
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,03-Aug-11,1108-00474,"1,234.80",R,Arden Winch And Company Limited
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,03-Aug-11,1108-00475,"1,431.00",R,Arden Winch And Company Limited
Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Clothing & Uniforms,241,03-Aug-11,1108-00476,478.00,R,Arden Winch And Company Limited
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Office Furniture & Equipment,201,07-Jul-11,1108-00477,508.91,R,Argos Retail Group
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Operational Furniture & Equipment,203,20-Jul-11,1108-00478,624.94,R,Argos Retail Group
Leeds City Council,Environment & Neighbourhoods,Environmental Health,Supplies and Services,Other Hired And Contracted Services,265,05-Aug-11,1108-00479,551.40,R,Ari Environmental Services Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,12-Aug-11,1108-00480,494.18,R,Arnold Clark Finance Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,05-Aug-11,1108-00481,497.49,R,Arnold Laver & Co Ltd
East - North East,East - North East,Construction Services,Supplies and Services,Other Materials,205,11-Aug-11,1108-00482,"1,327.97",R,Arnold Laver & Co Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,19-Aug-11,1108-00483,801.22,R,Arnold Laver & Co Ltd
Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,19-Aug-11,1108-00484,922.50,R,Arnold Laver & Co Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,04-Aug-11,1108-00485,"1,347.20",R,Arrigadeen Nursing Home
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00486,"1,027.46",R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00487,733.90,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00488,587.12,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00489,587.12,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00490,931.03,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00491,587.12,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00492,587.12,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00493,"1,068.54",R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00494,440.34,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00495,718.76,R,Articulate Advocacy
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Other Agency Services,561,02-Aug-11,1108-00496,"1,074.74",R,Articulate Advocacy
Leeds City Council,Adult Social Care,Social Services Support Services,Third Party Payments,Payments To Voluntary Organisations,561,15-Aug-11,1108-00497,"11,551.25",R,Articulate Advocacy
Leeds City Council,Childrens Services,Learning Skills & Universal,Transport,Fuel (Non LCC Supplies),321,05-Aug-11,1108-00498,"3,650.76",R,Arval Phh Business Solutions Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,05-Aug-11,1108-00499,622.50,R,Asbestos Sample Analysis Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,12-Aug-11,1108-00500,517.50,R,Asbestos Sample Analysis Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Aug-11,1108-00501,540.00,R,Asbestos Sample Analysis Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,31-Aug-11,1108-00502,420.00,R,Asbestos Sample Analysis Limited
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,31-Aug-11,1108-00503,735.00,R,Asbestos Sample Analysis Limited
Leeds City Council,Central & Corporate Functions,Financial Management,Supplies and Services,Books & Publications,206,20-Jul-11,1108-00504,423.47,R,Ascertiva Group lT
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,12-Aug-11,1108-00505,"2,662.00",R,Asd Metal Services
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00506,"9,632.12",R,Ashcroft House Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00507,"16,367.24",R,Ashcroft House Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-00508,"3,753.12",R,Ashcroft Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-00509,"1,209.96",R,Ashcroft Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-00510,782.16,R,Ashcroft Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00511,"4,671.11",R,Ashcroft Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-00512,"1,209.96",R,Ashcroft Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-00513,660.48,R,Ashfield Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00514,"2,777.04",R,Ashfield Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00515,565.80,R,Ashfield Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-00516,660.48,R,Ashfield Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00517,565.80,R,Ashfield Court
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-00518,-848.92,R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,03-Aug-11,1108-00519,"2,318.40",R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,03-Aug-11,1108-00520,-431.38,R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-00521,"25,210.68",R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,31-Aug-11,1108-00522,"2,318.40",R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,31-Aug-11,1108-00523,"5,827.14",R,Ashfield Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,03-Aug-11,1108-00524,"1,504.00",R,Ashley Care Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,31-Aug-11,1108-00525,"1,504.00",R,Ashley Care Ltd
Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Publication And Promotion,267,03-Aug-11,1108-00526,500.00,R,Ashtead Plant Hire Company Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-00527,726.00,R,Ashtead Plant Hire Company Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-00528,726.00,R,Ashtead Plant Hire Company Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-00529,726.00,R,Ashtead Plant Hire Company Ltd
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,05-Aug-11,1108-00530,726.00,R,Ashtead Plant Hire Company Ltd
Leeds City Council,City Development,Recreation,Transport,Hire Of Movable Plant & Machinery,315,30-Aug-11,1108-00531,-624.64,R,Ashtead Plant Hire Company Ltd
Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,30-Aug-11,1108-00532,559.36,R,Ashtead Plant Hire Company Ltd
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,03-Aug-11,1108-00533,840.32,R,Ashville Care Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,31-Aug-11,1108-00534,840.32,R,Ashville Care Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,04-Aug-11,1108-00535,"1,121.92",R,Ashworth Grange
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,02-Aug-11,1108-00536,671.60,R,Askews & Holts
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,02-Aug-11,1108-00537,"11,618.77",R,Askews & Holts
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,02-Aug-11,1108-00538,"3,812.09",R,Askews & Holts
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,04-Aug-11,1108-00539,998.89,R,Askews & Holts
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Books & Audio-Visual Materials,206,09-Aug-11,1108-00540,"1,020.44",R,Askews & Holts
