Ã¯»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-06-10,601278363,7593.54,0.00,7593.54,Novus Property Solutions,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-06-10,1600648930,675.00,0.00,675.00,Oldham Mbc,Public Health,Payts to Agencies
Salford City Council,2020-06-10,601278419,10000.00,0.00,10000.00,Philips Trust Corporation Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-10,601278417,1000.00,0.00,1000.00,Proforma Arts Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-10,601276147,542.40,90.40,452.00,Randstad Public Services Limited,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-10,6003050044,533.00,0.00,533.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,6003050112,542.60,0.00,542.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,6003050060,585.80,0.00,585.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,6003050093,668.40,0.00,668.40,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,6003050109,682.40,0.00,682.40,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278325,720.00,0.00,720.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050005,779.60,0.00,779.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,6003050000,880.80,0.00,880.80,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278311,937.72,0.00,937.72,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278310,1034.70,0.00,1034.70,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278312,1035.00,0.00,1035.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278323,1134.00,0.00,1134.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278313,1170.00,0.00,1170.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278314,1184.40,0.00,1184.40,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050052,1196.00,0.00,1196.00,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278375,1200.00,0.00,1200.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278331,1237.50,0.00,1237.50,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050146,1311.60,0.00,1311.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278309,1420.35,0.00,1420.35,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278338,1425.00,0.00,1425.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050056,1432.40,0.00,1432.40,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278378,1520.00,0.00,1520.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050048,1548.60,0.00,1548.60,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278328,2076.90,0.00,2076.90,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278324,2975.84,0.00,2975.84,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,6003050040,3061.12,0.00,3061.12,Redacted Data,Service Reform (Corp Bus & Transform),Res Pers Allow-Priv
Salford City Council,2020-06-10,601278332,3600.00,0.00,3600.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278381,4275.00,0.00,4275.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278380,4604.00,0.00,4604.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278296,5192.40,0.00,5192.40,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278288,5667.39,0.00,5667.39,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278422,7500.00,0.00,7500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-10,601278291,13872.00,0.00,13872.00,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278301,45264.80,0.00,45264.80,Redacted Data,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278421,2500.00,0.00,2500.00,Rfc International Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-10,601278326,1680.00,0.00,1680.00,Saeed A Vakharia T/A Imperial Trave,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,1600647954,5000.00,0.00,5000.00,Safe Families For Children Uk Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-10,601278391,1303.80,217.30,1086.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278392,1404.00,234.00,1170.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278396,1710.72,285.12,1425.60,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278397,2628.00,438.00,2190.00,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278393,2665.50,444.25,2221.25,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278394,3087.36,514.56,2572.80,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278398,4145.40,690.90,3454.50,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278297,7223.22,1203.87,6019.35,Saltax Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278377,792.00,132.00,660.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278376,864.00,144.00,720.00,Scotts Private Hire Taxis Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,1600648971,3750.00,0.00,3750.00,Special Spirits,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-10,1600648936,1094.50,0.00,1094.50,Spw Consultancy Ltd,People (Childrens) Service Group,ClientTravel Expense
Salford City Council,2020-06-10,1600648934,1500.00,0.00,1500.00,Spw Consultancy Ltd,People (Childrens) Service Group,Other Prof Fees
Salford City Council,2020-06-10,601274021,4000.00,0.00,4000.00,Ssb Law,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-06-10,601274146,8066.00,0.00,8066.00,Ssb Law,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2020-06-10,1600647952,7580.00,0.00,7580.00,Ssi Schaefer Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-10,1600647953,7580.00,0.00,7580.00,Ssi Schaefer Limited,Service Reform (Corp Bus & Transform),Purch of Furn/Equip
Salford City Council,2020-06-10,601278335,975.00,0.00,975.00,Stephen A Marron T/A Sam Travel,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278415,8500.00,0.00,8500.00,Sylvan Court Day Nursery Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-06-10,601278315,1500.00,0.00,1500.00,T/A D & H Enterprises,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,1600644567,1647.00,274.50,1372.50,T/A Parker Merchanting,Service Reform (Corp Bus & Transform),Stock Control (VMS)
Salford City Council,2020-06-10,6003049992,15588.51,0.00,15588.51,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,2020-06-10,601278373,787.50,0.00,787.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278371,834.00,0.00,834.00,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278368,958.50,0.00,958.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278370,1003.50,0.00,1003.50,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278372,1082.25,0.00,1082.25,Taxistransfers,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,1600640406,9000.00,1500.00,7500.00,The Cheshire & Grtr M/Ch Community,Place Directorate,Other Prof Fees
Salford City Council,2020-06-10,1600648941,40788.00,6798.00,33990.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-06-10,601278295,9705.00,0.00,9705.00,Travel By Myles,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-10,601278367,5671.28,0.00,5671.28,Warrington Borough Council,Service Reform (Corp Bus & Transform),Other Prof Fees
Salford City Council,2020-06-10,601278374,750.00,0.00,750.00,Wp Taxis,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-11,601278412,2816.00,376.00,2440.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-11,601278454,3040.00,320.00,2720.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-11,601278453,3208.00,488.00,2720.00,Alexander House / Care / Housing,People (Adults) - CHSC,Rents
Salford City Council,2020-06-11,1600648997,2827.51,471.25,2356.26,Altitude Services Ltd,Place Directorate,Contractors
Salford City Council,2020-06-11,601278456,552.00,92.00,460.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-11,601278455,600.00,100.00,500.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-06-11,601278410,15570.10,2595.01,12975.09,British Telecommunications Plc,Service Reform (Corp Bus & Transform),Telephones & Fax
Salford City Council,2020-06-11,601278407,1548.00,258.00,1290.00,Carrington Riding Centre,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-11,1600648978,6250.00,0.00,6250.00,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-11,1600648979,6250.00,0.00,6250.00,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-11,1600648980,6250.00,0.00,6250.00,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-11,1600648981,6250.00,0.00,6250.00,Chatsworth High School & Community,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-11,1600649058,650.00,0.00,650.00,Commumnicart Ltd,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2020-06-11,601278441,4074.00,0.00,4074.00,Cromwood Housing Ltd,People (Childrens) Service Group,Rents
Salford City Council,2020-06-11,601277942,81827.50,0.00,81827.50,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-11,601277801,126290.00,0.00,126290.00,Cromwood Housing Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-06-11,1600649050,1009.01,168.17,840.84,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-11,1600649052,2018.03,336.34,1681.69,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-11,1600649051,11226.49,1871.08,9355.41,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,2020-06-11,1600649022,1346.70,224.45,1122.25,Eco Air Control Ltd,Service Reform (Corp Bus & Transform),Equipment Maint'ce
Salford City Council,2020-06-11,601278452,783.66,130.61,653.05,Educationcity.Com,People (Childrens) Service Group,IT  Licence Fee
Salford City Council,2020-06-11,601278428,750.00,125.00,625.00,Gazprom Energy,People (Childrens) Service Group,Gas
Salford City Council,2020-06-11,1600649029,770.57,128.43,642.14,Hireway Vehicle Rentals Ltd,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-06-11,1600648991,672.00,112.00,560.00,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2020-06-11,1600648647,636.06,106.01,530.05,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648639,742.38,123.73,618.65,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648646,957.22,159.54,797.68,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648640,989.87,164.98,824.89,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648635,1210.73,201.79,1008.94,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648654,1388.21,231.37,1156.84,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648637,1421.41,236.90,1184.51,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648651,1453.72,242.29,1211.43,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648631,2209.43,368.24,1841.19,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648634,2472.96,412.16,2060.80,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648649,2627.60,437.93,2189.67,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648648,2682.00,447.00,2235.00,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648638,2691.36,448.56,2242.80,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648641,4434.54,739.09,3695.45,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648650,4509.62,751.60,3758.02,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648642,4852.28,808.71,4043.57,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648644,4918.09,819.68,4098.41,K J Lines Limited,Place Directorate,Contractors
Salford City Council,2020-06-11,1600647972,12200.00,0.00,12200.00,King David Schools,People (Childrens) Service Group,Release of Provision
Salford City Council,2020-06-11,1600649004,2016.00,336.00,1680.00,Leeds Commercial Limited,Place Directorate,Contract Hire
Salford City Council,2020-06-11,1600648972,1076.40,179.40,897.00,Lk Consult Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-11,1600649054,2580.00,430.00,2150.00,Lk Consult Limited,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-06-11,601278292,12932.25,0.00,12932.25,Mainline 8S Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-06-11,601278459,634.00,0.00,634.00,Marston Group Limited,Service Reform (Corp Bus & Transform),VAT Adjustment
Salford City Council,2020-06-11,601278429,3281.88,546.98,2734.90,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Agnc Rec Hlth Auth
Salford City Council,2020-06-11,601278438,3295.85,549.31,2746.54,Nhs Salford Ccg,Service Reform (Corp Bus & Transform),Agnc Rec Hlth Auth
Salford City Council,2020-06-11,1600648976,740.40,123.40,617.00,Orchid Cellmark Ltd,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-06-11,1600649057,4812.24,802.04,4010.20,Pts Ltd,Place Directorate,Contractors
Salford City Council,2020-06-11,1600648977,864.00,144.00,720.00,Rbs Invoice Finance Limited,Place Directorate,Equipment Purchase
Salford City Council,2020-06-11,601278445,735.48,0.00,735.48,Redacted Data,Service Reform (Corp Bus & Transform),Other Prof Fees
