Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L no.
Salford City Council,2014-06-13,601117842,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117843,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117844,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117845,833.80,0.00,833.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117806,842.16,0.00,842.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117833,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117838,843.68,0.00,843.68,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117807,862.16,0.00,862.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117811,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117835,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117836,966.16,0.00,966.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117810,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117813,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117814,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117815,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117816,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117817,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117818,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117819,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117820,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117821,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117822,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117823,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117824,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117825,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117826,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117827,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117829,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117830,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117831,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117832,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117834,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117841,974.16,0.00,974.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117809,982.16,0.00,982.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117828,1010.16,0.00,1010.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117840,1222.16,0.00,1222.16,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117808,1222.88,0.00,1222.88,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,601117812,1547.80,0.00,1547.80,Redacted Data,"Community, Health & Social Care",Adult Placements
Salford City Council,2014-06-13,1600508010,4500.00,0.00,4500.00,Tiferes Girls School,Children's Services,Pupil Assistance
Salford City Council,2014-06-13,1600507553,605.00,0.00,605.00,Chubb Systems Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2014-06-13,1600507090,810.00,135.00,675.00,R H Smith Engineering Ltd,Capital Expenditure,Works & Building
Salford City Council,2014-06-13,601117218,120102.60,20017.09,100085.51,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-13,601117216,155818.06,25969.68,129848.38,Emanuel Whittakers Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-13,1600507121,264817.64,44136.27,220681.37,Tiger Turf (Uk) Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-13,601117212,9558.62,1593.08,7965.54,Vista Group Plc,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-13,601115867,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-13,601117866,2274.30,0.00,2274.30,Dolphin Mobility Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,601117860,2195.64,0.00,2195.64,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,601117862,4213.44,0.00,4213.44,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,601117868,5264.59,0.00,5264.59,Structec,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,601117864,4838.16,0.00,4838.16,Thyssenkrupp Encasa Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,601117858,10712.56,0.00,10712.56,Wessex Lift Co Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2014-06-13,ggfmgtqbo,4491.00,0.00,4491.00,Hmcourts-Service.G,Customer and Support Services,Legal Fees
Salford City Council,2014-06-16,1600507232,3840.00,640.00,3200.00,Nomix Enviro Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-16,1600507219,1625.87,270.98,1354.89,Powerflow Solutions Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2014-06-16,601117888,600.00,100.00,500.00,Zurich Insurance Company,Customer and Support Services,Liability Insurance
Salford City Council,2014-06-16,601116418,3882.00,647.00,3235.00,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2014-06-16,1600508564,946.80,157.80,789.00,Alan Franklin Builders Ltd,Sustainable Regeneration,Rechargeable R & Mnt
Salford City Council,2014-06-16,1600506040,666.06,111.01,555.05,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-06-16,1600507512,763.20,127.20,636.00,Cia 2000 Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2014-06-16,1600507554,14880.00,2480.00,12400.00,Steanne Solutions Ltd,Sustainable Regeneration,Principal Road Maint
Salford City Council,2014-06-16,1600505946,4694.00,0.00,4694.00,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-06-16,1600505947,4847.50,0.00,4847.50,Alexander Support Services,Sustainable Regeneration,Rents
Salford City Council,2014-06-16,1600506711,829.08,0.00,829.08,Places For People Individual Suppor,Children's Services,Rents
Salford City Council,2014-06-16,1600508543,3985.70,0.00,3985.70,Specialised Homes And Lodgings Ltd,Children's Services,Rents
Salford City Council,2014-06-16,601117893,1380.00,0.00,1380.00,The Hawthorn Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-06-16,601117908,1426.00,0.00,1426.00,The Hawthorn Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-06-16,601117905,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-06-16,601117909,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-06-16,601117945,900.00,0.00,900.00,White Lodge Hotel,"Community, Health & Social Care",Rents
Salford City Council,2014-06-16,1600508488,43685.39,7280.90,36404.49,Carlton Fuels,Environment and Community Safety,Vehicle Running Cost
Salford City Council,2014-06-16,1600506485,1635.96,272.66,1363.30,Alliance Disposables Ltd,Environment and Community Safety,Cleaning Materials
Salford City Council,2014-06-16,1600506495,1580.51,263.42,1317.09,Pressure Coolers Ltd,Customer and Support Services,Provisions
Salford City Council,2014-06-16,1600507551,574.80,95.80,479.00,North Yorkshire Mobility And Safety,"Community, Health & Social Care",Disability Equipment
Salford City Council,2014-06-16,1600506486,6000.00,1000.00,5000.00,Ebma Solutions Ltd,Customer and Support Services,Consult/Contractors
Salford City Council,2014-06-16,601116407,510.00,85.00,425.00,Psi (Resources) Limited,Environment and Community Safety,del'd kitchen formul
Salford City Council,2014-06-16,1600507978,960.00,160.00,800.00,Defensive Driver Training Ltd,Environment and Community Safety,Training expenses
Salford City Council,2014-06-16,601117877,2531.76,421.96,2109.80,Ashtead Plant Hire Company Ltd,Customer and Support Services,Hire of Facilities
Salford City Council,2014-06-16,1600497096,1940.16,323.36,1616.80,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-16,1600497518,10134.64,467.31,9667.33,Eccles Special High Schools Co Ltd,Children's Services,Unitary Charge
Salford City Council,2014-06-16,601117910,576.00,96.00,480.00,C. I. E. H.,Environment and Community Safety,Subscriptions
Salford City Council,2014-06-16,601116416,8020.80,1336.80,6684.00,Oldham MBC,Customer and Support Services,Subscriptions
Salford City Council,2014-06-16,601117911,5700.00,950.00,4750.00,Impact Security Services Limited,Children's Services,Training of Others
Salford City Council,2014-06-16,601117890,3420.00,570.00,2850.00,University Of West London,Children's Services,Training of Others
Salford City Council,2014-06-16,601117904,3330.74,0.00,3330.74,Home Focus,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-16,601117903,1799.60,0.00,1799.60,Inspirit Care Limited,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-16,601115053,3724.50,0.00,3724.50,Oldham MBC,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-16,1600508337,2130.72,0.00,2130.72,Oracle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-16,1600506493,13011.30,0.00,13011.30,Oracle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2014-06-16,1600507503,52257.00,0.00,52257.00,Pontville School Limited,Children's Services,Payts to Agencies
Salford City Council,2014-06-16,1600506857,73912.00,0.00,73912.00,Social Adventures Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-16,1600506487,61668.00,10278.00,51390.00,Unique Improvements Ltd,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2014-06-16,1600506492,4988.70,0.00,4988.70,Oracle Care Ltd,Children's Services,Non-Maint Spec Schls
Salford City Council,2014-06-16,601117876,32397.60,0.00,32397.60,Community Integrated Care,"Community, Health & Social Care",Resid Care Home
Salford City Council,2014-06-16,601117899,692.40,115.40,577.00,Nectarfleet Ltd,"Community, Health & Social Care",Transport
Salford City Council,2014-06-16,601117938,5999.56,0.00,5999.56,Abbotsound Limited,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-16,601117934,779.80,129.96,649.84,Nas Services Ltd,"Community, Health & Social Care",Day Care
Salford City Council,2014-06-16,1600507557,10548.78,0.00,10548.78,Living Ambitions,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-06-16,601116944,3042.64,0.00,3042.64,Ormerod Home Trust Ltd,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-06-16,1600508414,9193.68,1532.28,7661.40,Turning Point Services Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-06-16,1600503551,18387.36,3064.56,15322.80,Turning Point Services Limited,"Community, Health & Social Care",Supported Tenancies
Salford City Council,2014-06-16,1600506422,1600.00,0.00,1600.00,Mds Mini Buses (Manchester) Ltd,Children's Services,Pupil Assistance
Salford City Council,2014-06-16,601117726,18536.04,3089.74,15446.30,Edmundson Electrical Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117750,18244.15,3040.69,15203.46,Ellesmere Engineering Co Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117881,309454.19,51575.70,257878.49,G & J Seddon Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,1600508428,108311.98,18052.00,90259.98,Groundwork Landscapes Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117885,60765.92,10127.62,50638.30,Richmond Joinery & Builders Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117732,18303.70,3050.64,15253.06,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117728,22086.56,3681.08,18405.48,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601117730,44173.12,7362.16,36810.96,Sovereign Group Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2014-06-16,601116205,24220.61,4036.77,20183.84,Network Rail,Capital Expenditure,External Fees-Other
Salford City Council,2014-06-16,1600506461,1315.20,219.20,1096.00,Transport For Greater Manchester,Capital Expenditure,External Fees-Other
Salford City Council,2014-06-16,601116228,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-16,601116412,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-16,601116415,513.50,79.00,434.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-16,601116414,561.50,87.00,474.50,Bradshaw International,Capital Expenditure,Disturbance Payments
Salford City Council,2014-06-16,2203770425,1400.00,0.00,1400.00,Redacted Data,Community Health & Social Care,Allowances
Salford City Council,2014-06-16,fmptktjyk,1177.35,0.00,1177.35,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2014-06-16,bhvbyyuzw,663.51,0.00,663.51,Birtwistle Butcher,Environment and Community Safety,Provisions
Salford City Council,2014-06-16,isycwvfhf,1003.90,9.30,994.60,Brake Bros Ltd,Environment and Community Safety,Provisions
