Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-11-13,601230923,1600.5,0,1600.5,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230815,22518.83,0,22518.83,Manchester Jnr Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230925,1782.38,0,1782.38,Merlin Childcare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230817,1293.6,0,1293.6,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230926,9493.88,0,9493.88,Mice To Meet You Playgroup Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230928,763.88,0,763.88,Mirjam Katz,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230931,1746,0,1746,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230930,4903.35,0,4903.35,Mojo-Out Of School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230932,1273.13,0,1273.13,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230820,2768.64,0,2768.64,Monton Village School Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230934,2291.63,0,2291.63,Nutkins Play & Learn Centre,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230821,7812.38,0,7812.38,Nutkins Play & Learn Centre,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230940,1527.75,0,1527.75,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230825,4278.23,0,4278.23,Oyy Lubavitch Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230937,521.38,0,521.38,Pauline Doyle,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230732,670,0,670,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2018-11-13,1600617014,555,92.5,462.5,Pennine Marine,Place Directorate,nonuv Build Rp&Maint
Salford City Council,2018-11-13,601230711,18178.44,0,18178.44,Pollock Lifts,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-13,601230939,5097.35,0,5097.35,Pomegranate Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601229757,1230,205,1025,Protocol Education,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-13,601230829,2475.9,0,2475.9,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230941,2800.88,0,2800.88,Rainbows Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230871,509.25,0,509.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230872,509.25,0,509.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230909,509.25,0,509.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230891,545.63,0,545.63,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230903,618.37,0,618.37,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230873,763.88,0,763.88,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230876,763.88,0,763.88,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230801,819,0,819,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600616527,600,100,500,Rm Education Plc,Capital Expenditure,Purch of Comp Equip
Salford City Council,2018-11-13,601230942,2146.13,0,2146.13,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230830,3012.66,0,3012.66,Roobyloos Childrens Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600617059,1102.8,183.8,919,S & S Marquees Ltd,People (Adults) - CHSC,Oth Office Expenses
Salford City Council,2018-11-13,1600617060,1883.4,313.9,1569.5,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2018-11-13,1600617061,3015,502.5,2512.5,S & S Marquees Ltd,Service Reform (Corp Bus & Transform),Contract Hire
Salford City Council,2018-11-13,601230743,5158.65,0,5158.65,Salford Academy Trust,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230935,1673.25,0,1673.25,Shelleys Shortie'S,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600616560,9090,1515,7575,Ssi Schaefer Limited,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-11-13,601230833,887.25,0,887.25,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230744,5708.85,0,5708.85,St Augustine'S Ce Primary School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230945,1254.94,0,1254.94,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230834,4294.5,0,4294.5,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230946,1873.31,0,1873.31,St Pauls Peel Playgroup Fund,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600616371,22260,3710,18550,Storm Environmental Ltd,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2018-11-13,1600615726,2268,0,2268,Sunrise Medical Ltd,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-13,601230947,1018.5,0,1018.5,Sylvan Court Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230836,3200.4,0,3200.4,Sylvan Court Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230886,797.83,0,797.83,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230779,4984.2,0,4984.2,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230885,3964.88,0,3964.88,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230778,4908.04,0,4908.04,T/A Holyrood Day Nursery - Media Ci,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230887,2037,0,2037,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230780,3507.84,0,3507.84,T/A Holyrood Day Nursery - Salford,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230781,4437.6,0,4437.6,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230888,5820,0,5820,T/A Holyrood Day Nursery (Swinton),People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230837,26032.5,0,26032.5,Talmud Torah Chinuch N'Orim,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230838,16845.15,0,16845.15,Talmud Torah Yetev Lev Ltd-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230948,4801.5,0,4801.5,Tashbar Academy Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230731,28379.4,0,28379.4,Tashbar Academy Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230922,1491.38,0,1491.38,The Dollhouse,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230840,2252.25,0,2252.25,The Manse Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230950,2837.25,0,2837.25,The Manse Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230843,11762.89,0,11762.89,The New Girls School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230952,2291.63,0,2291.63,The Stables Day Nursery Limited,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230951,1273.13,0,1273.13,The Stables Day Nursery Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230841,2233.73,0,2233.73,The Stables Day Nursery Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230953,763.88,0,763.88,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230844,3598.2,0,3598.2,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230954,6620.25,0,6620.25,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230845,1768.5,0,1768.5,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230955,5607.81,0,5607.81,Tinytots Vision Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230846,17048.05,0,17048.05,Toras Emes,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230867,2273.44,0,2273.44,Treasures Child Care Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230933,1236.75,0,1236.75,Tulip Day Care Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230957,4110.38,0,4110.38,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230847,6030.45,0,6030.45,Unicorn Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600616943,4002,0,4002,University Of Birmingham,People (Childrens) Service Group,Training expenses
Salford City Council,2018-11-13,601230864,1727.82,0,1727.82,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230755,3875.97,0,3875.97,University Of Salford Busy Bees,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,1600616524,2862,477,2385,Wainwright Stump Removal Ltd,Place Directorate,Contractors
Salford City Council,2018-11-13,601230850,942.98,0,942.98,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230849,1051.34,0,1051.34,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230959,1261,0,1261,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230961,1982.44,0,1982.44,Westwood Smarties,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230851,3384.68,0,3384.68,Westwood Smarties,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230852,1265.78,0,1265.78,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230963,4055.82,0,4055.82,Wow Kids Ltd T/A Bright Futures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230853,991.23,0,991.23,Yogurt Pots Childcare Services,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230964,2085.5,0,2085.5,Yogurt Pots Childcare Services,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230965,3492,0,3492,Zila Grosz,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,601230958,1273.13,0,1273.13,Zisse Kinder Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2018-11-13,pusyohqaq,10768.97,1794.83,8974.14,Ricoh UK Limited,People (Childrens) Service Group,Printing & Photocopying
Salford City Council,2018-11-13,dvgmxbbqs,1024.55,0,1024.55,Virgin Trains,People (Childrens) Service Group,Travel
Salford City Council,2018-11-13,hmenodcjg,561.4,0,561.4,Virgin Trains,People (Childrens) Service Group,Travel
Salford City Council,2018-11-13,rutmstdst,1394.5,0,1394.5,Virgin Trains,People (Childrens) Service Group,Travel
Salford City Council,2018-11-13,idndnfvcs,599.72,,599.72,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-13,syxibhgxq,587.77,10.26,577.51,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-13,hkrfovqdv,1003.82,52.51,951.31,Brake Bros Ltd,Place Directorate,Food and refreshments
Salford City Council,2018-11-13,bvonfysbj,1118.4,0,1118.4,Manchester Cabins,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-11-13,hedblhbus,1118.4,0,1118.4,Manchester Cabins,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-11-13,jwwqeultf,627,0,627,Dts.Solutions (U.K) Lt,People (Childrens) Service Group,Equipment Purchase
Salford City Council,2018-11-14,601230434,892.8,148.8,744,Bridge Education & Training Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,2018-11-14,1600616878,596.52,99.42,497.1,C P Davidson & Sons Ltd,Capital Expenditure,Vehicle Maintenance
Salford City Council,2018-11-14,601230976,552,92,460,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2018-11-14,601230984,552,92,460,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2018-11-14,601230990,552,92,460,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2018-11-14,601230980,2502,417,2085,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2018-11-14,601230986,2502,417,2085,Chrystal Consulting Ltd,Place Directorate,Veh Operating Leases
Salford City Council,2018-11-14,601231002,3292.83,0,3292.83,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2018-11-14,1600616603,10266.38,1711.06,8555.32,Compass Minerals Uk Ltd,Place Directorate,Materials
Salford City Council,2018-11-14,1600615277,3309.55,0,3309.55,Delamere School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-14,1600615278,4467.92,0,4467.92,Delamere School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-14,601231016,1190,0,1190,Ellenbrook Village Association,Place Directorate,Payts to Vol Orgs
Salford City Council,2018-11-14,601230210,4272,712,3560,Forbes Solicitors,Service Reform (Corp Bus & Transform),Liability Insurance
Salford City Council,2018-11-14,601229772,1980,330,1650,Good Sense (Conflict Resolution)Tra,People (Childrens) Service Group,Training expenses
Salford City Council,2018-11-14,601230555,1294.5,0,1294.5,H59 Transport Limited,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2018-11-14,1600616269,2410.8,401.8,2009,Handicare,Capital Expenditure,Improvement Grants
Salford City Council,2018-11-14,601229771,6660,1110,5550,Harmony Business Systems Ltd,Service Reform (Corp Bus & Transform),Computer Software
Salford City Council,2018-11-14,601230993,700,0,700,Hawthorn Hotel,People (Childrens) Service Group,XXXXX AGENCY ROAD MA
Salford City Council,2018-11-14,1600616860,721.2,120.2,601,J Fletcher Engineers Ltd,Place Directorate,UV Heat Rep
Salford City Council,2018-11-14,1600615720,1925,0,1925,Monton Church (Unitarian),Place Directorate,Rents
Salford City Council,2018-11-14,1600617676,4763.57,0,4763.57,Partners In Care Ltd,People (Childrens) Service Group,Payts to Agencies
