ï»¿Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L description.
Salford City Council,2020-07-13,601281217,1390.00,0.00,1390.00,Paypoint Plc,People (Adults) - CHSC,Gas
Salford City Council,2020-07-13,1600650549,1425.00,0.00,1425.00,Stakesby Primary Academy,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-13,601281163,1663.20,0.00,1663.20,Manchester City Mission,People (Adults) - CHSC,Rents
Salford City Council,2020-07-13,1600650564,1788.00,298.00,1490.00,Traffic Direct,Place Directorate,Contractors
Salford City Council,2020-07-13,601280732,1806.97,0.00,1806.97,Cleggs Chilled Food Service,Place Directorate,Food and refreshment
Salford City Council,2020-07-13,1600650593,1970.95,328.49,1642.46,Landscape Engineering Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-13,601281221,2000.00,0.00,2000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281220,2500.00,0.00,2500.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,1600650551,3180.00,530.00,2650.00,Groundwork Landscapes Ltd,Service Reform (Corp Bus & Transform),Pmnt to Ctrs-Improv
Salford City Council,2020-07-13,1600649816,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-13,1600650251,3300.00,0.00,3300.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-13,1600650583,4859.85,809.97,4049.88,Enterprise Flex E-Rent,Place Directorate,Annual Vehicle Hire
Salford City Council,2020-07-13,1600650563,5083.09,847.18,4235.91,Electricity North West Ltd,Service Reform (Corp Bus & Transform),Works & Building
Salford City Council,2020-07-13,601281218,6000.00,0.00,6000.00,Allison And Co,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281158,6265.80,1044.30,5221.50,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-07-13,1600650541,6666.67,0.00,6666.67,Manchester Hospital School,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-13,601281208,7000.00,0.00,7000.00,Dlp Services Northern Ltd,Service Reform (Corp Bus & Transform),Improvement Grants
Salford City Council,2020-07-13,601281219,9000.00,0.00,9000.00,Tru Communications Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281231,10000.00,0.00,10000.00,Abc Mini Market Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281234,10000.00,0.00,10000.00,Crystal Vehicle Rental Services Lim,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281228,10000.00,0.00,10000.00,Devland Investments Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281230,10000.00,0.00,10000.00,Evolution Stage Hire Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281235,10000.00,0.00,10000.00,Food Station Manchester Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281232,10000.00,0.00,10000.00,I B Furnishings Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281236,10000.00,0.00,10000.00,Juniper'S Bar Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281226,10000.00,0.00,10000.00,Melam Limited,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281224,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281225,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281229,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281233,10000.00,0.00,10000.00,Redacted Data,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281227,10000.00,0.00,10000.00,Vape4World Ltd,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,601281222,10000.00,0.00,10000.00,Wipe Your Tears Childrens Charity,Service Reform (Corp Bus & Transform),Grants
Salford City Council,2020-07-13,1600650171,10946.02,1824.34,9121.68,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,2020-07-13,601281175,16272.21,0.00,16272.21,Salix Homes Ltd,People (Adults) - CHSC,Rents
Salford City Council,2020-07-13,601281156,17242.32,2873.72,14368.60,Addleshaw Goddard Llp,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,2020-07-13,1600650187,26051.68,0.00,26051.68,Egerton High School,People (Childrens) Service Group,Payts to Other LA's
Salford City Council,2020-07-13,1600650158,37877.70,6312.95,31564.75,Adullam Homes Housing Assoc Ltd,People (Childrens) Service Group,Pmts Reg Soc l'lords
Salford City Council,2020-07-13,1600650162,61032.26,0.00,61032.26,Turning Point Services Limited,Public Health,Payts to Agencies
Salford City Council,2020-07-13,1600650059,94477.00,0.00,94477.00,Redacted Data,People (Adults) - CHSC,Payts to Agencies
Salford City Council,2020-07-13,1600650172,114480.00,19080.00,95400.00,Salford Community Leisure Ltd,People (Adults) - CHSC,Pyts Agenc - Ext Fnd
Salford City Council,2020-07-13,1600650170,142045.89,23674.32,118371.57,Eurovia Infrastructure Ltd,Service Reform (Corp Bus & Transform),Other Works
Salford City Council,2020-07-14,1600650605,504.00,84.00,420.00,Seca Ltd,People (Adults) - CHSC,Equipment Purchase
Salford City Council,2020-07-14,1600649833,562.26,93.71,468.55,Schofield & Sons,Place Directorate,UV Day to Day
Salford City Council,2020-07-14,601281512,577.69,0.00,577.69,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281623,582.06,0.00,582.06,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281526,586.46,0.00,586.46,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281480,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281502,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281520,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281549,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281578,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281583,586.47,0.00,586.47,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281373,591.60,0.00,591.60,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281261,594.00,99.00,495.00,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-14,601281592,601.50,0.00,601.50,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281495,607.93,0.00,607.93,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281394,610.08,0.00,610.08,Little Explorers Day Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281593,616.20,0.00,616.20,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281498,621.42,0.00,621.42,Daisys Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281300,631.92,105.32,526.60,Furniture Resource Centre Ltd,People (Adults) - CHSC,Furniture
Salford City Council,2020-07-14,1600650706,643.97,107.33,536.64,Papillon Translations Ltd,People (Childrens) Service Group,Interpreter/translat
Salford City Council,2020-07-14,601281250,648.00,108.00,540.00,Welcare Secure Escorts Ltd,People (Childrens) Service Group,Staffd Security Serv
Salford City Council,2020-07-14,601281367,684.03,0.00,684.03,T/A Holyrood Day Nursery - Hope,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281238,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-14,601281246,690.00,115.00,575.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-14,601281513,698.92,0.00,698.92,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281298,699.55,116.59,582.96,Securitas Security Services,Place Directorate,Security Services
Salford City Council,2020-07-14,601281275,700.00,0.00,700.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281363,721.01,0.00,721.01,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281377,721.01,0.00,721.01,Social Adventures - Kids Adventures,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281352,721.02,0.00,721.02,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281338,721.02,0.00,721.02,Boothstown Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281424,721.02,0.00,721.02,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281354,721.02,0.00,721.02,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281416,721.02,0.00,721.02,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281431,721.02,0.00,721.02,St Lukes Pre-School Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281437,721.02,0.00,721.02,Talmud Torah Yetev Lev Ltd-Nursery,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281440,721.02,0.00,721.02,The Stables Day Nursery Monton,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281641,725.00,0.00,725.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,1600650660,725.00,0.00,725.00,Together Trust,People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-14,601281529,744.56,0.00,744.56,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281237,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-14,601281248,750.00,125.00,625.00,Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,2020-07-14,601281297,762.00,127.00,635.00,Amey Metering Ltd,People (Childrens) Service Group,Electricity
Salford City Council,2020-07-14,601281507,762.45,0.00,762.45,Gill'S Childminding Services,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281525,770.25,0.00,770.25,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281460,776.10,0.00,776.10,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281521,781.95,0.00,781.95,Jessica Houghton (Little Owls),People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281524,781.95,0.00,781.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281615,781.95,0.00,781.95,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281582,794.48,0.00,794.48,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,1600650640,800.00,0.00,800.00,Djg Consultancy And Training,People (Childrens) Service Group,Consultants
Salford City Council,2020-07-14,601281510,846.06,0.00,846.06,Cherry Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281477,872.16,0.00,872.16,Little Blessings Childcare Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281492,873.12,0.00,873.12,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281585,887.21,0.00,887.21,Playkidds Wrap Around School Club,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281349,887.40,0.00,887.40,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281462,912.26,0.00,912.26,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281397,961.35,0.00,961.35,Little Learners,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281400,961.35,0.00,961.35,Little Sprouts Day Nursery Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281428,961.35,0.00,961.35,St Ambrose Young Families,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281442,961.35,0.00,961.35,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281447,961.35,0.00,961.35,Wasp Pre-School,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,1600650622,961.80,160.30,801.50,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2020-07-14,601281471,977.43,0.00,977.43,Big Steps Playgroup,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281491,977.43,0.00,977.43,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281596,977.43,0.00,977.43,Schools Out North West Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281610,977.43,0.00,977.43,Tinytots Vision Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,1600650648,980.00,0.00,980.00,Bryher Hill T/A Helping Kids Shine,People (Childrens) Service Group,Pupil Assistance
Salford City Council,2020-07-14,601281274,1023.00,0.00,1023.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281276,1023.00,0.00,1023.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281278,1023.00,0.00,1023.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,1600650621,1026.00,171.00,855.00,P F Cusack (Tools Supplies) Ltd,Place Directorate,Materials
Salford City Council,2020-07-14,1600649996,1030.18,171.70,858.48,Commsec Ltd,Place Directorate,Security Services
Salford City Council,2020-07-14,1600650668,1042.00,0.00,1042.00,"Tlc:Talk,Listen,Change",People (Childrens) Service Group,Payts to Agencies
Salford City Council,2020-07-14,601281616,1142.85,0.00,1142.85,Zisse Kinder Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281588,1143.66,0.00,1143.66,Our Precious Tots Ltd,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281271,1147.00,0.00,1147.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281333,1153.62,0.00,1153.62,Ateres Elisheva Daycare,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281493,1172.91,0.00,1172.91,Debs Playpen,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281565,1172.91,0.00,1172.91,Redacted Data,People (Childrens) Service Group,Pmnts Privt Provider
Salford City Council,2020-07-14,601281273,1197.00,0.00,1197.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281277,1197.00,0.00,1197.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281284,1197.00,0.00,1197.00,Redacted Data,People (Adults) - CHSC,Rents
Salford City Council,2020-07-14,601281348,1201.68,0.00,1201.68,Claremont Neighbourhood Nursery,People (Childrens) Service Group,Pmnts Privt Provider
