Authority Name,Date of Payment,SAP Document Number,Amount,,,Supplier Name,Directorate,G/L description.
Salford City Council,2018-04-27,1600605680,1300,0,1300,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2018-04-27,1600605704,1720.47,0,1720.47,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2018-04-27,601216079,14133,0,14133,Transport To School Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,601216082,4515,0,4515,Travel By Myles,Children's Services,Pupil Assistance
Salford City Council,2018-04-27,rguxvptmu,4431.79,0,4431.79,Www.Restore.Co.Uk,Service Reform,Other Professional Fees
Salford City Council,2018-04-30,1600605260,4828.63,804.77,4023.86,Allpay Ltd,Service Reform,Bank Commission
Salford City Council,2018-04-30,1600605334,9935.7,1655.95,8279.75,Bdp Building Design Partnership Ltd,Capital Expenditure,Miscellaneous Exes
Salford City Council,2018-04-30,ktctdzsrf,571.08,4.55,566.53,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-30,cytttxtnj,732.66,11.8,720.86,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-30,dbetheame,754.18,61.15,693.03,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2018-04-30,1600605792,1200,0,1200,Chris Dennison Consulting Ltd,Children's Services,Payts to Agencies
Salford City Council,2018-04-30,1600605312,582,97,485,Churches Fire Security Limited,Sustainable Regeneration,UV Light/Fire
Salford City Council,2018-04-30,601216771,1062,177,885,Click Fire & Security Ltd - 24 Acco,Children's Services,Building Rep & Maint
Salford City Council,2018-04-30,601216873,1585,0,1585,Forbes Solicitors,Service Reform,Other Prof Fees
Salford City Council,2018-04-30,1600605392,947.59,157.93,789.66,Manchester City Council,Capital Expenditure,Legal Fees
Salford City Council,2018-04-30,1600605388,1301.83,216.97,1084.86,Manchester City Council,Capital Expenditure,Legal Fees
Salford City Council,2018-04-30,1600605387,2399.98,400,1999.98,Manchester City Council,Capital Expenditure,Legal Fees
Salford City Council,2018-04-30,1600605391,3055.32,509.22,2546.1,Manchester City Council,Capital Expenditure,Legal Fees
Salford City Council,2018-04-30,1600605184,1350,0,1350,Midstream (West Lancs) Ltd,Children's Services,Pupil Assistance
Salford City Council,2018-04-30,601216759,643.8,0,643.8,Pearson Education Ltd,Children's Services,Class Supplies Capit
Salford City Council,2018-04-30,1600605342,3925.99,654.33,3271.66,Portakabin Limited,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2018-04-30,601216769,600,0,600,Redacted Data,Children's Services,Other Prof Fees
Salford City Council,2018-04-30,1600605289,2254,0,2254,Redacted Data,Capital Expenditure,Works & Building
Salford City Council,2018-04-30,601216874,12750,0,12750,Redacted Data,Capital Expenditure,Other Works
Salford City Council,2018-04-30,1600605191,2398.5,399.75,1998.75,Rm Education Plc,Children's Services,Computer Software
Salford City Council,2018-04-30,1600605763,2601,433.5,2167.5,S & S Marquees Ltd,Office of the Chief Executive,Equipment Hire
Salford City Council,2018-04-30,1600605762,3066.6,511.1,2555.5,S & S Marquees Ltd,Environment and Community Safety,Other Prof Fees
Salford City Council,2018-04-30,1600605994,1913.69,318.95,1594.74,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-30,1600605993,857204.35,142867.4,714336.95,S & W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-30,1600605996,1385.44,230.91,1154.53,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-30,1600605995,1891.45,315.24,1576.21,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-30,1600605992,971680.25,161946.71,809733.54,S & W Tlp (Project Co Two) Ltd,Children's Services,Unitary Charge
Salford City Council,2018-04-30,601216744,23740,0,23740,Salford Royal Nhs Foundation Trust,Children's Services,Consult/Contractors
Salford City Council,2018-04-30,601216140,530.64,88.44,442.2,Saltax Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2018-04-30,601216139,858,143,715,Saltax Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2018-04-30,601216141,1908.72,318.12,1590.6,Saltax Ltd,Children's Services,Vehicle RunningCosts
Salford City Council,2018-04-30,1600606046,950,0,950,T/A Evolve,Children's Services,Leisure Activity
Salford City Council,2018-04-30,601216774,552,92,460,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-30,601216773,603.6,100.6,503,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-30,601216772,992.59,165.43,827.16,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2018-04-30,1600605290,1200,200,1000,Transport For Greater Manchester,Sustainable Regeneration,Cleaning
Salford City Council,2018-04-30,1600605174,14440.8,2406.8,12034,Unique Systems Av Ltd,Capital Expenditure,Other Works
Salford City Council,2018-04-30,2204927324,757674.28,330868.13,757674.28,Urban Vision,Sustainable Regeneration,UV Management Fee
