Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,Description
Salford City Council,2011-11-08,601028235,764.00,0.00,764.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027981,771.12,0.00,771.12,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028081,774.32,0.00,774.32,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027907,775.68,0.00,775.68,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028345,777.88,0.00,777.88,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028068,778.72,0.00,778.72,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027882,783.00,0.00,783.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028150,783.36,0.00,783.36,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028349,784.28,0.00,784.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028333,785.40,0.00,785.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028228,793.12,0.00,793.12,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028168,809.44,0.00,809.44,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027880,820.80,0.00,820.80,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028079,827.88,0.00,827.88,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027933,844.24,0.00,844.24,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027819,845.40,0.00,845.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028143,850.08,0.00,850.08,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028318,850.08,0.00,850.08,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028109,855.00,0.00,855.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028135,855.28,0.00,855.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028134,855.28,0.00,855.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028276,857.68,0.00,857.68,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027998,859.04,0.00,859.04,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028320,859.48,0.00,859.48,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028158,860.00,0.00,860.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027906,860.16,0.00,860.16,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028122,861.48,0.00,861.48,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028209,868.32,0.00,868.32,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028032,875.44,0.00,875.44,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028042,881.16,0.00,881.16,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028069,887.04,0.00,887.04,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027987,889.20,0.00,889.20,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027993,894.28,0.00,894.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028243,907.48,0.00,907.48,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028337,911.76,0.00,911.76,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601027847,918.96,0.00,918.96,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028308,921.80,0.00,921.80,Redacted Personal Data,Community Health & Social Care,Payt to care clients,
Salford City Council,2011-11-08,601028365,924.00,0.00,924.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028118,927.60,0.00,927.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028330,930.24,0.00,930.24,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028315,930.36,0.00,930.36,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027865,932.52,0.00,932.52,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028298,940.20,0.00,940.20,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027968,950.56,0.00,950.56,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027969,951.60,0.00,951.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028339,964.32,0.00,964.32,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027851,975.00,0.00,975.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028287,978.84,0.00,978.84,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027813,984.28,0.00,984.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027966,985.48,0.00,985.48,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028119,986.24,0.00,986.24,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028048,997.96,0.00,997.96,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028245,999.00,0.00,999.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028271,999.44,0.00,999.44,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028087,1002.52,0.00,1002.52,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027937,1024.00,0.00,1024.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028217,1025.64,0.00,1025.64,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028310,1032.60,0.00,1032.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028162,1033.68,0.00,1033.68,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028105,1034.88,0.00,1034.88,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028155,1040.72,0.00,1040.72,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027809,1045.12,0.00,1045.12,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028359,1061.44,0.00,1061.44,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027901,1071.04,0.00,1071.04,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027917,1072.60,0.00,1072.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028028,1103.68,0.00,1103.68,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028361,1108.80,0.00,1108.80,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028151,1109.68,0.00,1109.68,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028015,1116.00,0.00,1116.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027850,1125.12,0.00,1125.12,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028110,1127.28,0.00,1127.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027951,1127.28,0.00,1127.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027874,1147.28,0.00,1147.28,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028218,1172.32,0.00,1172.32,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027952,1176.96,0.00,1176.96,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028366,1178.10,0.00,1178.10,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028306,1179.40,0.00,1179.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027918,1188.20,0.00,1188.20,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028195,1201.40,0.00,1201.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027831,1209.12,0.00,1209.12,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027900,1227.52,0.00,1227.52,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028057,1248.08,0.00,1248.08,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028095,1273.36,0.00,1273.36,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028328,1280.00,0.00,1280.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027944,1293.60,0.00,1293.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028204,1296.88,0.00,1296.88,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027896,1302.84,0.00,1302.84,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027849,1308.80,0.00,1308.80,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028372,1313.60,0.00,1313.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027867,1314.40,0.00,1314.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028066,1321.40,0.00,1321.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028164,1323.84,0.00,1323.84,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028261,1328.56,0.00,1328.56,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027826,1329.76,0.00,1329.76,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028199,1333.04,0.00,1333.04,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028197,1342.40,0.00,1342.40,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601027828,1344.08,0.00,1344.08,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028126,1344.72,0.00,1344.72,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028185,1353.60,0.00,1353.60,Redacted Personal Data,Community Health & Social Care,Payt to care clients
Salford City Council,2011-11-08,601028159,1356.00,0.00,1356.00,Redacted Personal Data,Community Health & Social Care,Payt to care clients
