Authority Name,Date of Payment,Document Number,Gross,VAT,Net,Supplier Name,Directorate,G/L Description
Salford City Council,2011-09-12,25635015,518.04,0.00,518.04,Brake Bros Ltd,Environment and Community Safety,Provisions
Salford City Council,2011-09-12,601018537,9603.36,1600.56,8002.80,Welfare Call Ltd,Children's Services,Pupil Assistance
Salford City Council,2011-09-12,1600420972,1692.72,282.12,1410.60,Mitie Security Ltd,Community Health & Social Care,Security/Equipment
Salford City Council,2011-09-12,601019409,26403.46,4400.58,22002.88,Urban Vision Partnership Ltd,Customer and Support Services,Security/Equipment
Salford City Council,2011-09-12,25635041,758.70,126.45,632.25,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-12,25635049,667.50,111.25,556.25,Antalis Uk Ltd,Customer and Support Services,Stationery
Salford City Council,2011-09-12,25634998,2080.00,0.00,2080.00,Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-09-12,25635048,4800.00,0.00,4800.00,Hawthorn Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-09-12,601019495,1163.88,0.00,1163.88,Brothers Of Charity,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019496,6823.94,0.00,6823.94,Brothers Of Charity,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019497,2378.26,0.00,2378.26,Brothers Of Charity,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019498,176243.17,0.00,176243.17,I A S (Services) Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019524,14032.18,0.00,14032.18,Paragon (Uk) Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019506,2944.30,0.00,2944.30,Action On Hearing Loss,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019511,5248.66,0.00,5248.66,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019512,9692.58,0.00,9692.58,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019513,2454.10,0.00,2454.10,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019514,11900.09,0.00,11900.09,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019515,3500.18,0.00,3500.18,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019516,3945.09,0.00,3945.09,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019519,25060.83,0.00,25060.83,Creative Support Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019523,1988.68,0.00,1988.68,Making Space,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019504,7586.92,0.00,7586.92,Link Ability,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019505,19171.43,0.00,19171.43,Northerncare,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019499,3061.59,0.00,3061.59,Langdon Community,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019500,2806.04,0.00,2806.04,Langdon Community,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019501,3394.56,0.00,3394.56,Langdon Community,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019502,508.44,0.00,508.44,Langdon Community,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019503,3532.95,0.00,3532.95,Langdon Community,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019525,15771.11,0.00,15771.11,Dh Homecare Limited,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019520,31250.00,0.00,31250.00,Comfort Call Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019517,2241.14,0.00,2241.14,Terilee Lodge Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019521,3115.54,0.00,3115.54,Carr Gomm Society Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019522,2555.00,0.00,2555.00,Carr Gomm Society Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,601019518,9952.59,0.00,9952.59,Turning Point,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-12,1600421969,558.00,93.00,465.00,Marlow Electrical Co,Community Health & Social Care,UV Light/Fire
Salford City Council,2011-09-12,1600421981,2199.60,366.60,1833.00,Marlow Electrical Co.,Community Health & Social Care,UV Light/Fire
Salford City Council,2011-09-12,1600420556,500.40,83.40,417.00,Heavey Engineering,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-12,1600420504,828.00,138.00,690.00,M/C Towbar & Trailer Centre,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-12,1600420530,761.33,126.89,634.44,Leeds Commercial Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-12,1600420531,643.04,107.17,535.87,Lightoaks Garage,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-12,1600420499,536.16,89.36,446.80,Johnston Sweepers Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-12,601019236,13675.14,2279.19,11395.95,"G Jones Ltd.,",Capital Expenditure,Works & Building
Salford City Council,2011-09-13,601020217,870.00,145.00,725.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-13,601020218,727.20,121.20,606.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-13,601020219,727.20,121.20,606.00,Ranstad Education Limited,Children's Services,Agency Fees
Salford City Council,2011-09-13,1600422586,1488.00,248.00,1240.00,Ymca Training Ltd,Environment and Community Safety,Agency Fees
Salford City Council,2011-09-13,1600422588,1584.00,264.00,1320.00,Ymca Training Ltd,Environment and Community Safety,Agency Fees
Salford City Council,2011-09-13,1600422063,6840.00,1140.00,5700.00,Mouchel Traffic Support Ltd,Sustainable Regeneration,Computer Software
Salford City Council,2011-09-13,601017628,1260.00,210.00,1050.00,Redacted Personal Data,Sustainable Regeneration,Consult/Contractors
Salford City Council,2011-09-13,601019629,762.08,127.01,635.07,Besam Limited,Community Health & Social Care,Dev Servs Day to Day
Salford City Council,2011-09-13,1600421685,8978.40,1496.40,7482.00,Micron Electrical Contracting Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2011-09-13,601020257,932.34,0.00,932.34,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-13,601020254,982.17,0.00,982.17,Redacted Personal Data,Capital Expenditure,Disturbance Payments
Salford City Council,2011-09-13,1600422644,1525.20,254.20,1271.00,Fisc Healthcare,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-09-13,1600422645,685.20,114.20,571.00,Fisc Healthcare,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-09-13,1600422646,657.00,109.50,547.50,Fisc Healthcare,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-09-13,1600422679,1380.60,230.10,1150.50,Fisc Healthcare,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-09-13,1600422680,909.00,151.50,757.50,Fisc Healthcare,Community Health & Social Care,Equipment Purchase
Salford City Council,2011-09-13,601019627,522.03,87.00,435.03,Fps (Fire Protection) Ltd,Sustainable Regeneration,Fire Equipment
Salford City Council,2011-09-13,601019074,1826.40,304.40,1522.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-13,601019075,1824.00,304.00,1520.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-13,601019076,1530.00,255.00,1275.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-13,601019077,1530.00,255.00,1275.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-13,601019078,1530.00,255.00,1275.00,The Furnishing Service,Sustainable Regeneration,Furniture
Salford City Council,2011-09-13,25655103,1136.22,189.37,946.85,Mockridge Nursery Ltd,Community Health & Social Care,General Resaleable Items
Salford City Council,2011-09-13,1600422563,3712.50,0.00,3712.50,T.H.O.M.A.S,Environment and Community Safety,Grants - External
Salford City Council,2011-09-13,601019710,1302.00,217.00,1085.00,The Lowry Centre Limited,Chief Executives,Hire of Facilities
Salford City Council,2011-09-13,1600422589,1020.00,170.00,850.00,Key Systems,Environment and Community Safety,IT  Licence Fee
Salford City Council,2011-09-13,1600421864,25000.00,0.00,25000.00,First Data Global Services Limited,Customer and Support Services,IT  Licence Fee
Salford City Council,2011-09-13,601020349,2225.00,0.00,2225.00,Hmcs,Children's Services,Legal Fees
Salford City Council,2011-09-13,601019492,1160.85,0.00,1160.85,Lindsay Cunningham Limited,Children's Services,Legal Fees
Salford City Council,2011-09-13,1600421023,1350.00,19.00,1331.00,Road Safety Great Britain (North We,Sustainable Regeneration,Marketing/Publicity
Salford City Council,2011-09-13,601020369,3153.95,0.00,3153.95,Telford Planning Associates,Sustainable Regeneration,Mediation Service
Salford City Council,2011-09-13,1600422660,602.00,0.00,602.00,Redacted Personal Data,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-09-13,1600422662,2391.00,398.50,1992.50,The Hamilton Project,Capital Expenditure,Miscellaneous Exes
Salford City Council,2011-09-13,1600422637,600.00,100.00,500.00,Greater Manchester Combined Authori,Capital Expenditure,Other Works
Salford City Council,2011-09-13,601020258,94159.25,0.00,94159.25,Age Concern Salford,Community Health & Social Care,Payts to Agencies
Salford City Council,2011-09-13,1600422568,4686.60,0.00,4686.60,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422569,10954.20,0.00,10954.20,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422570,10409.40,0.00,10409.40,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422571,11062.80,0.00,11062.80,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422572,11173.50,0.00,11173.50,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422573,929.20,0.00,929.20,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422575,15864.90,0.00,15864.90,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422577,11387.70,0.00,11387.70,Together Trust,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,601020201,1800.00,0.00,1800.00,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422580,2635.00,0.00,2635.00,Northerncare,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600420969,16950.37,439.15,16511.22,Horizon Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2011-09-13,1600422649,960.00,160.00,800.00,Urban Vision Partnership Ltd,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-13,1600422087,6000.00,1000.00,5000.00,C Smithies,Capital Expenditure,Pmnt to Ctrs-Improv
Salford City Council,2011-09-13,1600421236,612.00,102.00,510.00,Browns Ctp Ltd,Chief Executives,Print & Photocopying
Salford City Council,2011-09-13,600939548,591.85,0.00,591.85,Redacted Personal Data,Community Health & Social Care,Refunds
Salford City Council,2011-09-13,601019539,6920.50,0.00,6920.50,Redacted Personal Data,Community Health & Social Care,Refunds
Salford City Council,2011-09-13,601020224,614.99,0.00,614.99,Redacted Personal Data,Sustainable Regeneration,Rental Bonds
Salford City Council,2011-09-13,1600421353,502.50,83.75,418.75,Spectra Security,Community Health & Social Care,Security Sys R & Mnt
Salford City Council,2011-09-13,1600421257,780.00,130.00,650.00,Csl Dual Com Ltd,Sustainable Regeneration,Security Sys R & Mnt
Salford City Council,2011-09-13,1600418615,31393.33,5232.22,26161.11,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-09-13,1600418616,10084.27,1680.71,8403.56,Mitie Security Ltd,Sustainable Regeneration,Security/Equipment
Salford City Council,2011-09-13,1600422585,1139.80,0.00,1139.80,City And Guilds,Children's Services,Subscriptions
Salford City Council,2011-09-13,25655112,15139.69,0.00,15139.69,Abbey Hotel,Sustainable Regeneration,Support for the Homeless
Salford City Council,2011-09-13,601019508,4842.29,0.00,4842.29,B&M Stepping Stones Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-13,601019509,4645.06,0.00,4645.06,B&M Stepping Stones Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-13,601019510,750.21,0.00,750.21,B&M Stepping Stones Ltd,Community Health & Social Care,Supported Tenancies
Salford City Council,2011-09-13,601020215,2078.00,0.00,2078.00,Redacted Personal Data,Community Health & Social Care,Transport
Salford City Council,2011-09-13,601020216,3964.00,0.00,3964.00,Redacted Personal Data,Community Health & Social Care,Transport
Salford City Council,2011-09-13,1600422606,5446.80,907.80,4539.00,Nomix Enviro Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600422549,637.14,106.19,530.95,Jds Trucks,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600422623,913.94,152.32,761.62,Arco Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600422605,1310.84,218.47,1092.37,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600422596,588.00,98.00,490.00,Cromwell Tools,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600422675,1584.00,264.00,1320.00,Positive Cashflow Finance Ltd,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2011-09-13,1600419807,2612.40,435.40,2177.00,Spectra Security,Capital Expenditure,Works & Building
Salford City Council,2011-09-13,1600421552,135400.13,0.00,135400.13,Fieldturf Tarkett,Capital Expenditure,Works & Building
Salford City Council,2011-09-14,601020379,549.79,91.63,458.16,Connex Holdings Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-14,601020459,6300.00,1050.00,5250.00,Outcomes Uk Ltd,Children's Services,Agency Fees
Salford City Council,2011-09-14,601020388,2104.80,350.80,1754.00,Camelot Property Management Ltd,Capital Expenditure,Capital Expenses
