Authority Name,Date of Payment,SAP Document Number,Gross,VAT,Net,Supplier Name,Directorate,description
Salford City Council,2015-04-10,1600532403,815.81,135.97,679.84,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532410,956.4,159.4,797,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532405,1019.76,169.96,849.8,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532402,1428,238,1190,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532406,2006.4,334.4,1672,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532412,2506.8,417.8,2089,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532404,2539.2,423.2,2116,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532411,3091.2,515.2,2576,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532413,3168,528,2640,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532408,3438,573,2865,Direct Healthcare Services Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532272,967.2,161.2,806,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532273,7354.34,1225.72,6128.62,Drive Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600533574,917.58,152.93,764.65,Energy Assets Ltd,Capital Expenditure,Demolition
Salford City Council,2015-04-10,1600533504,1053.24,175.54,877.7,F & G Commercials Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533640,924,154,770,F. R. Sharrock Limited,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-10,1600529242,1241.79,206.97,1034.82,F. R. Sharrock Limited,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600532120,2957.02,0,2957.02,Fostering Solutions Limited,Children's Services,Payts to Agencies
Salford City Council,2015-04-10,1600531830,540,90,450,G & A Taylors Hotels Ltd,Sustainable Regeneration,Rents
Salford City Council,2015-04-10,1600533513,7633.57,1272.26,6361.31,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533512,10975.74,1829.29,9146.45,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533514,12313.6,2052.27,10261.33,Go Plant Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533643,15120,2520,12600,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-10,1600533644,60480,10080,50400,Go Plant Ltd,Environment and Community Safety,Annual Vehicle Hire
Salford City Council,2015-04-10,1600532498,55252.8,9208.8,46044,Grant Thornton Uk Llp,Customer and Support Services,District Audit Fees
Salford City Council,2015-04-10,601139384,37500,0,37500,Hamilton Davies Trust,Capital Expenditure,Other Works
Salford City Council,2015-04-10,1600532001,2560,0,2560,Hardy Mill,Children's Services,Pupil Assistance
Salford City Council,2015-04-10,601139563,1080,180,900,Hays Recruitment,Children's Services,Agency Fees
Salford City Council,2015-04-10,601139359,38306.09,6384.46,31921.63,Hays Recruitment,Capital Expenditure,Agency Fees
Salford City Council,2015-04-10,1600533636,2683.56,447.26,2236.3,Hewden Stuart Plc,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-04-10,601139551,10224.53,0,10224.53,HMRC,Capital Expenditure,Inland Revenue - CIS
Salford City Council,2015-04-10,1600531980,7533,0,7533,Holistic Approach Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-10,1600533172,2498.53,416.42,2082.11,Horticon Ltd,Capital Expenditure,Pay to Ctrs-Landscap
Salford City Council,2015-04-10,601139560,593.47,0,593.47,Incredible Edible Salford,Capital Expenditure,Miscellaneous Exes
Salford City Council,2015-04-10,1600533293,690,0,690,Incredible Education,Environment and Community Safety,Prog Maint & Works
Salford City Council,2015-04-10,1600531965,228096,38016,190080,Ingeus Uk Limited,Customer and Support Services,Payts to Agencies
Salford City Council,2015-04-10,1600532688,849.13,141.52,707.61,J Fletcher Engineers Ltd,Children's Services,UV Heat Rep
Salford City Council,2015-04-10,1600529265,1363.2,227.2,1136,Labelmarket,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-10,601139533,796,0,796,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-10,601139537,796,0,796,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-10,601139536,875.6,0,875.6,Lifeways Community Care,"Community, Health & Social Care",Payts to Agencies
Salford City Council,2015-04-10,1600533634,990,165,825,Lightoaks Garage,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600532653,33800.84,5633.47,28167.37,Mitie Security Ltd,Environment and Community Safety,Security/Equipment
Salford City Council,2015-04-10,1600533639,636,106,530,Nomix Enviro Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-10,1600533443,1770,295,1475,Nomix Enviro Ltd,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-10,1600533442,8412,1402,7010,Nomix Enviro Ltd,Environment and Community Safety,Materials
Salford City Council,2015-04-10,1600533439,13738.8,2289.8,11449,Nomix Enviro Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,6001765601,731.99,0,731.99,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765599,1727.2,0,1727.2,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765595,1870.06,0,1870.06,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765592,3281.21,0,3281.21,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765593,3281.21,0,3281.21,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765607,8284.44,0,8284.44,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,1600531962,11025,0,11025,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-10,601139394,12750,0,12750,Redacted Data,Capital Expenditure,Improvement Grants
Salford City Council,2015-04-10,6001765608,13099.83,0,13099.83,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,6001765596,28281.54,0,28281.54,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-10,1600532475,1332,222,1110,Roma Medical Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600531855,1407.54,234.59,1172.95,Rompa,Children's Services,Equipment Purchase
Salford City Council,2015-04-10,1600533642,4103.26,683.88,3419.38,S&W Tlp (Project Co One) Ltd,Children's Services,Unitary Charge
Salford City Council,2015-04-10,1600531838,11785.71,0,11785.71,Sandcastle Care Ltd,Children's Services,Payts to Agencies
Salford City Council,2015-04-10,601139565,1014,0,1014,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-10,1600531691,878.4,146.4,732,Sidhil  Ltd,"Community, Health & Social Care",Disability Equipment
Salford City Council,2015-04-10,1600532519,2190,365,1825,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-10,1600532254,1080,180,900,Streetmellor,Children's Services,Other Prof Fees
Salford City Council,2015-04-10,601139561,643.2,107.2,536,Teaching Personnel Ltd,Children's Services,Agency Fees
Salford City Council,2015-04-10,1600533633,747.37,124.56,622.81,Redacted Data,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533631,886.22,147.7,738.52,Redacted Data,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,1600533632,956.48,159.41,797.07,Redacted Data,Capital Expenditure,Vehicle Related Expenditure
Salford City Council,2015-04-10,601139557,3322.59,127.79,3194.8,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-04-10,601139559,3473.6,133.6,3340,Three Circles Fostering,Children's Services,Payts to Agencies
Salford City Council,2015-04-10,601138011,976.8,162.8,814,Tmp (Uk) Ltd,Customer and Support Services,Other Prof Fees
Salford City Council,2015-04-10,601139520,600,0,600,Together Trust,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-10,1600533430,1049.47,174.91,874.56,Vitax Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,601139259,2070,0,2070,Walkden Volunteer Police Cadets,Customer and Support Services,Payts to Vol Orgs
Salford City Council,2015-04-10,1600533681,3675.59,612.6,3062.99,Wyke Commercial Services Ltd,Environment and Community Safety,Vehicle Related Expenditure
Salford City Council,2015-04-10,hlkulqpce,712.98,0,712.98,Birtwistle Butcher,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-10,rfkrhymeh,522.7,6.37,516.33,Brake Bros Ltd,Environment and Community Safety,Food and refreshments
Salford City Council,2015-04-10,jghhcstwz,747.6,124.6,623,Cliffe Enterprise,Customer and Support Services,Printing & Photocopying
Salford City Council,2015-04-10,fpslcyayr,745,0,745,Hmcourts-Service.G,Customer and Support Services,General Expenditure Reallocation
Salford City Council,2015-04-10,oxsnxsxxe,7514.49,1252.42,6262.07,Wilds Of Oldham,Environment and Community Safety,Bar Stocks for hired venues for resale
Salford City Council,2015-04-10,cumknbkee,518.4,0,518.4,Wp-The Virtual Col,"Community, Health & Social Care",Training expenses
Salford City Council,2015-04-10,2204023634,1485272.43,0,1485272.43,Peel,Sustainable Regeneration,Loans
Salford City Council,2015-04-13,601139336,681.6,113.6,568,Bangdrum Cic & Global Grooves,Environment and Community Safety,Leisure Activity
Salford City Council,2015-04-13,1600532525,952.82,158.8,794.02,Click Fire & Security Ltd,Sustainable Regeneration,UV Light/Fire
Salford City Council,2015-04-13,1600532072,798,133,665,Door Repair Service  Ltd,Sustainable Regeneration,Dev Servs Day to Day
Salford City Council,2015-04-13,601139643,3406.11,0,3406.11,Fiddlers Lane Primary School,Children's Services,Casual Staff
Salford City Council,2015-04-13,601139585,600,100,500,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-13,601139583,728.38,121.4,606.98,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-13,601139579,1009.61,168.27,841.34,Forbes Solicitors,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-13,601138248,68561.11,11426.85,57134.26,Idox Software Ltd,Sustainable Regeneration,IT  Licence Fee
Salford City Council,2015-04-13,1600526990,1251,208.5,1042.5,Mantank Environmental Service,Environment and Community Safety,Consult/Contractors
Salford City Council,2015-04-13,601139590,3872.47,645.41,3227.06,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-13,601137872,3994.27,665.71,3328.56,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-13,601138316,9914.2,1652.37,8261.83,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-13,601137873,14814.64,2469.11,12345.53,Meridian Business Support,Environment and Community Safety,Agency Fees
Salford City Council,2015-04-13,601139584,800,0,800,MJCC,"Community, Health & Social Care",Day Care
Salford City Council,2015-04-13,1600527628,3695.78,615.96,3079.82,Nisbets,Capital Expenditure,Purch of Furn/Equip
Salford City Council,2015-04-13,1600531836,7200,1200,6000,Olm Profesional Services Ltd,Children's Services,Computer Software
Salford City Council,2015-04-13,1600533793,1067,0,1067,Redacted Data,Children's Services,Pupil Assistance
Salford City Council,2015-04-13,601139641,1707.48,0,1707.48,Redacted Data,"Community, Health & Social Care",Home Helps
Salford City Council,2015-04-13,1600531959,217834.8,36305.8,181529,Salford Innovation Park Ltd,Sustainable Regeneration,Other Prof Fees
Salford City Council,2015-04-13,601139575,1014,0,1014,Scott Rees & Co,Customer and Support Services,Liability Insurance
Salford City Council,2015-04-13,1600527056,11106.6,1851.1,9255.5,Ssi Schaefer Limited,Environment and Community Safety,Equipment Purchase
Salford City Council,2015-04-13,601139638,12959.71,2159.95,10799.76,Stanley Security Solutions,"Community, Health & Social Care",Central S & S Alloc
Salford City Council,2015-04-13,601139085,13008.92,0,13008.92,Together Trust,Children's Services,Pupil Assistance
Salford City Council,2015-04-13,601139573,1836,306,1530,Trinity Mirror Publishing Ltd,Capital Expenditure,Legal Fees
Salford City Council,2015-04-13,601139591,3121.2,520.2,2601,Trinity Mirror Publishing Ltd,Sustainable Regeneration,Legal Fees
Salford City Council,2015-04-13,1600532787,5100,850,4250,Valuation Office Agency,Sustainable Regeneration,Consult/Contractors
Salford City Council,2015-04-13,1600533596,8709.95,1451.66,7258.29,Warden Construction Ltd,Capital Expenditure,Works & Building
Salford City Council,2015-04-13,1600531688,551.75,91.96,459.79,Wilson Electrics,Sustainable Regeneration,Equipment Repair
Salford City Council,2015-04-13,1600532515,8500,0,8500,Yesoiday Hatorah School,Children's Services,Payts to Other LA's
Salford City Council,2015-04-13,tbobjhari,1305,0,1305,Www.Ukradios.Com,Children's Services,Furniture
Salford City Council,2015-04-14,601139362,3540,590,2950,A  Venning Ltd,Environment and Community Safety,del'd kitchen formul
Salford City Council,2015-04-14,601139659,16538.2,0,16538.2,Age Concern Salford,Capital Expenditure,Works & Building
Salford City Council,2015-04-14,601139716,762,127,635,Alere Toxicology Ltd,Environment and Community Safety,Payts to Agencies
Salford City Council,2015-04-14,601138658,9731,0,9731,Alternative Futures Group Ltd,"Community, Health & Social Care",Supported Tenancies
