Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,83,201010,FOUR SEASONS HEALTH CARE LTD,2645.92,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,457,201010,FOUR SEASONS HEALTH CARE LTD,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,80,201010,FOUR SEASONS HEALTH CARE LTD,711.88,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,458,201010,FOUR SEASONS HEALTH CARE LTD,3624.29,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,79,201010,FOUR SEASONS HEALTH CARE LTD,511.14,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,459,201010,FOUR SEASONS HEALTH CARE LTD,340.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,42203588,2,201010,FOUR SEASONS HEALTHCARE LTD,490.93,2011-01-25
Community Based Services,Third Party Payments,Third Party Payments,60020130,661,201010,FOUR SEASONS HEALTHCARE LTD,1568.16,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1041,201010,FOUR SEASONS HEALTHCARE LTD,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,660,201010,FOUR SEASONS HEALTHCARE LTD,598.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,680,201010,FOUR SEASONS HEALTHCARE LTD,2787.28,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1047,201010,FOUR SEASONS HEALTHCARE LTD,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,674,201010,FOUR SEASONS HEALTHCARE LTD,3654,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,972,201010,FOUR SEASONS HEALTHCARE LTD,1880.48,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,196,201010,FOUR SEASONS HEALTHCARE LTD,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,681,201010,FOUR SEASONS HEALTHCARE LTD,4556.72,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,955,201010,FOUR SEASONS HEALTHCARE LTD,2034.92,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,195,201010,FOUR SEASONS HEALTHCARE LTD,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,663,201010,FOUR SEASONS HEALTHCARE LTD,3612.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,675,201010,FOUR SEASONS HEALTHCARE LTD,1953.16,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,684,201010,FOUR SEASONS HEALTHCARE LTD,892.63,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,685,201010,FOUR SEASONS HEALTHCARE LTD,24485.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,686,201010,FOUR SEASONS HEALTHCARE LTD,4944,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,687,201010,FOUR SEASONS HEALTHCARE LTD,2082.8,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1042,201010,FOUR SEASONS HEALTHCARE LTD,354.48,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1043,201010,FOUR SEASONS HEALTHCARE LTD,2853.76,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1051,201010,FOUR SEASONS HEALTHCARE LTD,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,683,201010,FOUR SEASONS HEALTHCARE LTD,1720,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1044,201010,FOUR SEASONS HEALTHCARE LTD,535.68,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,658,201010,FOUR SEASONS HEALTHCARE LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,662,201010,FOUR SEASONS HEALTHCARE LTD,5652.4,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,667,201010,FOUR SEASONS HEALTHCARE LTD,2337.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,668,201010,FOUR SEASONS HEALTHCARE LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,669,201010,FOUR SEASONS HEALTHCARE LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,673,201010,FOUR SEASONS HEALTHCARE LTD,4567.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,666,201010,FOUR SEASONS HEALTHCARE LTD,1648,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,659,201010,FOUR SEASONS HEALTHCARE LTD,8240,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,664,201010,FOUR SEASONS HEALTHCARE LTD,4944,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,665,201010,FOUR SEASONS HEALTHCARE LTD,3296,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1045,201010,FOUR SEASONS HEALTHCARE LTD,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1046,201010,FOUR SEASONS HEALTHCARE LTD,1050.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1063,201010,FOUR SEASONS HEALTHCARE LTD,2218.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,639,201010,FOUR SEASONS HEALTHCARE LTD,1254,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,650,201010,FOUR SEASONS HEALTHCARE LTD,1672,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,656,201010,FOUR SEASONS HEALTHCARE LTD,1672,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,657,201010,FOUR SEASONS HEALTHCARE LTD,3344,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,934,201010,FOUR SEASONS HEALTHCARE LTD,1666.16,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,199,201010,FOUR SEASONS HEALTHCARE LTD,453.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1049,201010,FOUR SEASONS HEALTHCARE LTD,1374.08,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1064,201010,FOUR SEASONS HEALTHCARE LTD,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1067,201010,FOUR SEASONS HEALTHCARE LTD,157.57,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1081,201010,FOUR SEASONS HEALTHCARE LTD,525.28,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,638,201010,FOUR SEASONS HEALTHCARE LTD,1289.56,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,672,201010,FOUR SEASONS HEALTHCARE LTD,7317.84,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1057,201010,FOUR SEASONS HEALTHCARE LTD,1335.12,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,671,201010,FOUR SEASONS HEALTHCARE LTD,2174,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,930,201010,FOUR SEASONS HEALTHCARE LTD,4274.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,198,201010,FOUR SEASONS HEALTHCARE LTD,1241.34,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,670,201010,FOUR SEASONS HEALTHCARE LTD,13844.76,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,935,201010,FOUR SEASONS HEALTHCARE LTD,8236.48,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,197,201010,FOUR SEASONS HEALTHCARE LTD,284.6,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1048,201010,FOUR SEASONS HEALTHCARE LTD,569.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,898,201010,FOXTON COURT,1744,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,361,201010,FOXTON COURT,720.44,2011-01-05
Community Based Services,Works,,42199274,2,201010,FRANK HASLAM MILAN & CO LTD,595593,2011-01-07
Community Based Services,Works,,42205990,2,201010,FRANK HASLAM MILAN & CO LTD,482384,2011-01-31
Community Based Services,Works,,42199259,2,201010,FREELIFT LTD,4757,2011-01-07
Community Based Services,Other Costs,,42199433,2,201010,FREELIFT LTD,5090,2011-01-10
Community Based Services,Other Costs,,42200457,2,201010,FREELIFT LTD,5517,2011-01-12
Community Based Services,Other Costs,,42201072,2,201010,FREELIFT LTD,2468,2011-01-13
Community Based Services,Other Costs,,42201086,2,201010,FREELIFT LTD,1930,2011-01-13
Community Based Services,Other Costs,,42201707,2,201010,FREELIFT LTD,5217,2011-01-24
Community Based Services,Other Costs,,42201711,2,201010,FREELIFT LTD,2510,2011-01-24
Community Based Services,Other Costs,,42203619,2,201010,FREELIFT LTD,2575,2011-01-25
Community Based Services,Other Costs,,42203992,2,201010,FREELIFT LTD,2655,2011-01-26
Community Based Services,Other Costs,,42204430,2,201010,FREELIFT LTD,5717,2011-01-26
Community Based Services,Other Costs,,42204432,2,201010,FREELIFT LTD,2510,2011-01-26
Community Based Services,Other Costs,,42204921,2,201010,FREELIFT LTD,4675,2011-01-27
Community Based Services,Other Costs,,42205685,2,201010,FREELIFT LTD,2030,2011-01-31
Community Based Services,Works,,42205941,2,201010,G O'BRIEN & SONS LTD,1128.99,2011-01-31
Community Based Services,Third Party Payments,Third Party Payments,42204302,3,201010,G V O C,49500,2011-01-26
Community Based Services,Third Party Payments,Third Party Payments,42204302,4,201010,G V O C,2500,2011-01-26
Community Based Services,Third Party Payments,Third Party Payments,60020130,956,201010,GAINFORD CARE HOME,1684,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,958,201010,GAINFORD CARE HOME,1684,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,961,201010,GAINFORD CARE HOME,3103.37,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,614,201010,GAINFORD CARE HOME,1247.72,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1038,201010,GAINFORD CARE HOME,441.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,827,201010,GAINFORD CARE HOME LTD,3368,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,248,201010,GAINFORD CARE HOME LTD,549.64,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,948,201010,GAINFORD CARE HOMES,30064.04,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1091,201010,GAINFORD CARE HOMES,284.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,945,201010,GAINFORD CARE HOMES,3184.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,940,201010,GAINFORD CARE HOMES,2064.52,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,629,201010,GAINFORD CARE HOMES LTD,3691.71,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1069,201010,GAINFORD CARE HOMES LTD,888.39,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,554,201010,GAINFORD CARE HOMES LTD,6521.33,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,576,201010,GAINFORD CARE HOMES LTD,7103.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,577,201010,GAINFORD CARE HOMES LTD,37749.68,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,579,201010,GAINFORD CARE HOMES LTD,14829,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,628,201010,GAINFORD CARE HOMES LTD,11813.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,634,201010,GAINFORD CARE HOMES LTD,1824,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,640,201010,GAINFORD CARE HOMES LTD,2258.8,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1052,201010,GAINFORD CARE HOMES LTD,441.2,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1065,201010,GAINFORD CARE HOMES LTD,1658.4,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1070,201010,GAINFORD CARE HOMES LTD,1936.64,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1095,201010,GAINFORD CARE HOMES LTD,7114.04,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,557,201010,GAINFORD CARE HOMES LTD,4146.13,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,558,201010,GAINFORD CARE HOMES LTD,4731.2,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,575,201010,GAINFORD CARE HOMES LTD,3974.73,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,618,201010,GAINFORD CARE HOMES LTD,869.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,625,201010,GAINFORD CARE HOMES LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,641,201010,GAINFORD CARE HOMES LTD,869.6,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,643,201010,GAINFORD CARE HOMES LTD,4180.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,655,201010,GAINFORD CARE HOMES LTD,434.8,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,627,201010,GAINFORD CARE HOMES LTD,2801.14,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,653,201010,GAINFORD CARE HOMES LTD,1752,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,654,201010,GAINFORD CARE HOMES LTD,1626.86,2011-01-05
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020130,1071,201010,GAINFORD CARE HOMES LTD,482.44,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,642,201010,GAINFORD CARE HOMES LTD,1780,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,648,201010,GAINFORD CARE HOMES LTD,3814.29,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,649,201010,GAINFORD CARE HOMES LTD,5340,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,651,201010,GAINFORD CARE HOMES LTD,32040,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,652,201010,GAINFORD CARE HOMES LTD,4577.14,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,676,201010,GAINFORD CARE HOMES LTD,1780,2011-01-05
Community Based Services,Third Party Payments,Third Party Payments,60020130,677,201010,GAINFORD CARE HOMES LTD,14240,2011-01-05
