Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq,Period,Supplier ID(T),Amount,Updated
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1195,201312,CARE UK LTD,1069.12,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,11,201312,BOND CARE,1888.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,273,201312,ST CUTHBERTS HOUSE LTD,1744.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,280,201312,ST CUTHBERTS HOUSE LTD,1744.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,283,201312,ST CUTHBERTS HOUSE LTD,1744.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,333,201312,ASPIRE HEALTHCARE LIMITED,1684.00,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,901,201312,BOND CARE,717.24,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,89,201312,SOLEHAWK LTD,1724.14,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,90,201312,SOLEHAWK LTD,3320.57,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,108,201312,WELLBURN CARE HOMES LTD,1626.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,143,201312,REDACTED - Personal Information,1720.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,197,201312,CARE UK LTD,5.15,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,214,201312,BOND CARE,5980.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,224,201312,BOND CARE,2235.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,236,201312,SPRINGFIELD HOUSE - MCARDLE CARE,1965.71,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,240,201312,SPRINGFIELD HOUSE - MCARDLE CARE,1781.43,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,265,201312,FELLINGATE CARE CENTRE LTD,2957.14,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,317,201312,FOUR SEASONS HEALTHCARE LTD,12,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,324,201312,EUROPEAN CARE (UK) LTD-D/COTE,860,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,360,201312,CRAIGIELEA NURSING HOME,1788.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,362,201312,CRAIGIELEA NURSING HOME,510.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,363,201312,CRAIGIELEA NURSING HOME,1277.14,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,371,201312,CRAIGIELEA NURSING HOME,1532.57,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,373,201312,CRAIGIELEA NURSING HOME,1277.14,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,393,201312,GAINFORD CARE HOMES LTD,2628.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,504,201312,APPLETREE GRANGE,1720.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,517,201312,ROSEWOOD CARE LLP,1752.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,41061728,1,201312,NORTHUMBRIA CALVERT TRUST,1020.00,2014-03-28
Community Based Services,Third Party Payments,Third Party Payments,60020217,584,201312,ACTIVE HORIZONS LTD,242.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,588,201312,ST JOSEPH'S SISTERS OF THE POOR,36.4,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,701,201312,CRAIGIELEA NURSING HOME,302,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,702,201312,GAINFORD CARE HOMES LTD,634.2,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,718,201312,CRAIGIELEA NURSING HOME,461.31,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,724,201312,CRAIGIELEA NURSING HOME,302,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,760,201312,CRAIGIELEA NURSING HOME,538.2,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,780,201312,REDACTED - Personal Information,505.64,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,810,201312,EUROPEAN CARE (UK) LTD-D/COTE,211.4,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,826,201312,WELLBURN CARE HOMES LTD,392.6,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,845,201312,CRAIGIELEA NURSING HOME,120.8,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,850,201312,FELLINGATE CARE CENTRE LTD,679.5,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,918,201312,ACTIVE HORIZONS LTD,60.4,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,979,201312,ROSEWOOD CARE LLP,422.8,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1038,201312,SOLEHAWK LTD,407.7,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1040,201312,SOLEHAWK LTD,999.51,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1093,201312,APPLETREE GRANGE,422.8,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1131,201312,BOND CARE,1374.10,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1145,201312,BOND CARE,528.5,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1168,201312,SPRINGFIELD HOUSE - MCARDLE CARE,483.2,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1172,201312,SPRINGFIELD HOUSE - MCARDLE CARE,437.9,2014-03-26
Community Based Services,Transport,Public Transport and Taxi Fares,148008761,61,201312,STREETCARS,40,2014-03-10
Community Based Services,Third Party Payments,Third Party Payments,60020217,17,201312,COVENT HOUSE,826.43,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,18,201312,WELLBURN CARE HOMES LTD,1780.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,24,201312,COVENT HOUSE,1780.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,100,201312,WELLBURN CARE HOMES LTD,4958.57,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,142,201312,CARE UK LTD,1888.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,144,201312,REDACTED - Personal Information,2366.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,248,201312,SPRINGFIELD HOUSE - MCARDLE CARE,3986.28,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,277,201312,GAINFORD CARE HOMES LTD,6124.71,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,389,201312,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),1058.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,443,201312,ADDISON COURT T/A DAV HOMES LTD,1780.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,481,201312,APPLETREE GRANGE,1744.00,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,514,201312,EUROPEAN CARE (UK) LTD-D/COTE,4982.86,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,650,201312,GAINFORD CARE HOMES LTD,1967.68,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,722,201312,GAINFORD CARE HOMES LTD,3637.61,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,778,201312,REDACTED - Personal Information,573.8,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,809,201312,EUROPEAN CARE (UK) LTD-D/COTE,4185.92,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,829,201312,WELLBURN CARE HOMES LTD,1291.35,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,830,201312,WELLBURN CARE HOMES LTD,558.72,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,882,201312,ADDISON COURT T/A DAV HOMES LTD,553.48,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,902,201312,COVENT HOUSE,431.08,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,912,201312,COVENT HOUSE,196.3,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1070,201312,PARKSIDE NORTHERN LTD (T/A THE CHESTERS),256.7,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1089,201312,APPLETREE GRANGE,440.84,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1112,201312,SPRINGFIELD HOUSE - MCARDLE CARE,966.4,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1177,201312,CARE UK LTD,667.8,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,1191,201312,GAINFORD CARE HOMES LTD,1203.48,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,134,201312,THE OAKS,1442.32,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,374,201312,CRAIGIELEA NURSING HOME,4.28,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,60020217,587,201312,PERCY HEDLEY CENTRE,6050.04,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,781,201312,THE OAKS,486,2014-03-26
Community Based Services,Income: Fees and Charges,"Charges, Fees & Income",60020217,835,201312,PERCY HEDLEY CENTRE,972,2014-03-26
Community Based Services,Third Party Payments,Third Party Payments,41052708,1,201312,COMFORT CALL LTD,110865.65,2014-03-13
Community Based Services,Third Party Payments,Third Party Payments,41056431,1,201312,MENCAP,419.27,2014-03-04
Community Based Services,Third Party Payments,Third Party Payments,41057506,1,201312,CHOICE HEALTHCARE LTD,20568.57,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057508,1,201312,360 HEALTHCARE LTD,53783.18,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057509,1,201312,ALLIED HEALTHCARE GROUP LTD,33923.07,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057510,1,201312,ALLIED HEALTHCARE GROUP LTD,923.79,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057513,1,201312,COMMUNITY CARE NORTH EAST,50028.70,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057513,4,201312,COMMUNITY CARE NORTH EAST,104.2,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057514,1,201312,COMFORT CALL LTD,53766.21,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057515,1,201312,D H HOMECARE LTD,24224.94,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057516,1,201312,KELLY PARK CARING AGENCY,20931.83,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057517,1,201312,CAREWATCH CARE SERVICES LTD,7597.56,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057521,1,201312,COMFORT CALL LTD,53766.20,2014-03-07
Community Based Services,Third Party Payments,Third Party Payments,41057575,2,201312,POSITIVE LIFE CHOICES,430.5,2014-03-11
Community Based Services,Third Party Payments,Third Party Payments,41058414,1,201312,CROSSROADS CARE,901.6,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,41060378,6,201312,COMMUNITY INTEGRATED CARE,406,2014-03-21
Community Based Services,Third Party Payments,Third Party Payments,41060378,11,201312,COMMUNITY INTEGRATED CARE,5623.56,2014-03-21
Community Based Services,Third Party Payments,Third Party Payments,41060468,1,201312,NEUROPARTNERS,1131.00,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41061828,5,201312,CHOICE SERVICES LTD,1113.00,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061828,6,201312,CHOICE SERVICES LTD,803.6,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061829,3,201312,L S CARE LIMITED,632.5,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061834,6,201312,COMMUNITY INTEGRATED CARE,406,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061834,11,201312,COMMUNITY INTEGRATED CARE,5623.56,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061837,4,201312,MENCAP,4769.18,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061837,10,201312,MENCAP,5684.20,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061838,4,201312,UNITED RESPONSE,1343.20,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061927,3,201312,POSITIVE LIFE CHOICES,430.5,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061938,1,201312,CAREWATCH CARE SERVICES LTD,7743.71,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,147004827,2,201312,CROSSROADS CARE,450.8,2014-03-19
Community Based Services,Third Party Payments,Third Party Payments,41056429,1,201312,HOUSING21,1668.91,2014-03-04
Community Based Services,Third Party Payments,Third Party Payments,41060459,1,201312,HOUSING21,16412.72,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060461,1,201312,HOUSING21,6207.92,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060462,1,201312,HOUSING21,16412.72,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060463,1,201312,HOUSING21,12524.80,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060464,1,201312,HOUSING21,4698.46,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060465,1,201312,HOUSING21,4932.32,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060466,1,201312,HOUSING21,1150.70,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41060467,1,201312,HOUSING21,12591.24,2014-03-25
Community Based Services,Third Party Payments,Third Party Payments,41061455,1,201312,HOUSING21,75308.24,2014-03-27
Community Based Services,Third Party Payments,Third Party Payments,41061869,1,201312,HOUSING21,6207.92,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061871,1,201312,HOUSING21,6207.92,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061874,1,201312,HOUSING21,16412.72,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061876,1,201312,HOUSING21,16412.72,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061877,1,201312,HOUSING21,16412.72,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061878,1,201312,HOUSING21,16412.72,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061881,1,201312,HOUSING21,1019.63,2014-03-31
Community Based Services,Third Party Payments,Third Party Payments,41061882,1,201312,HOUSING21,12376.92,2014-03-31
