Strategic Group,Spend Level 1,Spend Level 2,TransNo,Seq no,Period,Supplier Text,Amount,Updated
Community Based Services,Third Party Payments,Third Party Payments,60020128,155,201009,FOUR SEASONS HEALTH CARE LTD,434.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,159,201009,FOUR SEASONS HEALTH CARE LTD,869.6,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,160,201009,FOUR SEASONS HEALTH CARE LTD,1242.29,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,161,201009,FOUR SEASONS HEALTH CARE LTD,2501.2,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,163,201009,FOUR SEASONS HEALTH CARE LTD,434.8,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,158,201009,FOUR SEASONS HEALTH CARE LTD,245.71,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1097,201009,FOUR SEASONS HEALTH CARE LTD,48.68,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,157,201009,FOUR SEASONS HEALTH CARE LTD,3440,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1093,201009,FOUR SEASONS HEALTH CARE LTD,911.96,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,162,201009,FOUR SEASONS HEALTH CARE LTD,13952,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,168,201009,FOUR SEASONS HEALTH CARE LTD,12208,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,170,201009,FOUR SEASONS HEALTH CARE LTD,1744,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,176,201009,FOUR SEASONS HEALTH CARE LTD,3488,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1084,201009,FOUR SEASONS HEALTH CARE LTD,441.2,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1095,201009,FOUR SEASONS HEALTH CARE LTD,3156.68,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1096,201009,FOUR SEASONS HEALTH CARE LTD,2645.92,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,175,201009,FOUR SEASONS HEALTH CARE LTD,61.43,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1082,201009,FOUR SEASONS HEALTH CARE LTD,12.17,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,174,201009,FOUR SEASONS HEALTH CARE LTD,1720,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1078,201009,FOUR SEASONS HEALTH CARE LTD,711.88,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,173,201009,FOUR SEASONS HEALTH CARE LTD,217.4,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60020128,172,201009,FOUR SEASONS HEALTH CARE LTD,860,2010-12-08
Community Based Services,Third Party Payments,Third Party Payments,60040377,613,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,631,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,682,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,683,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,686,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,722,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,723,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,724,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,725,201009,DURHAM AGED MINEWORKERS HOMES ASS,2.9,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,726,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,727,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,728,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,729,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,730,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,731,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,732,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,733,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,734,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,735,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,736,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,737,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,761,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,762,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,764,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,765,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,766,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,767,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,768,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,769,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,770,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,771,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,772,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,773,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,774,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,775,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,777,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,781,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,790,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,791,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,792,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,793,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,794,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,803,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,804,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,805,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,807,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,808,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,809,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,810,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,811,201009,DURHAM AGED MINEWORKERS HOMES ASS,13.52,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60020128,487,201009,ALLIANCE CARE TRENDLEWOOD LTD,1746.4,2010-12-08
Community Based Services,Income: Customer and Client Receipts,Customer & Client Receipts,60020128,1081,201009,ALLIANCE CARE TRENDLEWOOD LTD,429.2,2010-12-08
Community Based Services,Premises,Rent,42195515,2,201009,ENTERPRISE 5 HOUSING ASSOC,4557.18,2010-12-22
Community Based Services,Third Party Payments,Third Party Payments,60040377,76,201009,ENTERPRISE 5 HOUSING ASSOC,2726.77,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,482,201009,HANOVER HOUSING ASSOC,29.79,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,483,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,484,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,485,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,486,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,487,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,488,201009,HANOVER HOUSING ASSOC,1.42,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,593,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,599,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,600,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,602,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,608,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,615,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,616,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,617,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,626,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,627,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,628,201009,HANOVER HOUSING ASSOC,13.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,583,201009,HAVEN (TYNESIDE) LTD,6296.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,464,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,465,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,466,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,467,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,468,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,469,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,470,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,471,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,489,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,576,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,577,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,578,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,579,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,580,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,581,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,582,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,587,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,589,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,590,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,591,201009,HOME GROUP LTD,32.24,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,592,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,594,201009,HOME GROUP LTD,43.62,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,595,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,596,201009,HOME GROUP LTD,29.08,2010-12-02
Community Based Services,Third Party Payments,Third Party Payments,60040377,597,201009,HOME GROUP LTD,29.08,2010-12-02
