Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-26,1108-01442,464.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01443,1512.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01444,1700.72,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01445,967.99,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01446,1646.72,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01447,1624.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01448,963.98,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01449,1014.72,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01450,496.49,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01451,434.96,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01452,898.58,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01453,1457.80,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01454,420.20,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01455,812.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01456,1927.94,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01457,507.36,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01458,1826.72,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01459,2436.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01460,456.54,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01461,666.72,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01462,2632.03,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01463,681.50,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01464,1007.75,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01465,576.11,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01466,496.52,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01467,1819.47,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01468,1218.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01469,710.36,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01470,1152.19,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01471,514.75,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01472,536.40,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01473,1624.00,R,Caremark (Leeds)
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01474,485.67,R,Caremark (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,2011-08-31,1108-01475,939.60,R,Caremark (Leeds)
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-31,1108-01476,1090.12,R,Caremark (Leeds)
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Fostering - Placement Support,550,2011-08-03,1108-01477,641.58,R,Cares (Uk) Ltd
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,2011-08-02,1108-01478,5973.32,R,Caretech Community Services Ltd
Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,2011-08-02,1108-01479,567.60,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-02,1108-01480,5039.48,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-02,1108-01481,2697.42,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-10,1108-01482,1440.50,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01483,14444.76,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01484,1269.18,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01485,5424.73,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01486,2469.62,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,2011-08-31,1108-01487,13781.90,R,Carewatch Leeds & Wakefield
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,2011-08-31,1108-01488,5227.34,R,Carewatch Leeds & Wakefield
Leeds City Council,Central & Corporate Functions,Customer Services,Premises,Cleaning Maintenance & Toiletries,127,2011-08-03,1108-01489,498.30,R,Carillion (Ambs) Limited
Leeds City Council,Central & Corporate Functions,Customer Services,Premises,Cleaning Maintenance & Toiletries,127,2011-08-03,1108-01490,500.50,R,Carillion (Ambs) Limited
Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-03,1108-01491,10731.88,R,Carillion (Ambs) Limited
Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-03,1108-01492,9481.89,R,Carillion (Ambs) Limited
Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Office Furniture & Equipment,201,2011-08-08,1108-01493,962.50,R,Carillion (Ambs) Limited
Leeds City Council,Central & Corporate Functions,Customer Services,Premises,Cleaning Maintenance & Toiletries,127,2011-08-26,1108-01494,463.87,R,Carillion (Ambs) Limited
Leeds City Council,City Development,Highways,Capital,Construction,3,2011-08-12,1108-01495,520519.86,C,Carillion Civil Engineering
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,2011-08-12,1108-01496,7320.00,R,Caring For Life
Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,2011-08-12,1108-01497,16167.38,R,Caring For Life
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-05,1108-01498,1302.02,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-05,1108-01499,2225.59,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-05,1108-01500,1553.98,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-05,1108-01501,512.64,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-17,1108-01502,5583.01,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-19,1108-01503,769.08,R,Carlsberg Uk Limited
Leeds City Council,City Development,Recreation,Supplies and Services,Food & Drink,231,2011-08-24,1108-01504,558.68,R,Carlsberg Uk Limited
Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Other Hired And Contracted Services,265,2011-08-09,1108-01505,3850.00,R,Carlshead Limited
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-01506,1479.48,R,Carlton Manor Residential & Nursing Home
Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-01507,1479.48,R,Carlton Manor Residential & Nursing Home
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-03,1108-01508,4284.48,R,Carlton Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-03,1108-01509,44161.56,R,Carlton Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,2011-08-03,1108-01510,3152.84,R,Carlton Nursing Home
Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,2011-08-31,1108-01511,4284.48,R,Carlton Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,2011-08-31,1108-01512,17294.76,R,Carlton Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,2011-08-31,1108-01513,3152.84,R,Carlton Nursing Home
Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Well Being Small Grants Projects,228,2011-08-25,1108-01514,496.87,R,Carlton Village Resident Ass
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-03,1108-01515,7724.37,R,Carmel Lodge Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,2011-08-03,1108-01516,1314.44,R,Carmel Lodge Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-01517,2539.00,R,Carmel Lodge Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-31,1108-01518,13263.80,R,Carmel Lodge Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,2011-08-31,1108-01519,1314.44,R,Carmel Lodge Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-31,1108-01520,2539.00,R,Carmel Lodge Residential Home
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-03,1108-01521,3750.00,R,Carolco Trucking
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-10,1108-01522,5750.00,R,Carolco Trucking
Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,2011-08-25,1108-01523,5500.00,R,Carolco Trucking
Leeds City Council,City Development,"Libraries, Arts & Heritage",Supplies and Services,Other Hired And Contracted Services,265,2011-08-10,1108-01524,3158.00,R,Caroline Rendell
Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Other Hired And Contracted Services,265,2011-08-26,1108-01525,1676.00,R,Carousel Envelopes Limited
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-03,1108-01526,1092.88,R,Carr Gate Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-01527,4226.68,R,Carr Gate Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,2011-08-31,1108-01528,1092.88,R,Carr Gate Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-31,1108-01529,1149.00,R,Carr Gate Nursing Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-03,1108-01530,10649.92,R,Carrcroft Residential Home
Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,2011-08-31,1108-01531,17024.92,R,Carrcroft Residential Home
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-08-12,1108-01532,746.53,R,Carter Brown Associates
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-08-19,1108-01533,1299.00,R,Carter Brown Associates
Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,2011-08-31,1108-01534,458.10,R,Carter Brown Associates
